id,degree,blk,testatus
1,6,1,s
2,8,0,s
3,2,1,s
4,4,1,i
5,8,0,i
6,4,1,s
7,7,0,s
8,3,1,s
9,4,0,i
10,4,1,i
11,5,0,s
12,3,1,s
13,3,0,i
14,5,1,s
15,5,1,s
16,2,1,i
17,5,0,s
18,1,1,i
19,5,1,s
20,4,0,s
21,1,1,s
22,3,0,s
23,4,1,i
24,4,1,s
25,5,0,s
26,5,1,s
27,4,0,i
28,9,1,s
29,4,1,i
30,6,1,i
31,7,0,s
32,5,1,i
33,3,0,s
34,7,0,s
35,9,1,s
36,8,0,i
37,1,1,i
38,5,0,s
39,6,0,s
40,5,0,s
41,2,1,i
42,4,0,s
43,1,1,s
44,7,0,s
45,5,1,s
46,4,0,s
47,6,1,s
48,6,0,s
49,3,1,s
50,5,1,i
51,5,0,s
52,3,0,s
53,9,0,i
54,5,0,i
55,4,0,s
56,4,0,i
57,8,0,s
58,3,1,i
59,6,1,s
60,5,0,s
61,2,0,s
62,0,0,s
63,11,1,i
64,6,0,s
65,3,0,s
66,6,1,i
67,4,1,s
68,4,1,s
69,4,0,i
70,1,1,s
71,8,1,i
72,5,0,s
73,1,0,s
74,9,1,s
75,4,0,s
76,3,0,s
77,4,0,s
78,4,0,s
79,4,0,s
80,2,1,i
81,8,1,s
82,5,0,i
83,7,1,s
84,1,1,s
85,9,0,s
86,4,0,s
87,3,0,s
88,5,1,i
89,4,1,s
90,7,0,s
91,6,1,s
92,2,1,s
93,4,1,i
94,5,1,s
95,2,0,i
96,3,1,s
97,4,1,i
98,3,1,i
99,7,0,s
100,3,0,s
101,9,0,s
102,4,1,i
103,6,0,s
104,9,0,s
105,2,0,i
106,9,0,s
107,7,0,i
108,3,0,s
109,6,0,s
110,4,0,i
111,5,0,s
112,7,0,i
113,6,0,s
114,2,1,i
115,1,0,s
116,6,1,s
117,5,0,s
118,5,0,s
119,4,1,s
120,4,0,s
121,2,1,s
122,6,0,s
123,7,1,s
124,3,1,s
125,6,0,s
126,1,1,s
127,5,0,s
128,6,0,s
129,3,0,i
130,1,0,s
131,12,1,i
132,7,0,s
133,1,0,s
134,6,0,s
135,3,0,i
136,3,0,s
137,9,1,s
138,6,0,s
139,4,1,s
140,6,1,s
141,9,0,i
142,7,0,i
143,5,0,i
144,5,1,s
145,0,0,s
146,2,0,s
147,8,0,s
148,5,0,s
149,3,1,i
150,3,0,s
151,4,1,s
152,5,1,s
153,2,1,s
154,5,1,s
155,5,0,s
156,4,1,i
157,4,1,s
158,5,1,i
159,7,1,i
160,4,1,s
161,4,1,s
162,5,1,s
163,4,0,i
164,3,1,s
165,2,1,i
166,5,1,s
167,1,1,s
168,6,0,i
169,5,1,i
170,4,0,s
171,3,1,i
172,8,0,s
173,2,0,i
174,4,1,s
175,1,0,s
176,4,1,s
177,3,1,s
178,2,1,s
179,3,1,s
180,5,0,s
181,4,0,s
182,9,0,s
183,1,1,s
184,8,0,s
185,5,0,s
186,3,0,s
187,3,0,i
188,5,0,s
189,6,0,i
190,5,1,s
191,4,0,s
192,6,1,i
193,4,1,i
194,2,0,s
195,7,1,i
196,3,0,i
197,4,0,s
198,4,1,s
199,11,1,i
200,2,1,s
201,10,1,i
202,2,0,s
203,3,0,s
204,7,0,i
205,3,0,s
206,6,1,s
207,5,0,s
208,5,0,i
209,6,1,s
210,7,0,s
211,5,1,i
212,6,1,s
213,4,0,s
214,8,1,s
215,4,1,s
216,7,0,s
