"","sim_i","t","out","in"
"1",1,1,174,1
"2",1,1,968,1
"3",1,1,1474,1
"4",1,1,2037,1
"5",1,1,2743,1
"6",1,1,441,2
"7",1,1,1203,2
"8",1,1,1257,2
"9",1,1,2098,2
"10",1,1,2799,2
"11",1,1,2825,2
"12",1,1,2859,3
"13",1,1,2290,4
"14",1,1,2778,4
"15",1,1,709,5
"16",1,1,1010,5
"17",1,1,2366,5
"18",1,1,2411,5
"19",1,1,2918,5
"20",1,1,237,6
"21",1,1,262,7
"22",1,1,1285,7
"23",1,1,1643,7
"24",1,1,2474,7
"25",1,1,2929,7
"26",1,1,448,8
"27",1,1,892,8
"28",1,1,1021,8
"29",1,1,2771,8
"30",1,1,1007,9
"31",1,1,1326,9
"32",1,1,2155,9
"33",1,1,2179,9
"34",1,1,2402,9
"35",1,1,51,10
"36",1,1,352,10
"37",1,1,781,10
"38",1,1,953,10
"39",1,1,2925,10
"40",1,1,1676,11
"41",1,1,1889,11
"42",1,1,2736,11
"43",1,1,166,12
"44",1,1,2710,12
"45",1,1,2765,12
"46",1,1,2964,12
"47",1,1,538,13
"48",1,1,703,13
"49",1,1,543,14
"50",1,1,886,14
"51",1,1,1316,14
"52",1,1,1559,14
"53",1,1,1794,14
"54",1,1,2830,14
"55",1,1,205,15
"56",1,1,715,15
"57",1,1,1779,15
"58",1,1,2562,15
"59",1,1,2598,15
"60",1,1,1230,16
"61",1,1,1323,16
"62",1,1,1844,16
"63",1,1,2204,16
"64",1,1,151,17
"65",1,1,156,17
"66",1,1,819,17
"67",1,1,1408,17
"68",1,1,1776,17
"69",1,1,2264,17
"70",1,1,2611,17
"71",1,1,788,18
"72",1,1,1853,18
"73",1,1,1898,18
"74",1,1,1018,20
"75",1,1,1144,20
"76",1,1,2212,20
"77",1,1,2277,20
"78",1,1,860,21
"79",1,1,2228,21
"80",1,1,76,22
"81",1,1,564,22
"82",1,1,987,22
"83",1,1,1132,22
"84",1,1,1694,22
"85",1,1,1865,22
"86",1,1,1146,24
"87",1,1,2234,24
"88",1,1,2711,24
"89",1,1,2794,24
"90",1,1,2913,24
"91",1,1,544,25
"92",1,1,1140,25
"93",1,1,2724,25
"94",1,1,607,26
"95",1,1,2823,26
"96",1,1,1298,27
"97",1,1,1322,27
"98",1,1,2049,27
"99",1,1,2259,27
"100",1,1,2335,27
"101",1,1,2998,27
"102",1,1,95,28
"103",1,1,2318,28
"104",1,1,2569,28
"105",1,1,2684,28
"106",1,1,1122,29
"107",1,1,1563,29
"108",1,1,2120,29
"109",1,1,170,30
"110",1,1,298,30
"111",1,1,92,31
"112",1,1,964,31
"113",1,1,1094,31
"114",1,1,1359,31
"115",1,1,2025,31
"116",1,1,1748,32
"117",1,1,2016,32
"118",1,1,2822,32
"119",1,1,436,33
"120",1,1,828,33
"121",1,1,1250,33
"122",1,1,2891,34
"123",1,1,1915,35
"124",1,1,153,36
"125",1,1,790,36
"126",1,1,1263,36
"127",1,1,2357,36
"128",1,1,2526,36
"129",1,1,2538,36
"130",1,1,1019,37
"131",1,1,1608,37
"132",1,1,1674,37
"133",1,1,2106,37
"134",1,1,2499,37
"135",1,1,301,40
"136",1,1,874,40
"137",1,1,947,40
"138",1,1,1747,40
"139",1,1,2290,40
"140",1,1,2981,40
"141",1,1,441,41
"142",1,1,853,41
