"","sim_i","t","out","in"
"1",1,1,628,1
"2",1,1,793,1
"3",1,1,968,1
"4",1,1,1041,1
"5",1,1,1492,1
"6",1,1,1659,1
"7",1,1,208,2
"8",1,1,997,2
"9",1,1,1329,2
"10",1,1,1608,2
"11",1,1,1627,2
"12",1,1,1634,2
"13",1,1,1721,2
"14",1,1,1769,2
"15",1,1,24,3
"16",1,1,435,3
"17",1,1,765,3
"18",1,1,813,3
"19",1,1,1514,3
"20",1,1,1766,3
"21",1,1,1866,3
"22",1,1,715,4
"23",1,1,927,4
"24",1,1,1115,4
"25",1,1,1301,4
"26",1,1,1603,4
"27",1,1,167,5
"28",1,1,172,5
"29",1,1,206,5
"30",1,1,1221,5
"31",1,1,1444,5
"32",1,1,1789,5
"33",1,1,1891,5
"34",1,1,1913,5
"35",1,1,73,6
"36",1,1,250,6
"37",1,1,625,6
"38",1,1,958,6
"39",1,1,1686,6
"40",1,1,35,7
"41",1,1,1169,7
"42",1,1,1228,7
"43",1,1,1526,7
"44",1,1,83,8
"45",1,1,298,8
"46",1,1,394,8
"47",1,1,565,8
"48",1,1,1319,8
"49",1,1,1564,8
"50",1,1,640,9
"51",1,1,762,9
"52",1,1,1003,9
"53",1,1,1648,9
"54",1,1,71,10
"55",1,1,262,10
"56",1,1,915,10
"57",1,1,651,11
"58",1,1,696,11
"59",1,1,713,11
"60",1,1,1327,11
"61",1,1,1535,11
"62",1,1,1555,11
"63",1,1,1899,11
"64",1,1,260,12
"65",1,1,484,12
"66",1,1,1609,12
"67",1,1,1792,12
"68",1,1,1990,12
"69",1,1,993,13
"70",1,1,1148,13
"71",1,1,1310,13
"72",1,1,1326,13
"73",1,1,1482,13
"74",1,1,400,14
"75",1,1,619,14
"76",1,1,739,14
"77",1,1,925,14
"78",1,1,309,15
"79",1,1,398,15
"80",1,1,803,15
"81",1,1,1677,15
"82",1,1,1957,15
"83",1,1,1998,15
"84",1,1,588,16
"85",1,1,773,16
"86",1,1,831,16
"87",1,1,1282,16
"88",1,1,1325,16
"89",1,1,1760,16
"90",1,1,428,17
"91",1,1,635,17
"92",1,1,993,17
"93",1,1,1225,17
"94",1,1,1578,17
"95",1,1,1844,17
"96",1,1,1888,17
"97",1,1,1941,17
"98",1,1,1945,17
"99",1,1,23,18
"100",1,1,38,18
"101",1,1,301,18
"102",1,1,457,18
"103",1,1,954,18
"104",1,1,1355,18
"105",1,1,1688,18
"106",1,1,64,19
"107",1,1,161,19
"108",1,1,353,19
"109",1,1,407,19
"110",1,1,486,19
"111",1,1,890,19
"112",1,1,1267,19
"113",1,1,1478,19
"114",1,1,1689,19
"115",1,1,1887,19
"116",1,1,897,20
"117",1,1,1111,20
"118",1,1,1304,20
"119",1,1,51,21
"120",1,1,338,21
"121",1,1,1950,21
"122",1,1,195,22
"123",1,1,836,22
"124",1,1,1412,22
"125",1,1,1881,22
"126",1,1,2000,22
"127",1,1,265,23
"128",1,1,687,23
"129",1,1,715,23
"130",1,1,781,23
"131",1,1,799,23
"132",1,1,1105,23
"133",1,1,1888,23
"134",1,1,620,24
"135",1,1,1146,24
"136",1,1,1437,24
"137",1,1,1654,24
"138",1,1,175,25
"139",1,1,255,25
"140",1,1,573,25
"141",1,1,806,25
"142",1,1,1056,25
"143",1,1,1794,25
"144",1,1,425,26
"145",1,1,984,26
"146",1,1,1443,26
"147",1,1,1551,26
"148",1,1,1763,26
"149",1,1,58,27
"150",1,1,471,27
"151",1,1,478,27
"152",1,1,795,27
"153",1,1,812,27
"154",1,1,983,27
"155",1,1,1281,27
"156",1,1,1282,27
"157",1,1,1424,27
"158",1,1,1486,27
"159",1,1,1653,27
"160",1,1,307,28
"161",1,1,472,28
"162",1,1,675,28
"163",1,1,944,28
"164",1,1,1068,28
"165",1,1,1620,28
"166",1,1,210,29
"167",1,1,277,29
"168",1,1,657,29
"169",1,1,719,29
"170",1,1,1232,29
"171",1,1,1259,29
"172",1,1,1864,29
"173",1,1,1891,29
