"","sim_i","t","out","in"
"1",1,1,328,1
"2",1,1,670,1
"3",1,1,1828,1
"4",1,1,729,2
"5",1,1,829,2
"6",1,1,1500,2
"7",1,1,1632,2
"8",1,1,2429,2
"9",1,1,354,3
"10",1,1,1761,3
"11",1,1,2079,3
"12",1,1,1149,4
"13",1,1,1221,4
"14",1,1,1408,4
"15",1,1,1445,4
"16",1,1,1563,4
"17",1,1,2310,4
"18",1,1,1416,5
"19",1,1,589,6
"20",1,1,714,6
"21",1,1,827,6
"22",1,1,347,7
"23",1,1,516,7
"24",1,1,1192,7
"25",1,1,1618,7
"26",1,1,2329,7
"27",1,1,164,8
"28",1,1,677,8
"29",1,1,1210,8
"30",1,1,2099,8
"31",1,1,2167,8
"32",1,1,214,9
"33",1,1,294,9
"34",1,1,438,9
"35",1,1,1519,9
"36",1,1,1577,9
"37",1,1,2344,9
"38",1,1,2397,9
"39",1,1,928,10
"40",1,1,1008,10
"41",1,1,1770,10
"42",1,1,1823,10
"43",1,1,1859,11
"44",1,1,2022,11
"45",1,1,2333,11
"46",1,1,2361,11
"47",1,1,136,12
"48",1,1,227,12
"49",1,1,467,12
"50",1,1,592,12
"51",1,1,1272,12
"52",1,1,1659,12
"53",1,1,2327,12
"54",1,1,2379,12
"55",1,1,527,13
"56",1,1,1290,13
"57",1,1,1360,13
"58",1,1,1501,13
"59",1,1,460,14
"60",1,1,1910,14
"61",1,1,2235,14
"62",1,1,2455,14
"63",1,1,1709,15
"64",1,1,2346,15
"65",1,1,100,16
"66",1,1,429,16
"67",1,1,903,16
"68",1,1,1300,16
"69",1,1,1550,16
"70",1,1,1565,16
"71",1,1,1802,16
"72",1,1,2196,16
"73",1,1,786,17
"74",1,1,1145,17
"75",1,1,53,18
"76",1,1,186,18
"77",1,1,987,18
"78",1,1,1048,18
"79",1,1,1245,18
"80",1,1,1702,18
"81",1,1,803,19
"82",1,1,1956,19
"83",1,1,2176,19
"84",1,1,2470,19
"85",1,1,121,20
"86",1,1,868,20
"87",1,1,1366,20
"88",1,1,2224,20
"89",1,1,715,21
"90",1,1,883,21
"91",1,1,2134,22
"92",1,1,2447,22
"93",1,1,108,23
"94",1,1,408,23
"95",1,1,1167,23
"96",1,1,1950,23
"97",1,1,377,24
"98",1,1,505,24
"99",1,1,568,24
"100",1,1,683,24
"101",1,1,755,24
"102",1,1,1697,24
"103",1,1,1663,25
"104",1,1,1887,25
"105",1,1,363,26
"106",1,1,504,26
"107",1,1,1657,26
"108",1,1,958,27
"109",1,1,1772,27
"110",1,1,430,28
"111",1,1,515,28
"112",1,1,933,28
"113",1,1,1361,28
"114",1,1,1468,28
"115",1,1,1480,28
"116",1,1,1718,28
"117",1,1,440,29
"118",1,1,589,29
"119",1,1,1266,29
"120",1,1,2322,29
"121",1,1,2445,29
"122",1,1,927,30
"123",1,1,1662,30
"124",1,1,227,31
"125",1,1,267,31
"126",1,1,2405,31
"127",1,1,381,32
"128",1,1,586,32
"129",1,1,1316,32
"130",1,1,1453,33
"131",1,1,2016,33
"132",1,1,815,34
"133",1,1,872,34
"134",1,1,980,34
"135",1,1,1648,34
"136",1,1,1681,34
"137",1,1,1723,34
"138",1,1,2031,34
"139",1,1,114,35
"140",1,1,926,35
"141",1,1,1926,35
"142",1,1,52,36
"143",1,1,329,36
"144",1,1,1074,36
"145",1,1,1374,36
"146",1,1,1535,36
"147",1,1,2393,36
"148",1,1,1340,37
