"","sim_i","t","out","in"
"1",1,1,110,1
"2",1,1,502,1
"3",1,1,759,1
"4",1,1,1821,1
"5",1,1,2223,1
"6",1,1,2349,1
"7",1,1,3252,1
"8",1,1,3448,1
"9",1,1,1710,2
"10",1,1,1874,2
"11",1,1,2280,2
"12",1,1,3014,2
"13",1,1,3562,2
"14",1,1,348,3
"15",1,1,2858,3
"16",1,1,3343,4
"17",1,1,3542,4
"18",1,1,922,5
"19",1,1,2067,5
"20",1,1,3093,5
"21",1,1,51,6
"22",1,1,1840,6
"23",1,1,2621,6
"24",1,1,3889,6
"25",1,1,355,7
"26",1,1,823,7
"27",1,1,1228,7
"28",1,1,1900,7
"29",1,1,2601,7
"30",1,1,3671,7
"31",1,1,3779,7
"32",1,1,540,8
"33",1,1,1028,8
"34",1,1,2052,8
"35",1,1,2085,8
"36",1,1,2384,8
"37",1,1,2762,8
"38",1,1,2783,8
"39",1,1,3096,8
"40",1,1,3174,8
"41",1,1,3520,8
"42",1,1,78,9
"43",1,1,216,9
"44",1,1,1304,9
"45",1,1,1912,9
"46",1,1,2093,9
"47",1,1,3388,9
"48",1,1,1019,10
"49",1,1,1186,10
"50",1,1,2348,10
"51",1,1,3041,10
"52",1,1,3574,10
"53",1,1,355,11
"54",1,1,470,11
"55",1,1,2127,11
"56",1,1,2717,11
"57",1,1,1876,12
"58",1,1,2211,13
"59",1,1,418,14
"60",1,1,1499,14
"61",1,1,1600,14
"62",1,1,3075,14
"63",1,1,3755,14
"64",1,1,1967,15
"65",1,1,2355,15
"66",1,1,1308,16
"67",1,1,1694,16
"68",1,1,1808,16
"69",1,1,3551,16
"70",1,1,3772,16
"71",1,1,1059,17
"72",1,1,1994,17
"73",1,1,2110,17
"74",1,1,2785,18
"75",1,1,3560,18
"76",1,1,1071,19
"77",1,1,3004,19
"78",1,1,587,20
"79",1,1,1405,20
"80",1,1,1595,20
"81",1,1,3527,20
"82",1,1,3607,20
"83",1,1,3727,20
"84",1,1,643,21
"85",1,1,919,21
"86",1,1,1304,21
"87",1,1,2669,21
"88",1,1,3416,21
"89",1,1,3846,21
"90",1,1,116,22
"91",1,1,496,22
"92",1,1,1963,22
"93",1,1,2428,22
"94",1,1,2851,22
"95",1,1,3161,22
"96",1,1,3594,22
"97",1,1,163,23
"98",1,1,455,23
"99",1,1,1292,23
"100",1,1,210,24
"101",1,1,2095,24
"102",1,1,3178,24
"103",1,1,1431,26
"104",1,1,1762,26
"105",1,1,1831,26
"106",1,1,265,27
"107",1,1,358,27
"108",1,1,419,27
"109",1,1,1899,27
"110",1,1,3852,27
"111",1,1,2356,28
"112",1,1,350,29
"113",1,1,1511,29
"114",1,1,1910,29
"115",1,1,3693,29
"116",1,1,207,30
"117",1,1,1011,30
"118",1,1,1379,30
"119",1,1,2474,30
"120",1,1,3164,30
"121",1,1,3258,30
"122",1,1,3535,30
"123",1,1,501,31
"124",1,1,1370,31
"125",1,1,2547,31
"126",1,1,2882,31
"127",1,1,2941,31
"128",1,1,610,32
"129",1,1,787,32
"130",1,1,1645,32
"131",1,1,2164,32
"132",1,1,3625,32
"133",1,1,849,33
"134",1,1,2339,33
"135",1,1,2518,33
"136",1,1,2904,33
"137",1,1,2916,33
"138",1,1,3606,33
"139",1,1,3634,33
"140",1,1,1435,34
"141",1,1,2617,34
"142",1,1,2887,34
"143",1,1,3779,34
"144",1,1,2086,35
"145",1,1,2255,35
"146",1,1,2467,35
"147",1,1,2599,35
"148",1,1,1140,36
"149",1,1,2219,36
"150",1,1,2844,36
