"","sampleNo","pop","testatus_i_rdsIest","testatus_s_rdsIest","testatus_i_rdsIIest","testatus_s_rdsIIest","testatus_i_rdsIse","testatus_s_rdsIse","testatus_i_rdsIIse","testatus_s_rdsIIse","testatus_i_rdsI95low","testatus_s_rdsI95low","testatus_i_rdsII95low","testatus_s_rdsII95low","testatus_i_rdsI95high","testatus_s_rdsI95high","testatus_i_rdsII95high","testatus_s_rdsII95high","testatus_i_true","testatus_s_true","blk_0_rdsIest","blk_1_rdsIest","blk_0_rdsIIest","blk_1_rdsIIest","blk_0_rdsIse","blk_1_rdsIse","blk_0_rdsIIse","blk_1_rdsIIse","blk_0_rdsI95low","blk_1_rdsI95low","blk_0_rdsII95low","blk_1_rdsII95low","blk_0_rdsI95high","blk_1_rdsI95high","blk_0_rdsII95high","blk_1_rdsII95high","blk_0_true","blk_1_true"
"21",20,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.204122837575709,0.795877162424291,0.208791083207264,0.791208916792736,0.0309538139570657,0.0309538139570657,0.0452378818075827,0.0452378818075827,0.14345336221986,0.735207687068442,0.120124834864402,0.702542668449874,0.264792312931558,0.85654663778014,0.297457331550126,0.879875165135598,0.204,0.796,0.550874054728533,0.449125945271467,0.571361807515093,0.428638192484907,0.0417850029640261,0.0417850029640261,0.0739938184303946,0.0739938184303946,0.468975448919042,0.367227339461976,0.42633392339152,0.283610308361333,0.632772660538024,0.531024551080958,0.716389691638667,0.57366607660848,0.495,0.505
"22",21,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.163603847198076,0.836396152801924,0.157820248782725,0.842179751217275,0.0252471705630109,0.0252471705630109,0.0374006782546841,0.0374006782546841,0.114119392894575,0.786911698498423,0.0845149194035438,0.768874421838095,0.213088301501577,0.885880607105425,0.231125578161905,0.915485080596456,0.204,0.796,0.521035351937846,0.478964648062154,0.528835577042862,0.471164422957138,0.0418841355860195,0.0418841355860196,0.0833980023290988,0.0833980023290988,0.438942446189248,0.396871742313555,0.365375492477829,0.307704338392104,0.603128257686445,0.561057553810752,0.692295661607896,0.634624507522171,0.495,0.505
"23",22,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.20808058310463,0.79191941689537,0.179776386996505,0.820223613003495,0.0393934608111941,0.0393934608111941,0.0541108611071977,0.0541108611071977,0.13086939991469,0.714708233705429,0.0737190992263974,0.714166325233388,0.285291766294571,0.86913060008531,0.285833674766612,0.926280900773603,0.204,0.796,0.573536684739915,0.426463315260085,0.523228118716656,0.476771881283344,0.043336816031763,0.043336816031763,0.0706615796930107,0.0706615796930108,0.488596525317659,0.34152315583783,0.384731422518355,0.338275185085043,0.65847684416217,0.51140347468234,0.661724814914957,0.615268577481645,0.495,0.505
"24",23,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.201264147741282,0.798735852258718,0.198607580833638,0.801392419166362,0.0325839879789075,0.0325839879789075,0.0518639515705732,0.0518639515705733,0.137399531302623,0.734871235820059,0.0969542357553142,0.699739074088039,0.265128764179941,0.862600468697376,0.300260925911961,0.903045764244686,0.204,0.796,0.479923314488911,0.520076685511089,0.474689529909547,0.525310470090453,0.0417248447955926,0.0417248447955926,0.0615456604960478,0.0615456604960478,0.398142618689549,0.438295989711728,0.354060035337294,0.404680975518199,0.561704010288272,0.601857381310451,0.595319024481801,0.645939964662706,0.495,0.505
"25",24,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.15944872512598,0.84055127487402,0.163020003919821,0.836979996080179,0.0255190650077608,0.0255190650077608,0.0415350466091569,0.0415350466091569,0.109431357710769,0.790533907458809,0.0816113125658733,0.755571304726232,0.209466092541191,0.890568642289231,0.244428695273768,0.918388687434127,0.204,0.796,0.574583944194663,0.425416055805337,0.558477285410678,0.441522714589321,0.0410686232166919,0.0410686232166919,0.0648264849039062,0.0648264849039062,0.494089442689947,0.344921554300621,0.431417374999022,0.314462804177665,0.655078445699379,0.505910557310053,0.685537195822335,0.568582625000978,0.495,0.505
"26",25,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.227540528434254,0.772459471565746,0.228771890338386,0.771228109661614,0.037247604888109,0.037247604888109,0.0473486391383439,0.0473486391383439,0.15453522285356,0.699454165985052,0.135968557627232,0.67842477695046,0.300545834014948,0.84546477714644,0.32157522304954,0.864031442372768,0.204,0.796,0.54644868948067,0.45355131051933,0.543997091387564,0.456002908612436,0.0419958907337092,0.0419958907337092,0.0649259276727767,0.0649259276727767,0.4641367436426,0.37123936468126,0.416742273148922,0.328748090373794,0.62876063531874,0.5358632563574,0.671251909626206,0.583257726851078,0.495,0.505
"27",26,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.210144746522598,0.789855253477402,0.200137015893672,0.799862984106328,0.031624344355593,0.031624344355593,0.0392075448084514,0.0392075448084514,0.148161031585635,0.72787153854044,0.123290228069107,0.723016196281764,0.27212846145956,0.851838968414365,0.276983803718236,0.876709771930893,0.204,0.796,0.440132823965238,0.559867176034762,0.453724000760817,0.546275999239183,0.0417671202280633,0.0417671202280633,0.0531439543992999,0.0531439543992999,0.358269268318234,0.478003620387758,0.349561850138189,0.442113848616555,0.521996379612242,0.641730731681766,0.557886151383445,0.650438149861811,0.495,0.505
"28",27,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.175793726610455,0.824206273389545,0.173484581229933,0.826515418770067,0.0282587630195705,0.0282587630195705,0.0389363953135798,0.0389363953135798,0.120406551092097,0.768819097871187,0.0971692464153168,0.75020008395545,0.231180902128813,0.879593448907903,0.24979991604455,0.902830753584683,0.204,0.796,0.542784653412246,0.457215346587754,0.574918917018139,0.425081082981861,0.0438881529016804,0.0438881529016804,0.0748857940903191,0.0748857940903191,0.456763873724953,0.37119456690046,0.428142760601113,0.278304926564836,0.62880543309954,0.543236126275047,0.721695073435164,0.571857239398887,0.495,0.505
"29",28,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.180397983260387,0.819602016739613,0.180692470162128,0.819307529837872,0.0282796271662003,0.0282796271662003,0.0467108840409708,0.0467108840409708,0.124969914014634,0.764173947493861,0.0891391374418252,0.727754197117569,0.235826052506139,0.875030085985366,0.272245802882431,0.910860862558175,0.204,0.796,0.421981216398652,0.578018783601349,0.420316710908401,0.579683289091599,0.0415957675866521,0.0415957675866521,0.0844979556374509,0.0844979556374509,0.340453511928814,0.49649107913151,0.254700717858997,0.414067296042196,0.50350892086849,0.659546488071187,0.585932703957804,0.745299282141003,0.495,0.505
"30",29,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.207551247372569,0.792448752627431,0.191105581246601,0.8088944187534,0.0342095917802005,0.0342095917802005,0.0369383638749097,0.0369383638749097,0.140500447483376,0.725397952738238,0.118706388051778,0.736495225558576,0.274602047261762,0.859499552516624,0.263504774441424,0.881293611948223,0.204,0.796,0.462118172958352,0.537881827041648,0.44802251578229,0.55197748421771,0.0414118141398559,0.0414118141398559,0.0665804727798835,0.0665804727798835,0.380951017244234,0.456714671327531,0.317524789133719,0.421479757569138,0.543285328672469,0.619048982755766,0.578520242430862,0.682475210866281,0.495,0.505
"31",30,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.217012617093727,0.782987382906273,0.221798675966924,0.778201324033076,0.0289081824788688,0.0289081824788688,0.0473095686690734,0.0473095686690734,0.160352579435144,0.72632734524769,0.12907192137554,0.685474569441692,0.27367265475231,0.839647420564856,0.314525430558308,0.87092807862446,0.204,0.796,0.474982248784894,0.525017751215106,0.481093113900665,0.518906886099335,0.0414550203224316,0.0414550203224316,0.0774920248897392,0.0774920248897392,0.393730408952928,0.44376591138314,0.329208745116776,0.367022517315446,0.55623408861686,0.606269591047072,0.632977482684554,0.670791254883224,0.495,0.505
"32",31,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.268490250652227,0.731509749347773,0.27082987031804,0.72917012968196,0.0353275121991132,0.0353275121991132,0.0561304723775205,0.0561304723775205,0.199248326741965,0.662267825437511,0.1608141444581,0.619154403822019,0.337732174562489,0.800751673258035,0.380845596177981,0.8391858555419,0.204,0.796,0.489440650413714,0.510559349586286,0.486442906248361,0.513557093751639,0.041351923303272,0.041351923303272,0.0557670201520966,0.0557670201520966,0.408390880739301,0.429509579911873,0.377139546750252,0.40425373425353,0.570490420088127,0.591609119260699,0.59574626574647,0.622860453249748,0.495,0.505
"33",32,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.180723766374324,0.819276233625676,0.186318897133319,0.813681102866681,0.0285977827002511,0.0285977827002511,0.0416328131662001,0.0416328131662001,0.124672112281832,0.763224579533184,0.104718583327567,0.732080789060929,0.236775420466816,0.875327887718168,0.267919210939071,0.895281416672433,0.204,0.796,0.500027256528381,0.499972743471619,0.494662666514041,0.505337333485959,0.0429336891374631,0.0429336891374631,0.0856254668528597,0.0856254668528597,0.415877225818953,0.415822712762191,0.326836751482436,0.337511418454354,0.584177287237809,0.584122774181047,0.662488581545646,0.673163248517564,0.495,0.505
"34",33,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.165700991809661,0.834299008190339,0.172614397829852,0.827385602170148,0.0250077015429761,0.0250077015429761,0.0369795090015255,0.0369795090015255,0.116685896785428,0.785283913166106,0.100134560186862,0.754905764527158,0.214716086833894,0.883314103214572,0.245094235472842,0.899865439813138,0.204,0.796,0.525825282639725,0.474174717360275,0.533346854505323,0.466653145494677,0.042022223300775,0.042022223300775,0.0713396420054981,0.0713396420054981,0.443461724970206,0.391811159690756,0.393521156174547,0.3268274471639,0.608188840309244,0.556538275029794,0.673172552836099,0.606478843825453,0.495,0.505
"35",34,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.167008207312146,0.832991792687854,0.17996621406915,0.82003378593085,0.0258316989102978,0.0258316989102978,0.0387859459779685,0.0387859459779685,0.116378077447962,0.78236166282367,0.103945759952331,0.744013331814032,0.21763833717633,0.883621922552038,0.255986668185968,0.896054240047669,0.204,0.796,0.476053500985037,0.523946499014963,0.475601671562544,0.524398328437456,0.04149053684144,0.04149053684144,0.0628150795238292,0.0628150795238292,0.394732048775815,0.44262504680574,0.352484115695839,0.401280772570751,0.55737495319426,0.605267951224185,0.598719227429249,0.647515884304161,0.495,0.505
"36",35,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.186150175986644,0.813849824013356,0.192646750013867,0.807353249986133,0.0283434297979168,0.0283434297979168,0.0409993822720413,0.0409993822720414,0.130597053582727,0.758296701609439,0.112287960760666,0.726994460732932,0.241703298390561,0.869402946417273,0.273005539267068,0.887712039239334,0.204,0.796,0.396739824256043,0.603260175743957,0.392011500238291,0.607988499761709,0.040872378995389,0.040872378995389,0.0653627304687961,0.0653627304687961,0.316629961425081,0.523150312912994,0.263900548519451,0.479877548042868,0.476849687087006,0.683370038574919,0.520122451957132,0.736099451480549,0.495,0.505
"37",36,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.217725075046809,0.782274924953191,0.215582133737091,0.784417866262909,0.0333387271556259,0.0333387271556259,0.0440470764397066,0.0440470764397066,0.152381169821783,0.716931019728164,0.129249863915266,0.698085596441084,0.283068980271836,0.847618830178217,0.301914403558916,0.870750136084734,0.204,0.796,0.480694180039736,0.519305819960264,0.485471703087689,0.514528296912311,0.0418122557017524,0.0418122557017524,0.0665613537805286,0.0665613537805285,0.398742158864301,0.437353798784829,0.355011449677853,0.384068043502475,0.562646201215171,0.601257841135699,0.615931956497525,0.644988550322147,0.495,0.505
"38",37,"simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1",0.242011714425564,0.757988285574436,0.249935170970513,0.750064829029487,0.0359675774523242,0.0359675774523242,0.101439454672352,0.101439454672352,0.171515262619009,0.68749183376788,0.0511138398127027,0.551243497871676,0.31250816623212,0.828484737380991,0.448756502128324,0.948886160187297,0.204,0.796,0.519297591197915,0.480702408802085,0.551731908558343,0.448268091441657,0.0419607548857518,0.0419607548857518,0.0854882588189272,0.0854882588189272,0.437054511621842,0.398459329226011,0.384174921273246,0.280711104156559,0.601540670773989,0.562945488378158,0.71928889584344,0.615825078726754,0.495,0.505
