"","pop","popName","percent","true"
"1","simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1","0.25 hom_nbd, 0.25 hom_blk, run 1",0.883333333333333,0.204
"2","simulationRuns/smallerTest/data/0.25 hom_nbd, 0.25 hom_blk, run 1, noepi","0.25 hom_nbd, 0.25 hom_blk, run 1, noepi",0.953333333333333,0.204
"3","simulationRuns/smallerTest/data/0.25 hom_nbd, 0.5 hom_blk, run 1","0.25 hom_nbd, 0.5 hom_blk, run 1",0.89,0.223
"4","simulationRuns/smallerTest/data/0.25 hom_nbd, 0.5 hom_blk, run 1, noepi","0.25 hom_nbd, 0.5 hom_blk, run 1, noepi",0.946666666666667,0.223
"5","simulationRuns/smallerTest/data/0.5 hom_nbd, 0.25 hom_blk, run 1","0.5 hom_nbd, 0.25 hom_blk, run 1",0.903333333333333,0.308
"6","simulationRuns/smallerTest/data/0.5 hom_nbd, 0.25 hom_blk, run 1, noepi","0.5 hom_nbd, 0.25 hom_blk, run 1, noepi",0.976666666666667,0.308
"7","simulationRuns/smallerTest/data/0.5 hom_nbd, 0.5 hom_blk, run 1","0.5 hom_nbd, 0.5 hom_blk, run 1",0.9,0.242
"8","simulationRuns/smallerTest/data/0.5 hom_nbd, 0.5 hom_blk, run 1, noepi","0.5 hom_nbd, 0.5 hom_blk, run 1, noepi",0.97,0.242
