id,degree,blk,testatus
1,21,0,s
2,29,0,i
3,25,0,s
4,20,1,s
5,12,0,s
6,20,0,s
7,21,1,i
8,14,0,s
9,18,0,s
10,18,0,s
11,16,1,s
12,27,1,s
13,18,0,s
14,14,0,s
15,15,1,s
16,21,1,s
17,21,1,s
18,27,1,s
19,25,1,s
20,21,1,s
21,23,0,s
22,18,0,s
23,15,0,s
24,21,0,s
25,23,0,s
26,21,0,s
27,27,1,i
28,22,1,s
29,26,0,s
30,29,1,i
31,20,0,s
32,23,1,i
33,18,0,s
34,20,0,s
35,21,1,s
36,20,1,s
37,13,1,s
38,18,1,s
39,20,0,s
40,21,0,s
41,21,1,s
42,24,1,s
43,22,0,s
44,28,0,s
45,21,0,s
46,26,0,s
47,20,1,s
48,17,1,s
49,20,1,s
50,19,1,s
51,27,1,s
52,17,0,s
53,28,0,s
54,27,1,i
55,22,0,s
56,20,0,s
57,10,1,s
58,12,1,i
59,24,1,i
60,20,1,s
61,14,1,s
62,24,1,s
63,23,1,s
64,26,1,i
65,23,0,i
66,23,0,s
67,15,1,s
68,23,1,s
69,26,0,s
70,31,0,s
71,21,1,s
72,25,1,s
73,30,0,s
74,14,1,s
75,21,0,s
76,21,0,s
77,21,0,s
78,26,1,s
79,27,1,i
80,17,0,s
81,26,1,s
82,25,1,s
83,18,0,s
84,16,1,s
85,27,0,s
86,17,1,s
87,25,1,i
88,20,1,s
89,12,1,s
90,15,0,s
91,17,1,s
92,21,0,s
93,19,1,s
94,16,1,i
95,18,0,s
96,23,1,s
97,21,0,s
98,15,0,s
99,20,0,s
100,18,1,s
101,16,1,s
102,28,1,s
103,14,1,s
104,19,0,s
105,19,0,s
106,19,1,s
107,17,1,s
108,15,0,s
109,21,1,s
110,18,1,s
111,22,0,s
112,20,1,s
113,21,0,i
114,21,1,s
115,36,0,i
116,17,1,s
117,19,0,s
118,15,0,s
119,19,1,s
120,23,0,s
121,20,1,s
122,18,0,s
123,22,0,s
124,23,1,s
125,29,1,s
126,26,1,s
127,20,0,s
128,22,0,s
129,20,1,s
130,21,0,s
131,22,0,s
132,26,0,s
133,25,0,i
134,14,1,s
135,31,0,s
136,15,0,s
137,19,1,s
138,18,0,s
139,20,0,s
140,18,0,s
141,20,0,s
142,15,1,s
143,17,1,s
144,18,1,s
145,15,0,s
146,22,1,s
147,25,0,s
148,16,0,s
149,19,0,i
150,22,1,s
151,20,1,s
152,14,1,s
153,25,1,s
154,14,0,s
155,12,0,s
156,18,1,s
157,19,0,s
158,23,0,s
159,26,0,s
160,27,0,s
161,23,1,s
162,20,0,s
163,26,1,i
164,26,0,s
165,22,0,s
166,26,0,s
167,14,1,s
168,28,0,s
169,24,0,s
170,15,1,s
171,24,1,s
172,22,0,s
173,23,1,s
174,22,1,s
175,15,1,s
176,10,0,s
177,23,0,s
178,19,0,s
179,23,0,s
180,21,0,s
181,15,1,s
182,21,1,i
183,15,0,s
184,23,1,s
185,19,1,s
186,14,1,s
187,19,1,s
188,12,1,s
189,29,0,s
190,15,0,i
191,17,1,s
192,10,1,s
193,17,0,s
194,14,1,s
195,21,0,s
196,12,1,s
197,20,1,s
198,17,1,s
199,20,0,s
200,25,1,s
201,15,0,s
202,11,1,s
203,20,1,s
204,25,1,s
205,18,1,s
206,19,1,i
207,21,0,s
208,18,0,i
209,25,0,s
210,15,0,s
211,14,0,s
212,11,1,i
213,10,1,s
214,29,1,s
215,26,0,s
216,26,0,s
217,17,1,s
218,16,1,s
219,28,1,s
220,21,1,s
221,24,1,s
222,22,0,s
223,23,1,s
224,18,0,s
225,19,0,s
226,21,0,s
227,12,1,s
228,23,1,s
229,26,0,s
230,21,0,s
231,12,1,s
232,17,0,s
233,18,0,s
234,13,0,s
235,17,0,i
236,23,0,s
237,22,0,s
238,19,1,s
239,17,1,s
240,11,0,s
241,21,0,s
242,24,0,s
243,16,0,s
244,11,1,s
245,17,1,s
246,28,0,s
247,21,0,s
248,18,1,s
249,23,1,s
250,25,1,s
251,28,1,s
252,17,1,s
253,13,1,s
254,19,1,s
255,21,0,s
256,19,1,s
257,20,1,s
258,24,1,s
259,26,0,s
260,20,1,s
261,26,1,s
262,26,1,i
263,16,0,s
264,22,1,s
265,16,0,s
266,23,0,s
267,18,1,s
268,20,1,s
269,20,0,s
270,19,1,i
271,17,0,s
272,22,1,s
273,21,0,s
274,29,0,s
275,19,0,s
276,20,0,s
277,24,0,s
278,25,1,i
279,14,0,s
280,22,1,s
281,19,0,s
282,28,0,s
283,22,1,s
284,24,1,s
285,14,1,s
286,16,0,s
287,17,0,s
288,20,1,s
289,23,1,s
290,17,0,s
291,27,1,s
292,22,1,s
293,22,1,s
294,26,1,s
295,19,1,i
296,24,1,s
297,28,1,s
298,22,0,s
299,13,0,s
300,15,1,s
301,17,0,s
302,17,0,s
303,21,0,s
304,23,1,s
305,21,1,s
306,24,1,s
307,18,0,s
308,20,1,s
309,18,1,s
310,25,0,s
311,25,1,s
312,29,1,i
313,22,0,s
314,13,0,s
315,32,0,s
316,31,0,s
317,24,0,s
318,18,1,s
319,14,1,s
320,20,1,s
321,25,1,s
322,16,0,s
323,27,0,s
324,17,0,s
325,20,1,s
326,16,1,s
327,23,1,s
328,24,1,s
329,17,1,s
330,19,1,s
331,23,0,s
332,29,1,s
333,22,0,s
334,13,0,i
335,16,0,s
336,23,0,s
337,20,1,s
338,16,1,s
339,23,1,s
340,21,1,s
341,21,0,s
342,22,1,i
343,23,0,s
344,23,0,s
345,21,1,s
346,16,0,i
347,14,1,s
348,15,0,s
349,18,0,s
350,23,0,s
351,19,1,i
352,32,0,i
353,20,1,i
354,20,1,i
355,25,1,s
356,16,1,s
357,28,0,s
358,24,0,s
359,19,0,s
360,27,0,s
361,22,1,s
362,15,1,s
363,27,1,s
364,23,0,i
365,15,1,s
366,25,1,s
367,23,0,s
368,18,1,s
369,15,1,s
370,26,1,s
371,24,0,s
372,22,1,s
373,21,1,s
374,21,0,s
375,25,1,s
376,13,0,s
377,17,0,s
378,20,1,s
379,22,0,s
380,24,0,s
381,20,1,s
382,20,1,s
383,22,1,s
384,20,1,s
385,17,1,s
386,21,0,s
387,26,0,s
388,17,0,s
389,21,0,i
390,22,0,s
391,10,0,s
392,24,1,s
393,12,0,s
394,13,0,s
395,23,0,s
396,21,0,s
397,23,0,s
398,19,1,s
399,11,0,s
400,10,0,s
401,31,1,s
402,19,0,s
403,22,0,i
404,22,0,s
405,22,0,s
406,21,1,s
407,12,1,s
408,20,0,s
409,18,0,s
410,27,0,s
411,16,0,s
412,13,1,s
413,18,0,s
414,23,1,s
415,23,0,s
416,25,0,i
417,17,1,s
418,16,1,s
419,11,1,s
420,23,1,s
421,15,1,s
422,12,0,s
423,22,0,s
424,18,1,s
425,18,1,s
426,17,0,s
427,17,0,i
428,22,1,s
429,17,0,s
430,27,0,s
431,28,0,s
432,16,1,i
433,11,0,s
434,26,0,s
435,18,1,s
436,23,0,s
437,17,1,s
438,25,1,s
439,12,0,s
440,19,0,s
441,21,0,i
442,17,0,s
443,15,0,s
444,24,0,i
445,16,1,s
446,17,1,s
447,25,0,s
448,15,1,s
449,13,0,s
450,24,1,s
451,18,1,s
452,18,0,s
453,20,1,s
454,17,1,s
455,24,1,s
456,22,0,s
457,25,1,s
458,16,1,s
459,23,1,i
460,22,1,i
461,16,1,s
462,30,1,s
463,29,1,s
464,19,0,s
465,18,1,s
466,21,1,s
467,33,1,s
468,22,1,s
469,22,1,s
470,11,0,s
471,20,0,s
472,21,1,s
473,18,0,s
474,18,0,s
475,21,0,s
476,27,0,s
477,23,0,s
478,26,0,i
479,22,0,s
480,24,1,s
481,19,1,s
482,20,1,s
