id,degree,blk,testatus
1,6,0,i
2,4,0,i
3,9,0,i
4,4,0,i
5,8,0,i
6,0,0,s
7,9,1,i
8,9,1,i
9,6,0,i
10,5,0,i
11,7,0,i
12,7,1,i
13,3,0,i
14,3,1,i
15,9,0,i
16,4,0,i
17,7,1,i
18,8,1,i
19,6,1,i
20,5,1,i
21,5,0,i
22,5,0,i
23,1,1,i
24,5,1,i
25,3,0,i
26,9,1,i
27,3,1,i
28,4,0,i
29,3,0,i
30,10,1,i
31,9,0,i
32,5,1,i
33,7,0,i
34,6,0,i
35,7,1,i
36,7,1,i
37,7,0,i
38,6,0,i
39,5,1,i
40,4,1,i
41,6,1,i
42,5,1,i
43,8,0,i
44,6,0,i
45,8,1,i
46,7,0,i
47,10,0,i
48,5,0,i
49,8,1,i
50,9,0,i
51,6,0,i
52,4,0,i
53,7,0,s
54,7,1,i
55,8,0,s
56,4,1,i
57,5,1,i
58,6,0,i
59,9,0,i
60,5,1,i
61,7,1,i
62,7,1,i
63,8,1,i
64,8,0,i
65,4,0,i
66,8,1,i
67,7,0,i
68,4,0,s
69,10,0,i
70,8,0,i
71,7,1,i
72,7,0,i
73,8,0,i
74,11,1,i
75,6,0,i
76,8,0,i
77,3,0,s
78,5,1,i
79,2,0,i
80,8,1,s
81,5,0,i
82,4,1,i
83,5,1,s
84,8,1,i
85,7,1,i
86,5,1,i
87,9,0,i
88,9,0,i
89,7,1,i
90,3,1,i
91,5,0,i
92,8,0,i
93,2,1,s
94,10,1,i
95,2,0,i
96,5,1,i
97,9,0,i
98,5,1,i
99,9,1,i
100,8,0,i
101,4,1,i
102,7,1,i
103,6,0,i
104,4,1,i
105,4,1,i
106,6,1,i
107,8,1,i
108,6,0,i
109,6,1,i
110,3,1,i
111,6,1,i
112,9,0,i
113,7,0,i
114,3,0,i
115,8,0,i
116,7,0,i
117,12,0,i
118,8,1,i
119,10,1,i
120,6,1,i
121,7,1,i
122,8,1,i
123,11,1,i
124,5,1,i
125,1,1,i
126,11,0,i
127,7,1,i
128,4,1,i
129,11,1,i
130,5,1,s
131,5,1,i
132,9,0,i
133,6,1,i
134,5,1,i
135,6,1,i
136,10,1,i
137,8,1,i
138,4,0,i
139,10,1,i
140,7,0,i
141,6,1,i
142,9,1,i
143,1,0,s
144,2,0,i
145,6,0,i
146,5,0,i
147,7,0,i
148,5,1,i
149,5,1,i
150,6,1,i
151,6,1,i
152,9,0,i
153,10,1,i
154,5,1,i
155,5,0,i
156,5,1,i
157,8,1,i
158,9,0,i
159,5,1,i
160,3,1,i
161,14,0,i
162,7,0,i
163,8,1,i
164,6,1,i
165,6,1,i
166,5,1,i
167,7,0,i
168,5,0,i
169,3,1,s
170,10,0,i
171,10,0,i
172,3,1,i
173,15,0,i
174,7,1,i
175,9,0,i
176,10,0,i
177,8,0,i
178,8,1,i
179,6,1,i
180,7,0,i
181,3,0,i
182,4,1,i
183,4,0,i
184,2,1,i
185,7,0,i
186,7,1,i
187,3,1,i
188,8,1,i
189,5,1,i
190,6,0,i
191,5,0,i
192,5,0,s
193,7,0,i
194,9,0,i
195,8,0,i
196,5,1,i
197,7,1,i
198,9,0,i
199,9,0,i
200,6,0,i
201,9,0,i
202,4,1,i
203,10,1,i
204,5,1,i
205,5,0,i
206,9,0,i
207,6,1,i
208,6,1,i
209,13,0,i
210,8,0,i
211,9,1,i
212,11,0,i
213,4,0,i
214,7,1,i
215,8,1,i
216,3,0,i
217,9,0,i
218,6,0,i
219,3,0,s
220,10,0,i
221,7,0,i
222,6,1,i
223,8,0,i
224,8,0,i
225,3,0,i
226,2,0,i
227,4,1,i
228,4,1,i
229,5,0,i
230,6,0,i
231,11,0,i
232,8,0,i
233,2,1,i
234,6,1,i
235,6,0,i
236,6,0,i
237,10,1,i
238,7,1,i
239,8,1,i
240,13,1,i
241,6,0,i
242,4,1,i
243,9,1,i
244,8,0,i
245,4,1,i
246,9,0,i
247,4,0,i
248,7,1,i
249,8,1,i
250,10,1,s
251,7,0,i
252,7,1,i
253,8,0,i
254,11,0,i
255,8,1,i
256,10,1,i
257,8,0,i
258,5,0,i
259,3,0,i
260,5,1,i
261,4,1,i
262,5,0,i
263,5,1,i
264,2,0,i
265,8,0,i
266,10,0,i
267,3,1,i
268,9,1,i
269,10,0,i
270,5,1,i
271,4,1,i
272,8,1,i
273,6,0,i
274,10,0,i
275,6,0,i
276,8,0,i
277,6,1,i
278,7,1,i
279,9,1,i
280,5,0,i
281,8,0,i
282,7,0,i
283,8,0,i
284,3,0,i
285,4,1,i
286,2,1,s
287,11,1,i
288,7,1,s
289,7,0,i
290,4,1,i
291,4,1,i
292,8,1,i
293,7,0,i
294,9,0,i
295,9,1,i
296,5,0,i
297,8,0,i
298,8,0,i
299,7,1,i
300,3,1,i
301,5,1,i
302,3,0,i
303,3,0,i
304,6,0,i
305,11,1,i
306,4,1,s
307,3,1,i
308,6,1,i
309,3,1,s
310,3,0,s
311,10,0,i
312,2,1,i
313,6,1,i
314,5,0,i
315,4,1,i
316,3,0,i
317,6,0,i
318,7,0,i
319,9,0,i
320,4,0,i
321,9,0,i
322,8,0,i
323,7,1,i
324,9,0,i
325,3,1,i
326,9,1,i
327,7,1,i
328,6,1,i
329,4,0,i
330,4,1,i
331,4,1,i
332,3,1,i
333,5,0,i
334,10,0,i
335,6,0,i
336,8,1,i
337,9,1,i
338,9,1,i
