"","sim_i","t","out","in"
"1",1,1,630,1
"2",1,1,922,1
"3",1,1,1074,1
"4",1,1,1404,1
"5",1,1,1470,1
"6",1,1,1533,1
"7",1,1,1773,1
"8",1,1,2097,1
"9",1,1,2233,1
"10",1,1,2264,1
"11",1,1,2859,1
"12",1,1,1293,2
"13",1,1,1803,2
"14",1,1,2716,2
"15",1,1,51,3
"16",1,1,544,3
"17",1,1,1299,3
"18",1,1,2001,3
"19",1,1,2194,3
"20",1,1,2563,3
"21",1,1,369,4
"22",1,1,396,4
"23",1,1,817,4
"24",1,1,970,4
"25",1,1,1346,4
"26",1,1,1813,4
"27",1,1,1919,4
"28",1,1,2376,4
"29",1,1,2551,4
"30",1,1,2647,4
"31",1,1,2850,4
"32",1,1,1961,5
"33",1,1,2384,5
"34",1,1,2447,5
"35",1,1,2621,5
"36",1,1,2819,5
"37",1,1,2848,5
"38",1,1,2959,5
"39",1,1,418,6
"40",1,1,1713,6
"41",1,1,440,7
"42",1,1,681,7
"43",1,1,2367,7
"44",1,1,2609,7
"45",1,1,2720,7
"46",1,1,21,8
"47",1,1,1404,8
"48",1,1,1773,8
"49",1,1,2330,8
"50",1,1,2604,8
"51",1,1,2804,8
"52",1,1,220,9
"53",1,1,554,9
"54",1,1,1490,9
"55",1,1,1687,9
"56",1,1,2280,9
"57",1,1,2594,9
"58",1,1,347,10
"59",1,1,1214,10
"60",1,1,530,11
"61",1,1,1779,11
"62",1,1,2828,11
"63",1,1,2929,11
"64",1,1,409,12
"65",1,1,1920,12
"66",1,1,364,13
"67",1,1,584,13
"68",1,1,1992,13
"69",1,1,2109,13
"70",1,1,2364,13
"71",1,1,449,14
"72",1,1,775,14
"73",1,1,2053,14
"74",1,1,2519,14
"75",1,1,2641,14
"76",1,1,2821,14
"77",1,1,2826,14
"78",1,1,113,15
"79",1,1,501,15
"80",1,1,2565,15
"81",1,1,186,16
"82",1,1,302,16
"83",1,1,539,16
"84",1,1,897,16
"85",1,1,2003,16
"86",1,1,2659,16
"87",1,1,2776,16
"88",1,1,187,17
"89",1,1,1257,17
"90",1,1,1745,17
"91",1,1,1863,17
"92",1,1,2518,17
"93",1,1,2770,17
"94",1,1,2798,17
"95",1,1,1457,18
"96",1,1,2000,18
"97",1,1,2331,18
"98",1,1,2899,18
"99",1,1,830,19
"100",1,1,1377,19
"101",1,1,1422,19
"102",1,1,1588,19
"103",1,1,2125,19
"104",1,1,2414,19
"105",1,1,2528,19
"106",1,1,2574,19
"107",1,1,29,20
"108",1,1,404,20
"109",1,1,1394,20
"110",1,1,2987,20
"111",1,1,768,21
"112",1,1,855,21
"113",1,1,1430,21
"114",1,1,1739,21
"115",1,1,2801,21
"116",1,1,2961,21
"117",1,1,128,22
"118",1,1,543,22
"119",1,1,1265,22
"120",1,1,1456,22
"121",1,1,2952,22
"122",1,1,185,23
"123",1,1,201,23
"124",1,1,386,23
"125",1,1,1222,24
"126",1,1,1342,24
"127",1,1,1570,24
"128",1,1,2177,24
"129",1,1,2492,24
"130",1,1,705,25
"131",1,1,1995,25
"132",1,1,627,26
"133",1,1,745,26
"134",1,1,1091,26
"135",1,1,1170,26
"136",1,1,2125,26
"137",1,1,2143,26
"138",1,1,2658,26
"139",1,1,2671,26
"140",1,1,2762,26
"141",1,1,2907,26
"142",1,1,421,27
"143",1,1,2140,27
"144",1,1,2448,27
"145",1,1,2518,27
"146",1,1,507,29
"147",1,1,683,29
"148",1,1,840,29
"149",1,1,1023,29
"150",1,1,2183,29
"151",1,1,2246,29
"152",1,1,2625,29
"153",1,1,2642,29
"154",1,1,814,30
"155",1,1,855,30
"156",1,1,1385,30
"157",1,1,1607,30
"158",1,1,2222,30
"159",1,1,774,31
"160",1,1,896,31
"161",1,1,974,31
"162",1,1,1089,31
"163",1,1,1131,31
"164",1,1,2411,31
"165",1,1,2467,31
"166",1,1,2506,31
"167",1,1,2575,31
"168",1,1,2761,31
"169",1,1,619,32
"170",1,1,831,32
"171",1,1,987,32
"172",1,1,1716,32
"173",1,1,2258,32
"174",1,1,2834,32
"175",1,1,760,33
"176",1,1,1060,33
"177",1,1,1945,33
"178",1,1,2908,33
"179",1,1,120,34
"180",1,1,941,34
"181",1,1,994,34
"182",1,1,1318,34
"183",1,1,2787,34
"184",1,1,2963,34
"185",1,1,559,35
"186",1,1,2740,35
"187",1,1,756,36
"188",1,1,1178,36
"189",1,1,2027,36
"190",1,1,2387,36
"191",1,1,2933,36
"192",1,1,243,37
"193",1,1,259,37
"194",1,1,273,37
"195",1,1,304,37
"196",1,1,758,37
"197",1,1,862,37
"198",1,1,257,38
"199",1,1,607,38
"200",1,1,688,38
"201",1,1,895,38
"202",1,1,1114,38
"203",1,1,1172,38
"204",1,1,2249,38
"205",1,1,2264,38
"206",1,1,2601,38
"207",1,1,2771,38
"208",1,1,420,39
"209",1,1,562,39
"210",1,1,823,39
"211",1,1,1003,39
"212",1,1,1385,39
"213",1,1,2474,39
"214",1,1,2807,39
"215",1,1,807,40
"216",1,1,937,40
"217",1,1,2341,40
"218",1,1,2727,40
"219",1,1,2777,40
"220",1,1,826,41
"221",1,1,1086,41
"222",1,1,1489,41
"223",1,1,1527,41
"224",1,1,561,42
"225",1,1,748,42
"226",1,1,1844,42
"227",1,1,2714,42
"228",1,1,2765,42
"229",1,1,885,43
"230",1,1,1618,43
"231",1,1,2685,43
"232",1,1,2922,43
"233",1,1,1354,44
"234",1,1,577,45
"235",1,1,741,45
"236",1,1,1113,45
"237",1,1,1284,45
"238",1,1,1889,45
"239",1,1,711,46
"240",1,1,1548,46
"241",1,1,1906,46
"242",1,1,2000,46
"243",1,1,2268,46
"244",1,1,2472,46
"245",1,1,2658,46
"246",1,1,2771,46
"247",1,1,74,47
"248",1,1,825,47
"249",1,1,2612,47
"250",1,1,49,48
"251",1,1,101,48
"252",1,1,1574,48
"253",1,1,2471,48
"254",1,1,1590,49
"255",1,1,1967,49
"256",1,1,2401,49
"257",1,1,2485,49
"258",1,1,658,50
"259",1,1,921,50
"260",1,1,1723,50
"261",1,1,1882,50
"262",1,1,1988,50
"263",1,1,2011,50
"264",1,1,2824,50
"265",1,1,425,51
"266",1,1,696,51
"267",1,1,1746,51
"268",1,1,2068,51
"269",1,1,2218,51
"270",1,1,716,52
"271",1,1,1269,52
"272",1,1,2026,52
"273",1,1,2781,52
