id,degree,blk,testatus
1,8,1,i
2,3,1,s
3,2,1,s
4,5,0,s
5,5,1,s
6,3,1,s
7,5,0,s
8,7,0,s
9,9,0,s
10,2,0,s
11,5,0,s
12,3,1,s
13,1,0,s
14,6,0,s
15,6,0,i
16,7,1,s
17,1,1,s
18,3,0,s
19,4,1,s
20,3,1,s
21,2,0,s
22,2,0,s
23,5,1,s
24,6,1,s
25,6,1,s
26,6,1,s
27,4,0,s
28,2,1,s
29,4,0,s
30,6,1,i
31,7,0,s
32,5,1,s
33,4,0,i
34,4,1,s
35,8,0,s
36,6,1,s
37,2,0,s
38,3,1,s
39,9,1,s
40,4,1,s
41,7,0,i
42,7,0,s
43,7,0,s
44,8,0,i
45,7,0,s
46,2,1,s
47,8,1,s
48,6,1,s
49,5,0,s
50,4,0,s
51,7,1,s
52,5,0,s
53,3,1,s
54,6,0,s
55,3,1,s
56,8,0,s
57,3,1,s
58,7,1,s
59,6,0,s
60,2,0,s
61,5,1,s
62,4,1,s
63,5,0,i
64,6,1,s
65,6,0,s
66,6,1,s
67,8,0,s
68,5,1,s
69,4,1,s
70,7,0,s
71,5,0,s
72,4,1,s
73,6,1,s
74,8,1,s
75,7,1,s
76,5,0,s
77,3,1,s
78,6,1,s
79,3,1,s
80,5,1,s
81,5,1,s
82,3,1,s
83,6,0,s
84,5,1,s
85,4,0,s
86,4,0,s
87,9,0,s
88,3,1,s
89,1,0,s
90,5,0,s
91,4,1,s
92,6,0,s
93,2,0,s
94,3,0,s
95,5,1,s
96,5,1,s
97,5,1,s
98,3,0,i
99,4,0,s
100,4,1,i
101,4,1,s
102,3,0,s
103,7,1,i
104,5,0,s
105,4,0,s
106,6,1,s
107,5,1,s
108,4,1,s
109,5,1,i
110,8,1,s
111,5,0,s
112,1,1,s
113,8,0,s
114,4,0,i
115,4,0,s
116,8,0,s
117,6,1,s
118,5,0,s
119,3,1,s
120,4,1,s
121,5,0,i
122,3,1,s
123,8,1,s
124,2,0,s
125,5,1,s
126,8,1,s
127,2,1,s
128,3,0,s
129,4,0,s
130,5,1,s
131,6,1,s
132,8,0,s
133,5,0,s
134,2,0,i
135,2,1,s
136,6,1,s
137,7,1,s
138,4,1,s
139,1,1,s
140,3,0,s
141,6,0,s
142,4,0,s
143,3,0,s
144,8,1,i
145,3,0,s
146,3,1,s
147,3,1,s
148,3,0,s
149,3,1,s
150,4,0,s
151,8,0,s
152,6,1,s
153,4,0,i
154,6,1,i
155,0,1,s
156,9,0,s
157,6,0,s
158,6,0,s
159,5,0,s
160,3,0,i
161,7,0,i
162,3,1,s
163,0,0,s
164,6,1,i
165,7,1,s
166,0,0,s
167,6,1,s
168,4,0,s
169,10,0,i
170,7,1,s
171,7,1,i
172,4,0,s
173,3,0,s
174,8,1,s
175,6,1,s
176,3,1,s
177,4,0,s
178,2,1,s
179,3,0,s
180,2,1,s
181,4,0,s
182,7,0,i
183,2,1,s
184,2,1,s
185,6,0,s
186,8,0,i
187,4,0,s
188,3,0,s
189,2,0,s
190,3,1,s
191,3,1,s
192,5,1,s
193,1,0,s
194,3,0,s
195,5,0,s
196,8,1,s
197,4,1,s
198,0,0,s
199,3,0,s
200,1,1,s
201,5,0,s
202,6,0,s
203,4,0,s
204,2,0,s
205,6,1,i
206,2,0,s
207,7,1,s
208,6,0,s
209,0,0,s
210,2,1,s
211,6,0,s
212,5,0,i
213,7,0,s
214,4,0,s
215,7,1,s
216,0,1,s
217,4,0,s
218,3,1,s
219,1,1,s
220,5,1,s
221,7,0,s
222,1,0,s
223,3,0,s
224,4,0,s
225,10,1,s
226,2,1,s
227,4,1,s
228,6,0,s
229,5,1,s
230,5,1,s
231,5,0,s
232,3,0,s
233,4,0,s
234,3,0,s
235,6,1,s
236,3,0,s
237,3,0,s
238,8,1,s
239,6,1,s
240,4,1,s
241,3,0,s
242,9,0,s
243,2,1,s
244,4,0,s
245,5,1,s
246,4,0,s
247,4,0,s
248,5,0,s
249,3,0,s
250,2,1,s
251,7,1,s
252,7,0,s
253,5,0,s
254,3,0,s
255,9,1,s
256,4,0,s
257,0,1,s
258,7,1,i
259,4,1,s
260,2,1,s
261,4,1,s
262,4,0,i
263,5,1,s
264,3,1,s
265,2,1,s
266,5,1,s
267,11,0,s
268,5,0,s
269,3,0,s
270,6,1,s
271,6,0,s
272,2,1,s
273,1,0,s
274,4,1,i
275,6,1,s
276,2,1,s
277,3,1,s
278,5,0,s
279,2,0,s
280,6,0,s
281,3,1,s
282,3,1,s
283,3,1,s
284,6,0,s
285,5,1,i
286,7,1,s
287,5,0,s
288,10,1,i
289,10,1,s
290,3,0,s
291,3,0,s
292,4,1,s
293,3,0,s
294,4,1,i
295,2,0,s
296,6,1,s
297,8,1,s
298,1,0,s
299,1,1,s
300,2,1,s
301,4,0,s
302,8,0,s
303,5,0,s
304,2,1,s
305,6,0,s
306,3,0,i
307,4,0,i
308,5,1,s
309,7,1,s
310,4,1,s
311,4,1,s
312,5,1,s
313,3,1,s
314,6,1,s
315,4,0,s
316,4,1,s
317,4,1,s
318,5,1,s
319,4,0,s
320,2,1,s
321,5,0,s
322,5,1,s
323,4,1,s
324,6,1,s
325,9,1,s
326,4,1,s
327,5,1,s
328,5,1,s
329,6,0,s
330,2,1,s
331,8,1,i
332,5,1,i
333,1,0,s
334,2,1,s
335,6,0,i
336,9,0,s
337,10,1,s
338,3,0,s
339,2,0,s
340,3,1,s
341,5,0,s
342,6,1,s
343,6,1,s
344,2,0,s
345,3,0,s
346,8,0,s
347,2,0,s
348,8,0,i
349,2,0,s
350,5,0,s
351,5,1,i
352,6,0,s
353,4,1,s
354,4,0,s
355,3,0,s
356,5,0,s
357,5,1,s
358,6,0,i
359,6,1,s
360,6,1,s
361,10,1,s
362,4,0,s
363,4,1,s
364,4,0,s
365,8,1,s
366,6,0,i
367,3,0,s
368,7,0,s
369,5,0,s
370,1,1,s
371,4,0,s
372,6,1,s
373,7,1,s
374,2,0,s
375,3,1,s
376,4,0,s
377,6,1,s
378,2,1,s
379,4,0,s
380,6,0,s
381,4,1,s
382,3,1,s
383,4,0,i
384,4,1,s
385,5,1,s
386,4,1,s
387,8,1,s
388,2,1,s
389,5,1,s
390,3,1,s
391,5,0,s
392,1,0,s
393,5,1,s
394,7,1,s
395,4,1,s
396,4,0,s
397,3,1,s
398,5,0,s
399,2,1,s
400,5,0,s
401,4,0,s
402,4,0,s
403,5,0,s
404,6,0,s
405,3,1,s
406,3,0,i
407,3,1,s
408,4,0,s
409,4,0,s
410,4,1,s
411,5,0,s
412,7,1,s
413,3,1,s
414,5,1,s
415,7,0,s
416,6,0,s
417,7,1,i
418,4,1,s
419,4,1,s
420,5,1,i
421,3,1,s
422,4,0,s
423,3,0,s
424,6,1,s
425,4,1,s
426,1,1,i
427,6,0,s
428,5,1,s
429,1,1,s
430,0,1,s
431,5,0,s
432,5,1,s
433,6,0,s
434,8,0,s
435,4,1,s
436,4,1,s
437,5,0,s
438,1,1,i
439,5,1,s
440,3,1,s
441,5,0,s
442,6,1,s
443,7,0,s
444,1,0,s
445,7,1,s
446,2,1,s
447,7,0,s
448,3,0,s
449,5,0,i
450,1,1,s
451,2,0,s
452,2,0,s
453,7,1,i
454,3,1,s
455,1,0,s
456,10,1,s
457,6,1,s
458,2,1,s
459,8,0,s
460,4,1,s
461,4,1,i
462,7,0,s
463,4,0,s
464,6,1,s
465,4,0,s
466,1,1,s
467,5,0,s
468,3,1,s
469,9,1,s
470,5,0,s
471,5,1,s
472,3,0,s
473,5,1,i
474,3,1,s
475,6,0,s
476,2,1,s
477,9,0,s
478,4,1,s
479,1,1,s
480,5,1,s
481,6,0,s
482,2,0,s
483,3,0,s
484,4,1,s
485,3,1,i
486,2,0,s
487,3,1,s
488,4,1,s
489,5,0,s
490,3,1,s
491,2,0,s
492,2,1,s
493,1,0,s
494,3,1,s
495,5,0,s
496,4,1,s
497,3,0,s
498,3,0,s
499,4,0,s
500,5,0,s
501,2,1,s
502,6,1,i
503,4,0,s
504,5,1,s
505,7,1,s
506,6,0,s
507,9,1,s
508,1,0,s
509,3,1,s
510,2,1,s
511,4,1,s
512,3,0,s
513,2,0,s
514,7,1,i
515,6,1,s
516,2,0,s
517,11,1,s
518,5,1,s
519,3,1,s
520,2,0,s
521,4,0,s
522,7,1,s
523,3,0,s
524,4,0,s
525,5,1,s
526,5,0,s
527,3,0,s
528,4,1,s
529,7,1,s
530,1,1,s
531,4,0,s
532,6,1,s
533,4,0,s
534,3,0,s
535,2,1,s
536,5,1,s
537,4,1,i
538,5,0,s
539,1,1,s
540,4,0,s
541,4,1,s
542,5,1,s
543,6,0,s
544,5,1,s
545,6,1,s
546,3,1,i
547,3,0,s
548,2,1,s
549,3,1,s
550,2,1,s
551,2,0,s
552,2,0,s
553,5,1,s
554,6,1,s
555,6,0,s
556,2,1,s
557,3,0,s
558,5,0,s
559,2,0,s
560,2,0,s
561,5,0,s
562,2,0,s
563,1,1,s
564,2,0,s
565,6,0,s
566,5,0,i
567,5,1,s
568,6,1,s
569,2,1,s
570,5,0,s
571,1,1,i
572,3,0,s
573,10,1,s
574,6,1,s
575,3,0,i
576,6,0,s
577,3,1,s
578,2,0,s
579,1,1,s
580,6,1,s
581,6,0,s
582,3,1,s
583,5,1,s
584,2,0,s
585,7,0,s
586,4,0,s
587,2,1,s
588,3,0,s
589,3,1,s
590,5,1,s
591,4,1,s
592,8,1,s
593,4,1,s
594,2,0,s
595,8,1,s
596,3,1,s
597,4,0,s
598,8,0,s
599,6,1,s
600,2,0,i
601,4,1,s
602,6,1,s
603,6,1,s
604,3,1,s
605,3,0,s
606,4,1,s
607,5,0,s
608,5,0,s
609,3,0,s
610,5,1,s
611,3,0,s
612,6,0,i
613,4,1,s
614,6,1,s
615,5,0,s
616,7,0,s
617,8,1,s
618,7,0,s
619,1,0,s
620,9,1,s
621,4,1,s
622,3,0,s
623,5,1,s
624,4,1,s
625,2,0,s
626,7,1,s
627,3,0,s
628,9,0,s
629,7,1,s
630,5,1,s
631,4,0,s
632,6,0,s
633,3,1,s
634,6,0,s
635,7,0,i
636,4,0,s
637,4,0,s
638,4,1,i
639,13,0,s
640,7,0,i
641,2,1,s
642,4,1,s
643,5,1,s
644,2,1,s
645,0,0,s
646,5,0,s
647,4,0,s
648,5,1,s
649,7,0,i
650,6,0,s
651,7,0,i
652,6,0,s
653,3,1,s
654,5,1,s
655,4,1,s
656,5,1,s
657,1,1,s
658,4,1,s
659,2,1,s
660,7,1,s
661,4,1,s
662,4,0,s
663,1,1,s
664,1,0,s
665,6,1,s
666,7,0,s
667,3,0,s
668,7,1,s
669,3,0,s
670,4,1,s
671,2,0,s
672,4,0,s
673,2,0,s
674,5,1,s
675,5,1,s
676,10,0,i
677,7,1,s
678,5,1,s
679,1,0,s
680,1,0,s
681,4,0,s
682,5,0,s
683,7,1,s
684,5,1,i
685,5,1,s
686,6,1,s
687,4,0,s
688,5,0,s
689,3,0,s
690,2,1,s
691,8,1,s
692,3,0,i
693,4,1,s
694,4,1,s
695,2,1,s
696,2,0,s
697,1,1,s
698,2,1,s
699,3,1,s
700,5,1,i
701,3,0,s
702,5,1,s
703,5,0,s
704,4,1,s
705,2,1,s
706,2,0,s
707,1,1,s
708,3,1,s
709,10,0,s
710,2,1,s
711,5,0,s
712,4,0,s
713,4,1,s
714,7,0,i
715,6,0,i
716,3,0,s
717,3,0,s
718,7,1,s
719,1,0,i
720,4,0,s
721,5,0,s
722,6,0,s
723,3,0,s
724,7,0,s
725,3,0,s
726,1,0,s
727,3,0,i
728,1,1,s
729,2,0,s
730,2,1,s
731,3,0,s
732,8,1,s
733,3,1,s
734,7,0,s
735,3,1,s
736,5,1,s
737,4,0,s
738,3,0,s
739,6,1,s
740,5,0,s
741,2,1,s
742,2,1,s
743,6,0,s
744,5,0,s
745,1,0,s
746,3,1,s
747,2,0,s
748,6,1,i
749,6,0,s
750,3,0,s
751,5,1,s
752,4,0,s
753,8,1,s
754,4,0,s
755,6,1,s
756,8,1,i
757,5,1,s
758,2,0,s
759,1,1,s
760,2,1,s
761,7,1,s
762,5,0,i
763,4,0,s
764,0,1,s
765,4,0,s
766,4,0,s
767,3,1,s
768,6,1,s
769,3,1,i
770,4,1,s
771,3,1,s
772,5,0,s
773,2,0,s
774,5,0,s
775,6,1,s
776,3,1,s
777,5,1,s
778,3,1,s
779,2,0,s
780,3,1,s
781,4,1,i
782,5,0,s
783,6,1,s
784,2,0,s
785,3,0,s
786,5,1,s
787,3,0,s
788,6,1,i
789,4,0,s
790,4,1,s
791,7,0,s
792,4,0,s
793,5,1,s
794,4,1,s
795,2,0,s
796,4,0,s
797,8,1,s
798,3,1,s
799,2,0,s
800,2,1,s
801,2,1,s
802,3,0,s
803,2,1,s
804,3,1,s
805,2,1,i
806,4,0,i
807,6,0,i
808,4,1,s
809,10,0,s
810,6,0,s
811,6,0,s
812,5,1,s
813,3,1,s
814,5,0,s
815,7,1,i
816,3,1,s
817,4,0,s
818,3,1,s
819,4,0,s
820,3,1,s
821,3,0,s
822,3,0,i
823,5,0,s
824,5,1,s
825,3,0,s
826,5,0,s
827,3,0,s
828,4,1,s
829,10,1,i
830,6,1,s
831,7,0,s
832,8,0,i
833,2,1,s
834,7,1,s
835,7,1,s
836,4,0,s
837,7,1,s
838,2,0,s
839,4,1,s
840,5,0,s
841,3,0,s
842,7,1,s
843,5,0,s
844,8,1,i
845,4,0,s
846,5,1,s
847,7,0,s
848,5,0,s
849,6,0,s
850,3,1,s
851,2,1,s
852,9,1,s
853,1,1,s
854,7,1,s
855,5,0,s
856,5,1,s
857,5,0,s
858,6,1,s
859,3,0,i
860,2,1,i
861,5,1,s
862,9,0,i
863,4,1,s
864,8,0,s
865,5,1,s
866,4,0,s
867,2,1,s
868,3,0,s
869,4,1,s
870,0,0,s
871,6,1,s
872,4,0,i
873,3,1,s
874,8,1,s
875,4,0,s
876,3,1,s
877,4,0,s
878,4,1,s
879,3,1,s
880,5,0,s
881,3,1,s
882,6,0,s
883,10,1,s
884,4,1,s
885,4,1,s
886,6,0,s
887,8,0,s
888,1,1,s
889,1,0,s
890,2,0,s
891,5,1,s
892,5,1,s
893,9,1,s
894,5,0,s
895,5,1,i
896,3,0,s
897,2,1,i
898,4,0,s
899,4,0,s
900,7,0,s
901,5,0,s
902,3,0,s
903,3,1,s
904,8,1,s
905,7,0,s
906,8,1,s
907,9,1,s
908,0,0,i
909,3,0,s
910,4,0,s
911,5,1,i
912,4,1,s
913,4,0,s
914,7,1,s
915,3,1,s
916,5,0,i
917,4,0,s
918,2,0,s
919,7,0,s
920,5,1,s
921,11,0,s
922,7,0,s
923,4,0,s
924,4,0,s
925,4,1,s
926,1,1,s
927,5,0,i
928,5,0,s
929,4,1,s
930,2,1,s
931,6,0,s
932,2,1,s
933,7,1,s
934,4,0,s
935,5,0,s
936,7,1,s
937,3,1,s
938,4,0,s
939,4,1,s
940,3,1,s
941,3,0,s
942,10,0,s
943,6,1,s
944,5,0,s
945,4,0,s
946,3,1,s
947,3,0,s
948,6,0,s
949,8,1,s
950,3,1,s
951,7,0,s
952,6,0,i
953,2,1,s
954,2,0,s
955,4,1,s
956,4,0,s
957,7,0,i
958,3,1,s
959,4,1,i
960,3,1,s
961,7,1,i
962,5,1,i
963,3,0,s
964,2,1,s
965,4,1,i
966,5,1,s
967,4,1,s
968,4,0,i
969,5,0,s
970,6,0,s
971,4,0,s
972,5,1,s
973,6,1,s
974,5,0,s
975,1,0,s
976,2,0,s
977,5,0,i
978,2,0,s
979,5,1,s
980,6,0,i
981,1,0,s
982,4,1,i
983,7,0,s
984,10,1,s
985,3,1,s
986,5,0,s
987,5,1,s
988,7,1,s
989,2,0,s
990,4,1,s
991,1,1,s
992,4,1,s
993,5,0,s
994,6,1,s
995,3,0,s
996,4,1,s
997,7,1,s
998,4,0,i
999,2,0,s
1000,2,1,s
1001,3,0,s
1002,2,1,s
1003,7,1,s
1004,7,1,s
1005,3,0,s
1006,1,0,i
1007,4,1,s
1008,9,1,s
1009,12,0,i
1010,5,0,s
1011,2,1,s
1012,5,1,s
1013,5,0,s
1014,3,0,i
1015,7,1,s
1016,5,0,s
1017,3,1,s
1018,3,1,s
1019,3,1,s
1020,5,1,s
1021,2,1,s
1022,2,0,s
1023,5,1,s
1024,5,0,s
1025,4,0,s
1026,4,1,s
1027,4,0,s
1028,1,1,s
1029,8,1,s
1030,4,1,s
1031,1,1,s
1032,5,1,s
1033,3,1,s
1034,5,1,s
1035,1,0,s
1036,5,1,s
1037,3,1,s
1038,3,1,s
1039,5,0,s
1040,9,0,i
1041,4,0,s
1042,4,0,s
1043,3,0,i
1044,5,1,i
1045,0,1,s
1046,6,1,s
1047,1,0,s
1048,5,1,s
1049,4,0,s
1050,5,0,s
1051,6,1,s
1052,5,1,s
1053,5,0,s
1054,3,1,s
1055,2,1,s
1056,3,1,s
1057,2,1,s
1058,2,0,i
1059,8,1,s
1060,7,1,s
1061,5,0,i
1062,3,1,s
1063,5,0,s
1064,4,1,s
1065,4,1,s
1066,4,1,s
1067,3,0,s
1068,6,0,i
1069,2,0,s
1070,8,0,i
1071,5,0,s
1072,5,0,s
1073,2,0,s
1074,5,0,s
1075,5,0,s
1076,1,0,s
1077,9,0,i
1078,8,1,i
1079,6,0,s
1080,7,1,s
1081,6,0,s
1082,1,0,s
1083,3,0,i
1084,3,0,s
1085,5,0,s
1086,5,1,s
1087,2,1,s
1088,3,0,i
1089,4,0,s
1090,5,0,s
1091,8,0,s
1092,5,1,s
1093,7,1,s
1094,3,1,s
1095,1,1,s
1096,3,1,s
1097,2,0,s
1098,6,1,s
1099,2,1,s
1100,5,0,s
1101,4,1,s
1102,3,1,s
1103,6,0,s
1104,7,0,s
1105,11,0,s
1106,4,0,s
1107,2,0,s
1108,3,1,s
1109,4,0,s
1110,9,0,i
1111,2,1,s
1112,2,1,s
1113,3,0,s
1114,5,1,i
1115,7,0,i
1116,2,0,s
1117,3,1,i
1118,5,0,i
1119,2,0,s
1120,5,1,s
1121,5,0,s
1122,9,0,i
1123,3,1,s
1124,3,0,s
1125,2,0,s
1126,6,0,s
1127,4,0,s
1128,3,0,s
1129,4,0,s
1130,7,0,s
1131,7,0,s
1132,11,1,s
1133,5,1,s
1134,8,1,s
1135,11,1,s
1136,6,1,s
1137,3,1,s
1138,6,1,i
1139,7,0,s
1140,5,1,s
1141,1,1,s
1142,7,0,s
1143,3,1,s
1144,3,0,s
1145,5,1,s
1146,5,1,s
1147,3,0,s
1148,2,1,s
1149,3,0,s
1150,6,0,s
1151,3,0,s
1152,3,1,s
1153,2,0,s
1154,12,1,s
1155,5,0,s
1156,1,0,s
1157,3,1,s
1158,5,0,s
1159,1,0,s
1160,1,1,s
1161,7,0,s
1162,2,1,s
1163,4,0,s
1164,6,0,s
1165,6,1,s
1166,4,0,s
1167,3,1,s
1168,3,1,s
1169,4,1,s
1170,6,1,s
1171,2,1,s
1172,7,1,i
1173,7,0,s
1174,2,0,s
1175,3,1,i
1176,5,1,s
1177,6,0,s
1178,4,1,s
1179,4,0,i
1180,5,1,s
1181,7,1,s
1182,7,0,s
1183,3,1,i
1184,4,0,s
1185,2,0,s
1186,2,1,s
1187,4,0,s
1188,8,0,s
1189,3,0,s
1190,2,0,s
1191,4,1,s
1192,7,0,s
1193,6,1,s
1194,1,1,s
1195,10,0,s
1196,5,0,s
1197,2,0,s
1198,2,1,s
1199,3,0,s
1200,4,1,s
1201,3,1,s
1202,8,0,s
1203,6,1,s
1204,2,1,i
1205,4,0,s
1206,6,1,i
1207,1,1,s
1208,4,1,s
1209,1,0,s
1210,3,1,s
1211,3,0,s
1212,4,0,s
1213,2,0,s
1214,8,1,s
1215,11,0,s
1216,3,1,s
1217,3,0,s
1218,3,1,s
1219,9,0,s
1220,7,1,s
1221,2,0,s
1222,6,0,s
1223,4,0,s
1224,6,0,s
1225,7,0,s
1226,5,1,s
1227,7,1,s
1228,3,0,s
1229,2,0,s
1230,4,0,s
1231,2,1,s
1232,5,1,s
1233,7,1,s
1234,5,1,s
1235,5,0,s
1236,3,0,s
1237,8,0,s
1238,3,1,s
1239,3,0,s
1240,3,0,s
1241,8,1,i
1242,5,0,s
1243,7,0,s
1244,5,0,s
1245,2,1,s
1246,3,0,s
1247,4,1,s
1248,5,1,s
1249,3,0,s
1250,2,0,s
1251,3,0,s
1252,3,0,s
1253,3,1,i
1254,3,1,s
1255,4,0,s
1256,7,1,s
1257,4,1,i
1258,1,1,s
1259,10,1,s
1260,3,0,s
1261,2,0,s
1262,3,1,s
1263,2,0,i
1264,3,0,s
1265,3,1,s
1266,4,0,s
1267,2,1,s
1268,3,1,s
1269,5,0,s
1270,3,0,s
1271,8,1,s
1272,4,1,s
1273,2,1,s
1274,2,0,s
1275,2,1,s
1276,2,0,s
1277,3,1,i
1278,9,0,s
1279,2,0,s
1280,10,1,s
1281,3,1,s
1282,2,1,s
1283,1,0,s
1284,5,0,s
1285,9,1,i
1286,1,1,s
1287,5,1,s
1288,7,0,s
1289,7,1,s
1290,6,1,i
1291,1,0,s
1292,4,0,s
1293,8,0,i
1294,0,1,s
1295,3,0,s
1296,5,1,s
1297,4,0,s
1298,1,0,s
1299,8,0,s
1300,3,1,s
1301,2,1,s
1302,7,1,s
1303,5,1,s
1304,4,0,s
1305,5,0,s
1306,7,0,i
1307,8,0,s
1308,5,0,s
1309,9,0,s
1310,3,0,s
1311,1,0,s
1312,3,0,s
1313,4,1,s
1314,7,0,s
1315,6,0,s
1316,6,1,i
1317,11,0,s
1318,3,1,s
1319,1,0,s
1320,6,1,s
1321,6,0,s
1322,3,0,s
1323,4,1,s
1324,2,0,s
1325,7,0,i
1326,8,0,s
1327,6,1,s
1328,4,0,i
1329,5,1,s
1330,7,0,s
1331,3,0,i
1332,2,1,s
1333,4,0,i
1334,9,1,i
1335,3,0,s
1336,1,1,s
1337,4,0,s
1338,6,1,s
1339,4,1,s
1340,9,1,i
1341,7,1,s
1342,4,0,s
1343,8,0,s
1344,8,1,s
1345,3,0,s
1346,4,1,i
1347,3,0,s
1348,4,0,s
1349,4,1,s
1350,5,0,i
1351,5,1,s
1352,9,1,s
1353,6,1,s
1354,2,1,s
1355,1,0,s
1356,4,1,s
1357,7,1,s
1358,7,0,s
1359,7,1,s
1360,2,0,s
1361,2,1,s
1362,3,0,s
1363,8,0,i
1364,2,1,i
1365,3,1,s
1366,6,1,s
1367,7,1,s
1368,6,0,s
1369,3,0,s
1370,2,1,s
1371,7,1,s
1372,5,1,s
1373,3,0,s
1374,2,1,s
1375,7,1,i
1376,8,1,s
1377,3,1,i
1378,6,1,s
1379,0,0,s
1380,4,0,s
1381,3,1,s
1382,2,1,s
1383,6,1,s
1384,3,0,s
1385,3,1,s
1386,7,0,s
1387,5,1,s
1388,2,0,s
1389,6,0,s
1390,4,0,s
1391,7,0,i
1392,6,1,s
1393,5,0,i
1394,1,1,s
1395,6,0,s
1396,5,0,i
1397,2,1,s
1398,6,0,s
1399,3,0,s
1400,4,1,s
1401,3,1,s
1402,5,1,i
1403,3,0,s
1404,6,1,s
1405,3,0,s
1406,1,1,s
1407,3,0,i
1408,6,0,i
1409,3,0,i
1410,2,1,s
1411,4,0,s
1412,6,1,s
1413,6,0,s
1414,6,1,s
1415,4,1,s
1416,2,0,s
1417,6,0,s
1418,6,0,s
1419,6,0,s
1420,3,0,s
1421,4,1,i
1422,6,1,s
1423,5,0,s
1424,7,0,s
1425,3,0,s
1426,3,1,s
1427,2,1,s
1428,2,1,s
1429,3,1,s
1430,5,0,s
1431,3,1,s
1432,5,0,s
1433,4,1,s
1434,2,0,s
1435,2,1,s
1436,7,0,s
1437,2,1,s
1438,10,0,s
1439,4,0,s
1440,3,0,s
1441,4,0,s
1442,5,1,i
1443,1,0,s
1444,4,0,s
1445,2,0,i
1446,4,1,s
1447,2,1,s
1448,5,0,s
1449,9,1,s
1450,4,1,s
1451,2,1,s
1452,5,1,s
1453,4,0,i
1454,7,0,s
1455,7,0,i
1456,4,0,s
1457,6,0,s
1458,4,1,s
1459,3,0,s
1460,3,1,s
1461,8,0,s
1462,4,0,s
1463,3,1,i
1464,4,1,s
1465,2,0,s
1466,10,1,s
1467,7,0,i
1468,4,1,i
1469,3,1,s
1470,5,1,s
1471,3,0,s
1472,6,0,s
1473,10,1,s
1474,3,0,s
1475,5,1,s
1476,6,0,s
1477,3,1,s
1478,3,1,s
1479,1,0,i
1480,4,1,s
1481,3,1,s
1482,6,0,s
1483,5,1,s
1484,2,0,s
1485,4,0,s
1486,2,0,s
1487,1,1,s
1488,2,1,s
1489,8,1,s
1490,4,0,i
1491,5,0,s
1492,2,0,s
1493,5,0,s
1494,4,0,s
1495,3,1,s
1496,6,0,s
1497,3,1,s
1498,3,0,i
1499,2,0,i
1500,7,0,s
1501,3,1,s
1502,3,1,s
1503,6,1,s
1504,5,0,s
1505,5,0,s
1506,8,1,s
1507,6,1,i
1508,4,0,s
1509,4,1,s
1510,2,0,s
1511,6,0,i
1512,3,1,s
1513,2,0,s
1514,7,1,s
1515,5,1,s
1516,7,1,s
1517,4,1,s
1518,2,0,i
1519,4,0,i
1520,3,0,s
1521,4,1,s
1522,6,0,s
1523,3,1,s
1524,4,1,s
1525,7,0,s
1526,2,0,s
1527,2,1,s
1528,5,1,s
1529,4,1,i
1530,2,0,s
1531,3,1,i
