id,degree,blk,testatus
1,9,0,i
2,3,0,s
3,7,1,s
4,7,0,s
5,2,1,s
6,4,1,s
7,3,1,s
8,13,1,s
9,9,0,s
10,9,0,s
11,8,0,s
12,7,1,s
13,4,0,s
14,6,1,s
15,8,0,s
16,2,1,s
17,6,0,s
18,5,0,s
19,7,1,s
20,9,1,i
21,5,0,s
22,6,1,s
23,5,1,s
24,4,0,s
25,8,1,s
26,4,0,i
27,7,1,s
28,10,1,s
29,7,0,i
30,4,1,i
31,4,0,i
32,8,1,s
33,4,0,s
34,7,1,s
35,3,1,s
36,6,1,s
37,4,1,s
38,5,1,s
39,5,1,s
40,8,0,s
41,7,1,s
42,6,0,i
43,6,1,s
44,5,1,s
45,8,0,s
46,9,1,s
47,3,0,s
48,5,0,i
49,2,1,s
50,5,1,s
51,6,0,s
52,7,0,i
53,5,1,s
54,2,0,s
55,6,0,s
56,6,1,s
57,5,1,s
58,4,0,i
59,5,0,s
60,9,0,s
61,3,0,s
62,9,1,s
63,3,1,s
64,8,0,s
65,6,1,s
66,5,1,s
67,2,1,s
68,1,0,s
69,9,1,s
70,6,0,i
71,10,1,s
72,2,1,s
73,5,0,s
74,5,1,s
75,4,0,s
76,9,1,s
77,5,0,s
78,2,0,s
79,6,1,s
80,6,0,s
81,6,0,s
82,8,1,i
83,7,1,s
84,4,0,s
85,4,0,s
86,4,1,i
87,6,1,s
88,6,1,s
89,8,1,s
90,5,1,s
91,6,1,s
92,5,0,s
93,7,1,s
94,6,0,s
95,6,1,s
96,4,1,s
97,3,0,s
98,2,0,i
99,4,0,s
100,8,1,s
101,2,1,s
102,8,1,s
103,4,0,s
104,8,0,s
105,4,0,s
106,4,0,s
107,8,1,i
108,6,1,s
109,4,1,s
110,8,1,s
111,2,0,s
112,6,1,s
113,5,0,s
114,2,1,s
115,5,0,s
116,2,0,s
117,6,0,s
118,5,0,s
119,6,1,s
120,6,1,s
121,11,1,s
122,4,1,s
123,8,1,s
124,9,0,s
125,5,1,s
126,3,0,s
127,5,0,s
128,9,1,s
129,5,1,i
130,6,1,s
131,8,1,s
132,3,1,s
133,5,0,s
134,6,0,s
135,5,0,s
136,9,0,s
137,5,0,s
138,7,0,s
139,6,1,s
140,3,1,s
141,2,1,s
142,5,1,s
143,4,0,s
144,8,1,s
145,5,0,s
146,5,1,s
147,11,0,s
148,7,1,s
149,3,1,s
150,2,1,s
151,3,0,s
152,5,1,s
153,5,1,s
154,10,0,s
155,5,1,s
156,7,0,s
157,5,0,s
158,5,0,s
159,5,1,s
160,3,1,s
161,6,0,i
162,9,0,s
163,8,1,s
164,2,0,s
165,6,1,s
166,7,0,s
167,5,1,s
168,5,1,i
169,5,1,s
170,3,1,s
171,6,0,s
172,7,0,s
173,11,0,i
174,3,0,s
175,7,1,s
176,5,0,s
177,6,1,s
178,8,1,s
179,3,0,s
180,6,1,s
181,3,1,s
182,2,0,s
183,4,0,s
184,6,0,s
185,6,1,s
186,6,1,i
187,7,1,s
188,9,1,s
189,5,1,s
190,7,1,s
191,10,0,s
192,5,0,s
193,4,0,s
194,5,1,s
195,3,1,s
196,8,0,s
197,3,1,s
198,7,0,s
199,4,1,i
200,5,1,s
201,8,1,s
202,5,0,s
203,8,0,s
204,6,1,s
205,5,1,s
206,3,1,s
207,8,1,s
208,5,1,s
209,7,0,s
210,7,1,s
211,4,1,s
212,11,0,i
213,3,1,s
214,7,0,s
215,3,1,s
216,8,0,s
217,6,1,s
218,8,1,s
219,9,1,s
220,2,1,s
221,4,1,s
222,10,1,i
223,5,0,s
224,4,1,s
225,4,0,s
226,5,1,s
227,5,0,s
228,6,0,s
229,2,1,s
230,6,1,s
231,5,1,s
232,7,0,s
233,5,0,s
234,4,1,s
235,4,1,s
236,4,0,s
237,5,0,s
238,5,1,s
239,5,0,s
240,4,0,i
241,6,1,s
242,4,0,s
243,5,0,i
244,5,1,s
245,5,1,s
246,5,0,s
247,6,1,i
248,5,0,s
249,5,0,s
250,5,0,s
251,9,0,s
252,6,1,s
253,3,0,s
254,7,0,s
255,3,1,s
256,4,1,i
257,7,0,s
258,7,0,s
259,3,1,s
260,7,0,s
261,4,1,s
262,5,0,s
263,1,0,s
264,7,1,i
265,7,0,s
266,9,0,s
267,3,0,s
268,6,1,s
269,10,0,s
270,2,1,s
271,7,0,i
272,9,0,s
273,4,0,i
274,11,1,s
275,7,1,s
276,5,0,s
277,10,0,s
278,14,0,s
279,5,1,s
280,11,0,s
281,3,0,s
282,5,0,s
283,5,1,s
284,3,1,s
285,6,0,s
286,9,1,s
287,7,1,s
288,1,0,s
289,5,1,s
290,7,1,s
291,8,1,s
292,11,1,s
293,7,0,s
294,2,1,s
295,6,0,i
296,2,0,s
297,7,0,s
298,5,1,s
299,2,0,s
300,6,0,s
301,7,1,i
302,4,0,s
303,5,1,s
304,6,0,s
305,4,1,s
306,5,0,s
307,7,0,s
308,4,0,s
309,5,0,s
310,4,1,s
311,3,1,s
312,5,1,s
313,4,1,s
314,2,0,s
315,8,1,i
316,5,1,s
317,4,0,s
318,5,1,s
319,7,0,i
320,8,1,s
321,12,1,i
322,3,1,s
323,4,1,s
324,5,1,s
325,4,1,i
326,3,1,s
327,4,0,s
328,4,1,s
329,8,1,s
330,5,0,s
331,6,1,s
332,3,1,s
333,7,0,s
334,3,1,s
335,7,0,i
336,9,0,s
337,1,0,s
338,9,0,s
339,8,1,s
340,7,1,s
341,6,1,i
342,5,0,i
343,4,0,s
344,7,0,s
345,7,0,i
346,1,1,s
347,9,1,s
348,6,0,s
349,3,0,s
350,4,1,s
351,6,1,s
352,3,0,s
353,4,1,s
354,2,0,s
355,3,0,i
356,7,0,s
357,7,0,s
358,6,0,s
359,7,1,s
360,5,1,s
361,11,0,s
362,5,1,s
363,9,1,s
364,9,1,s
365,8,0,s
366,6,1,i
367,4,0,s
368,1,1,s
369,8,1,s
370,8,0,s
371,8,0,s
372,4,1,s
373,4,0,s
374,8,1,s
375,10,1,s
376,5,0,s
377,8,1,s
378,8,0,s
379,5,1,s
380,7,1,s
381,5,1,s
382,7,1,s
383,5,1,s
384,10,1,i
385,4,1,i
386,10,1,i
387,9,1,s
388,5,0,s
389,11,0,i
390,7,0,s
391,5,1,s
392,6,1,s
393,9,1,s
394,2,0,s
395,2,0,s
396,7,1,s
397,8,0,s
398,1,1,s
399,11,0,s
400,1,1,s
401,7,0,s
402,7,1,s
403,3,0,i
404,4,0,s
405,8,0,i
406,6,1,s
407,9,1,s
408,8,1,s
409,7,0,s
410,7,0,s
411,9,1,i
412,7,0,s
