id,degree,blk,testatus
1,4,0,s
2,3,0,s
3,0,1,s
4,7,1,s
5,7,0,s
6,7,1,s
7,12,1,s
8,4,0,s
9,4,1,s
10,6,0,s
11,1,1,s
12,1,1,s
13,4,0,s
14,2,0,i
15,1,0,s
16,1,0,s
17,6,1,s
18,2,0,s
19,6,1,s
20,5,1,s
21,6,0,s
22,4,1,s
23,3,0,s
24,3,1,s
25,4,1,s
26,3,1,s
27,1,1,s
28,7,0,s
29,5,1,s
30,6,0,s
31,0,0,s
32,4,0,s
33,4,1,s
34,8,0,s
35,3,1,s
36,3,1,s
37,3,0,s
38,5,0,i
39,2,0,i
40,6,0,s
41,5,0,s
42,6,0,s
43,10,0,s
44,8,1,s
45,4,1,s
46,7,1,s
47,2,0,s
48,4,0,s
49,4,1,s
50,4,0,s
51,4,0,s
52,5,0,s
53,4,0,s
54,5,1,s
55,6,1,s
56,4,0,s
57,3,0,s
58,2,1,s
59,1,0,s
60,6,1,s
61,7,0,s
62,2,0,s
63,1,0,s
64,4,1,s
65,5,0,i
66,2,1,s
67,3,0,s
68,4,0,s
69,5,1,s
70,7,1,s
71,2,0,s
72,4,0,s
73,1,0,s
74,5,1,s
75,1,1,s
76,7,0,s
77,3,0,s
78,5,0,s
79,7,1,s
80,4,0,s
81,4,0,s
82,5,1,s
83,7,0,s
84,6,0,s
85,6,1,s
86,1,1,s
87,5,0,s
88,4,1,s
89,3,0,s
90,5,0,s
91,4,0,s
92,4,0,s
93,3,0,s
94,6,1,s
95,5,0,s
96,5,0,s
97,8,1,s
98,1,1,s
99,4,0,s
100,4,1,s
101,4,1,s
102,2,0,s
103,4,1,s
104,4,0,s
105,3,1,s
106,5,1,s
107,7,1,s
108,4,1,s
109,4,1,s
110,2,1,s
111,6,0,s
112,6,1,s
113,3,1,s
114,3,1,s
115,4,0,s
116,4,1,s
117,2,1,s
118,2,0,s
119,3,1,s
120,2,1,s
121,7,0,s
122,4,0,s
123,3,1,s
124,8,1,s
125,10,1,s
126,0,0,s
127,5,0,s
128,6,0,i
129,4,1,s
130,0,1,s
131,7,1,s
132,4,1,i
133,7,0,s
134,3,1,s
135,1,0,s
136,5,1,s
137,8,1,s
138,2,1,s
139,7,1,s
140,1,0,s
141,4,0,s
142,6,1,s
143,3,0,i
144,2,0,s
145,7,1,s
146,3,0,s
147,6,1,s
148,7,0,s
