id,degree,blk,testatus
1,10,0,s
2,7,0,s
3,2,1,s
4,8,1,s
5,4,1,s
6,6,0,s
7,6,0,s
8,6,1,s
9,4,0,s
10,10,0,s
11,4,1,s
12,9,0,s
13,5,1,s
14,8,0,i
15,6,0,s
16,5,0,s
17,4,0,s
18,3,1,i
19,6,1,s
20,2,0,s
21,8,1,s
22,1,1,s
23,8,0,s
24,2,0,s
25,1,1,s
26,2,0,s
27,6,1,s
28,6,1,i
29,1,0,s
30,2,1,s
31,4,0,s
32,4,1,s
33,4,0,s
34,4,0,s
35,5,1,s
36,4,0,s
37,3,0,s
38,6,1,i
39,8,0,i
40,8,0,s
41,4,0,s
42,2,0,s
43,4,1,s
44,7,1,s
45,6,1,s
46,4,1,i
47,6,0,s
48,5,0,s
49,2,1,s
50,8,0,s
51,6,0,s
52,8,0,s
53,6,0,s
54,7,0,s
55,6,1,s
56,6,1,s
57,3,0,s
58,5,1,s
59,4,0,s
60,7,1,s
61,3,0,s
62,3,1,s
63,3,0,s
64,6,0,s
65,1,0,s
66,4,0,s
67,5,1,s
68,1,1,i
69,4,0,i
70,4,0,i
71,5,1,s
72,3,1,s
73,6,0,s
74,6,0,s
75,6,1,s
76,6,1,s
77,6,1,s
78,6,1,s
79,5,0,i
80,4,1,s
81,4,1,s
82,5,0,s
83,6,1,i
84,7,1,s
85,4,1,s
86,2,1,s
87,4,0,s
88,3,1,s
89,4,1,s
90,9,1,i
91,4,1,s
92,4,0,s
93,6,1,s
94,4,1,s
95,4,0,s
96,2,1,s
97,4,1,i
98,4,0,i
99,5,0,s
100,1,1,s
101,10,0,s
102,5,0,s
103,4,0,s
104,4,1,i
105,4,0,i
106,9,1,s
107,5,0,s
108,6,0,s
109,4,1,s
110,6,0,s
111,5,0,s
112,6,0,s
113,5,1,s
114,3,1,s
115,10,1,s
116,5,0,s
117,4,1,s
118,5,1,s
119,1,1,s
120,5,1,s
121,7,1,i
122,3,1,i
123,6,0,s
124,5,1,s
125,6,1,i
126,5,0,s
127,4,0,s
128,5,1,s
129,5,1,s
130,5,1,s
131,5,0,s
132,3,0,s
133,6,0,s
134,3,0,s
135,4,0,s
136,4,0,s
137,10,0,s
138,3,0,s
139,5,0,s
140,2,1,s
141,6,1,s
142,1,1,s
143,7,1,s
144,7,1,s
145,2,0,s
146,6,0,s
147,8,1,s
148,6,1,s
149,6,1,s
150,4,0,s
151,4,1,i
152,7,0,s
153,4,1,s
154,5,1,i
155,3,0,s
156,3,1,s
157,5,0,s
158,5,1,s
159,3,0,s
160,5,0,s
161,4,1,s
162,4,0,s
163,4,0,s
164,4,0,i
165,1,0,s
166,5,1,s
167,6,0,i
168,6,0,s
169,8,0,i
170,5,1,i
171,4,1,s
172,8,1,s
173,4,1,s
174,7,0,s
175,4,1,s
176,2,0,s
177,5,0,s
178,4,1,s
179,8,0,s
180,3,0,s
181,6,1,s
182,9,0,s
183,2,0,s
184,8,0,s
185,6,0,s
186,5,1,s
187,10,1,s
188,4,0,s
189,8,1,s
190,4,1,i
191,5,0,s
192,4,1,s
193,6,1,s
194,5,1,s
195,4,0,s
196,1,1,s
197,2,0,s
198,4,1,s
199,3,1,s
200,4,1,s
201,3,0,s
202,2,0,s
203,5,0,s
204,4,1,s
205,5,1,s
206,3,0,s
207,2,0,s
208,7,1,s
209,6,0,s
210,4,0,s
211,5,0,s
212,4,0,s
213,3,0,i
214,7,1,s
215,3,0,s
216,2,0,s
217,3,0,s
218,8,0,i
219,3,1,s
220,3,1,s
221,6,0,s
222,2,1,s
223,3,1,s
224,6,0,s
225,3,0,s
226,6,0,s
227,4,0,s
228,5,1,s
229,9,0,s
230,5,1,s
231,4,1,s
232,1,0,s
233,6,1,s
234,4,0,s
235,4,0,s
236,5,1,s
237,2,1,s
238,6,1,s
239,6,0,s
240,5,0,s
241,6,1,s
242,3,1,s
243,1,1,s
244,1,0,s
245,5,1,s
246,4,0,s
247,5,1,i
248,2,0,s
249,5,1,s
250,4,1,s
251,9,1,s
252,6,0,s
253,4,0,s
254,7,0,s
255,6,0,s
256,3,0,s
257,3,0,s
258,1,1,s
259,4,1,s
260,5,1,s
261,3,0,s
262,4,1,s
263,4,0,s
264,6,0,i
265,3,1,s
266,6,0,s
267,2,1,s
268,5,0,s
269,8,1,s
270,6,1,s
271,7,1,s
272,6,0,s
273,4,0,i
274,3,1,s
275,3,1,s
276,5,1,s
277,4,0,s
278,6,0,i
279,4,0,s
280,4,1,s
281,0,0,s
282,8,1,s
283,7,0,s
284,6,1,s
285,8,1,s
286,10,1,s
287,6,0,s
288,2,1,s
289,4,1,s
290,6,1,s
291,5,0,s
292,5,0,s
293,4,0,s
294,5,0,i
295,3,0,s
296,6,0,i
297,6,0,s
298,3,1,s
299,1,1,s
300,5,0,s
301,7,1,i
302,8,0,s
303,1,1,s
304,2,1,s
305,6,1,s
306,4,0,s
307,4,1,s
308,5,1,s
309,3,1,s
310,6,0,s
311,6,1,s
312,4,0,s
313,3,0,s
314,5,1,s
315,7,0,i
316,9,1,s
317,6,0,s
318,6,0,s
319,6,1,s
320,6,0,s
321,6,0,i
322,2,0,s
323,8,0,s
324,8,1,s
325,3,1,s
326,8,0,s
327,3,1,s
328,4,1,s
329,2,1,s
330,6,0,s
331,3,0,s
332,2,1,s
333,7,0,s
334,5,0,s
335,8,1,s
336,5,0,s
337,6,0,s
