"","sim_i","t","out","in"
"1",1,1,783,1
"2",1,1,2463,1
"3",1,1,289,2
"4",1,1,1337,2
"5",1,1,2675,2
"6",1,1,2755,2
"7",1,1,2814,2
"8",1,1,2292,3
"9",1,1,2490,3
"10",1,1,576,4
"11",1,1,1246,4
"12",1,1,2751,4
"13",1,1,2853,4
"14",1,1,2941,4
"15",1,1,314,5
"16",1,1,1597,5
"17",1,1,1956,5
"18",1,1,2365,5
"19",1,1,1547,6
"20",1,1,2148,6
"21",1,1,2728,6
"22",1,1,429,7
"23",1,1,1483,7
"24",1,1,1538,7
"25",1,1,2582,7
"26",1,1,2678,7
"27",1,1,353,8
"28",1,1,491,8
"29",1,1,1349,8
"30",1,1,1475,8
"31",1,1,1732,8
"32",1,1,2478,8
"33",1,1,470,9
"34",1,1,758,9
"35",1,1,1458,9
"36",1,1,1646,9
"37",1,1,1975,9
"38",1,1,2503,9
"39",1,1,1155,10
"40",1,1,1232,10
"41",1,1,1949,10
"42",1,1,2821,10
"43",1,1,655,11
"44",1,1,1107,11
"45",1,1,1397,11
"46",1,1,1462,11
"47",1,1,1982,11
"48",1,1,28,12
"49",1,1,818,12
"50",1,1,1208,12
"51",1,1,1548,12
"52",1,1,1557,12
"53",1,1,2108,12
"54",1,1,2285,12
"55",1,1,2945,12
"56",1,1,65,13
"57",1,1,129,13
"58",1,1,230,13
"59",1,1,840,13
"60",1,1,1215,13
"61",1,1,1418,13
"62",1,1,1632,13
"63",1,1,1735,13
"64",1,1,2312,13
"65",1,1,2765,13
"66",1,1,2844,13
"67",1,1,42,14
"68",1,1,603,14
"69",1,1,1139,14
"70",1,1,1796,14
"71",1,1,1813,14
"72",1,1,1929,14
"73",1,1,2257,14
"74",1,1,2566,14
"75",1,1,2706,14
"76",1,1,874,15
"77",1,1,1547,15
"78",1,1,1811,15
"79",1,1,2859,15
"80",1,1,1590,16
"81",1,1,1934,16
"82",1,1,102,17
"83",1,1,719,17
"84",1,1,1686,17
"85",1,1,2948,17
"86",1,1,353,18
"87",1,1,529,18
"88",1,1,774,18
"89",1,1,777,18
"90",1,1,2221,18
"91",1,1,651,19
"92",1,1,936,19
"93",1,1,1227,19
"94",1,1,2221,19
"95",1,1,159,20
"96",1,1,857,21
"97",1,1,1047,21
"98",1,1,1241,21
"99",1,1,1851,21
"100",1,1,1865,21
"101",1,1,2702,21
"102",1,1,809,22
"103",1,1,2668,22
"104",1,1,813,24
"105",1,1,1265,24
"106",1,1,1513,24
"107",1,1,2044,24
"108",1,1,515,25
"109",1,1,1740,25
"110",1,1,2106,25
"111",1,1,2483,25
"112",1,1,2604,25
"113",1,1,581,26
"114",1,1,846,26
"115",1,1,957,26
"116",1,1,2211,26
"117",1,1,2287,26
"118",1,1,812,27
"119",1,1,855,27
"120",1,1,1360,27
"121",1,1,1594,27
"122",1,1,1845,27
"123",1,1,1968,27
"124",1,1,2364,27
"125",1,1,2844,27
"126",1,1,368,28
"127",1,1,488,28
"128",1,1,687,28
"129",1,1,1021,28
"130",1,1,1806,28
"131",1,1,2751,28
"132",1,1,507,29
"133",1,1,656,29
"134",1,1,869,29
"135",1,1,2917,29
"136",1,1,404,30
"137",1,1,2686,30
