id,degree,blk,testatus
1,6,1,i
2,2,0,s
3,6,1,i
4,3,1,i
5,2,0,s
6,5,1,s
7,5,1,s
8,2,0,s
9,5,1,s
10,4,1,s
11,3,1,s
12,5,0,s
13,1,1,s
14,10,0,i
15,7,0,i
16,1,0,s
17,4,0,s
18,4,0,i
19,6,0,s
20,8,0,s
21,8,1,s
22,6,0,s
23,6,1,s
24,8,0,s
25,5,0,s
26,6,0,s
27,4,1,s
28,6,1,s
29,5,1,s
30,3,1,s
31,3,0,s
32,3,0,s
33,7,0,s
34,5,1,s
35,4,0,s
36,6,1,s
37,6,1,s
38,5,0,s
39,1,0,s
40,1,1,i
41,1,0,s
42,8,0,s
43,5,1,s
44,3,0,s
45,5,0,s
46,6,1,s
47,3,0,i
48,3,0,i
49,3,0,s
50,5,0,i
51,1,1,i
52,8,0,s
53,7,0,s
54,3,0,s
55,6,1,s
56,7,0,s
57,3,0,i
58,6,0,s
59,1,1,i
60,7,1,s
61,4,0,s
62,3,0,s
63,7,1,s
64,6,1,s
65,2,0,s
66,4,0,s
67,2,0,s
68,3,1,i
69,4,1,s
70,4,0,s
71,8,1,s
72,8,1,s
73,7,0,i
74,5,1,s
75,6,1,s
76,8,1,s
77,4,0,i
78,4,0,s
79,3,0,s
80,3,1,s
81,1,1,s
82,6,0,s
83,6,1,s
84,6,0,s
85,4,0,s
86,4,0,s
87,3,0,i
88,2,0,s
89,5,0,s
90,4,1,s
91,4,1,s
92,2,0,i
93,5,0,s
94,6,0,s
95,5,0,i
96,3,1,s
97,3,0,s
98,1,0,s
99,1,0,s
100,5,0,s
101,5,0,s
102,3,1,s
103,6,0,i
104,5,1,s
105,3,1,s
106,7,1,s
107,3,1,s
108,6,1,s
109,7,1,i
110,6,1,s
111,5,0,s
112,2,1,s
113,2,0,s
114,3,1,s
115,4,1,s
116,9,0,s
117,3,0,s
118,4,1,s
119,4,1,i
120,5,0,s
121,4,0,s
122,8,1,s
123,6,1,s
124,8,0,s
125,2,0,s
126,2,1,s
127,6,1,s
128,4,0,s
129,1,1,s
130,5,0,s
131,4,1,s
132,6,1,s
133,6,0,s
134,6,1,s
135,5,0,s
136,3,0,s
137,4,1,s
138,5,0,i
139,2,1,s
140,8,0,s
141,5,1,i
142,7,1,s
143,8,1,s
144,7,1,s
145,4,1,i
146,5,0,s
147,6,1,s
148,6,1,s
149,4,0,i
150,6,0,s
151,7,1,s
152,8,0,s
153,5,0,s
154,2,0,s
155,3,0,s
156,5,0,s
157,5,1,s
158,6,1,s
159,6,0,s
160,2,0,i
161,6,1,s
162,4,0,s
163,4,1,i
164,3,1,s
165,3,0,s
166,6,1,s
167,4,0,s
168,8,0,s
169,4,0,s
170,2,1,s
171,4,1,i
172,7,0,s
173,6,0,s
174,6,0,s
175,7,1,s
176,5,1,s
177,10,0,s
178,5,0,i
179,8,1,i
180,5,1,s
181,7,1,s
182,4,0,s
183,4,1,s
184,6,0,i
185,4,0,s
186,2,1,i
