id,degree,blk,testatus
1,4,0,i
2,5,1,i
3,5,1,s
4,4,1,s
5,6,1,s
6,2,1,s
7,6,1,s
8,4,0,s
9,2,1,s
10,3,1,s
11,5,0,s
12,6,0,s
13,2,1,s
14,4,0,s
15,9,0,s
16,8,0,s
17,3,1,s
18,6,1,s
19,3,0,s
20,8,0,s
21,2,1,s
22,2,0,s
23,4,1,s
24,4,0,s
25,4,1,s
26,3,1,s
27,2,0,s
28,8,0,s
29,2,1,s
30,6,0,s
31,3,1,i
32,2,0,s
33,3,1,s
34,6,1,s
35,5,0,s
36,5,0,s
37,5,1,s
38,3,0,s
39,4,1,s
40,1,1,s
41,7,1,i
42,10,1,i
43,6,0,s
44,6,1,s
45,3,0,s
46,5,0,s
47,6,1,s
48,7,1,s
49,5,0,s
50,3,0,s
51,4,1,s
52,5,1,s
53,6,1,i
54,0,0,s
55,11,0,i
56,3,0,s
57,2,0,s
58,8,0,s
59,3,1,s
60,9,0,s
61,2,1,s
62,2,1,s
63,4,1,s
64,3,1,s
65,4,1,i
66,9,0,s
67,2,0,s
68,1,0,s
69,6,0,s
70,5,0,s
71,4,1,s
72,5,0,s
73,6,0,s
74,8,1,s
75,5,0,s
76,4,0,s
77,6,0,s
78,6,1,s
79,2,0,i
80,2,0,s
81,5,0,i
82,9,0,i
83,3,0,i
84,3,1,s
85,4,1,s
86,4,1,s
87,4,1,s
88,3,0,s
89,4,0,s
90,3,1,s
91,5,1,s
92,6,1,i
93,6,1,s
94,3,1,s
95,3,0,i
96,2,1,s
97,2,0,i
98,5,1,s
99,3,0,s
100,4,1,i
101,3,0,s
102,6,0,s
103,4,0,s
104,4,1,i
105,2,1,s
106,7,0,s
107,4,1,i
108,2,1,s
109,8,0,i
110,2,0,s
111,6,0,i
112,4,1,s
113,4,1,s
114,6,1,i
115,10,0,i
116,5,1,i
117,6,0,i
118,5,1,s
119,3,1,i
120,4,0,s
121,4,0,s
122,4,1,s
123,4,1,i
124,6,0,i
125,4,1,s
126,4,1,s
127,7,0,i
128,6,1,s
129,4,1,s
130,5,0,s
131,4,1,s
132,5,1,i
133,5,1,i
134,5,1,s
135,6,0,s
136,5,0,i
137,4,1,i
138,3,0,s
139,6,1,s
140,3,1,s
141,3,1,s
142,6,0,s
143,5,0,s
144,4,1,s
145,4,1,s
146,2,0,s
147,6,1,s
148,5,1,s
149,6,1,s
150,4,1,i
151,3,1,s
152,9,0,s
153,6,0,s
154,1,0,s
155,6,1,s
156,4,1,s
157,6,0,s
158,4,1,s
159,4,0,s
160,10,0,i
161,4,0,s
162,2,0,s
163,2,1,s
164,8,1,s
165,4,0,i
166,8,0,i
167,2,1,s
168,5,0,s
169,5,1,s
170,5,0,s
171,3,0,s
172,3,0,s
173,7,1,i
174,2,0,s
175,6,1,s
176,8,1,s
177,2,0,s
178,4,0,s
179,3,1,s
180,1,1,s
181,7,1,s
182,4,0,s
183,2,0,s
184,3,0,s
185,6,1,s
186,2,0,s
187,3,0,s
188,5,0,s
189,3,0,s
190,10,1,i
191,7,0,i
192,3,0,s
193,2,0,s
194,8,1,i
195,7,1,s
196,3,0,s
197,4,1,s
198,1,1,s
199,9,1,s
200,7,0,i
201,5,0,i
202,3,0,s
203,7,1,s
204,3,1,s
205,6,1,i
206,2,0,s
207,2,1,i
208,8,0,s
209,6,1,s
210,5,0,s
211,5,1,s
212,0,0,s
213,3,1,s
214,7,0,s
