id,degree,blk,testatus
1,10,1,i
2,5,0,i
3,9,0,i
4,9,0,i
5,6,1,i
6,8,1,i
7,3,0,i
8,6,0,i
9,11,1,i
10,8,1,i
11,4,0,i
12,6,1,i
13,8,0,i
14,5,1,i
15,6,0,i
16,3,0,i
17,3,1,i
18,7,0,i
19,5,1,i
20,8,1,i
21,3,1,i
22,4,1,i
23,6,0,i
24,5,0,i
25,7,1,i
26,12,0,i
27,9,1,i
28,11,0,i
29,10,1,i
30,2,0,s
31,9,0,i
32,6,1,i
33,5,0,i
34,11,0,i
35,8,1,i
36,7,1,i
37,6,0,i
38,9,0,i
39,3,0,i
40,2,1,s
41,7,1,i
42,11,0,i
43,5,1,i
44,5,1,i
45,6,0,i
46,9,0,i
47,4,1,i
48,5,0,i
49,7,1,i
50,8,0,i
51,5,1,i
52,8,1,i
53,7,1,i
54,7,1,i
55,7,0,i
56,11,1,i
57,6,1,i
58,9,0,i
59,12,1,i
60,3,0,i
61,8,0,i
62,4,1,i
63,10,0,i
64,10,0,i
65,4,0,s
66,2,1,i
67,10,0,i
68,9,0,i
69,6,1,i
70,7,1,i
71,7,0,i
72,9,1,i
73,10,1,i
74,5,1,i
75,1,0,i
76,8,1,i
77,8,1,i
78,6,1,i
79,3,1,i
80,10,0,i
81,4,1,i
82,3,1,i
83,7,0,i
84,8,0,i
85,7,1,i
86,4,1,i
87,5,1,i
88,4,0,i
89,8,0,i
90,8,1,i
91,9,1,i
92,2,0,i
93,9,1,i
94,9,1,i
95,7,1,i
96,7,0,i
97,9,1,i
98,2,0,i
99,8,0,i
100,8,1,i
101,10,0,i
102,2,0,i
103,4,0,i
104,11,1,i
105,6,0,i
106,6,0,i
107,8,1,i
108,9,0,i
109,5,1,i
110,5,1,i
111,11,0,i
112,7,0,i
113,2,1,i
114,6,0,i
115,2,0,i
116,4,1,s
117,8,0,i
118,5,1,i
119,13,0,i
120,4,0,i
121,7,1,i
122,8,0,i
123,7,1,i
124,15,1,i
125,9,1,i
126,11,0,i
127,4,0,s
128,12,0,i
129,4,0,i
130,8,1,i
131,5,0,i
132,5,0,i
133,7,0,i
134,8,1,i
135,2,1,s
136,3,1,i
137,8,0,i
138,5,0,i
139,8,0,i
140,11,0,i
141,7,1,i
142,6,1,i
143,6,1,i
144,6,1,i
145,2,1,i
146,6,0,i
147,7,0,i
148,5,0,i
149,9,1,i
150,6,1,i
151,2,0,i
152,8,0,i
153,8,1,i
154,9,0,i
155,4,1,s
156,1,1,i
157,4,0,i
158,9,1,i
159,10,0,i
160,4,1,i
161,7,0,i
162,7,1,i
163,8,1,i
164,6,0,i
165,3,0,s
166,6,0,i
167,5,1,i
168,6,0,i
169,7,0,i
170,6,1,i
171,4,0,i
172,7,1,i
173,7,0,i
174,2,1,s
175,7,0,i
176,7,1,i
177,11,0,i
178,2,0,i
179,8,0,i
180,8,1,i
181,6,0,i
182,4,1,i
183,10,0,i
184,4,1,s
185,9,0,i
186,7,1,i
187,4,0,i
188,7,1,i
189,2,1,i
190,2,1,i
191,6,0,i
192,8,1,i
193,2,0,i
194,5,1,i
195,7,0,i
196,9,0,i
197,5,0,i
198,8,1,i
199,5,0,i
200,4,0,i
201,6,0,i
202,8,0,i
203,7,1,i
204,4,0,i
205,8,0,i
206,8,1,i
207,7,0,i
208,5,0,i
209,6,1,i
210,7,0,i
211,6,1,i
212,3,0,i
213,10,1,i
214,7,1,i
215,4,1,i
216,11,0,i
217,7,1,i
218,11,1,i
219,6,1,i
220,8,1,i
221,6,0,i
222,5,0,i
223,4,1,i
224,9,1,i
225,6,0,i
226,4,1,i
227,9,0,i
228,5,0,i
229,6,0,i
230,8,0,i
231,9,0,i
232,4,1,i
233,8,1,i
234,7,0,i
235,5,0,i
236,8,1,i
237,4,0,i
238,5,0,i
239,6,1,i
240,4,0,i
241,9,1,i
242,7,1,i
243,9,0,i
244,5,0,i
245,3,1,i
246,6,0,i
247,9,1,i
248,7,1,i
249,5,1,i
250,5,0,i
251,9,1,i
252,12,1,i
253,10,1,i
254,5,1,i
255,6,0,i
256,3,1,i
257,8,0,i
258,3,0,i
259,3,0,i
260,1,0,i
261,12,0,i
262,3,1,i
263,9,0,i
264,12,1,i
265,10,0,i
266,6,0,i
267,3,0,i
268,10,1,i
269,3,0,i
270,8,1,i
271,8,0,i
272,5,1,i
273,7,1,i
274,4,1,i
275,6,1,i
276,3,0,i
277,3,1,i
278,8,0,i
279,8,1,i
280,8,0,i
281,5,1,i
282,4,1,i
283,6,1,i
284,6,0,i
285,8,1,i
286,2,1,i
287,8,1,i
288,11,1,i
289,4,0,i
290,8,0,i
291,11,0,i
