"","sim_i","t","out","in"
"1",1,1,523,1
"2",1,1,662,1
"3",1,1,1606,1
"4",1,1,1639,1
"5",1,1,745,2
"6",1,1,203,3
"7",1,1,659,3
"8",1,1,1232,3
"9",1,1,1513,3
"10",1,1,208,4
"11",1,1,1477,4
"12",1,1,1961,4
"13",1,1,639,5
"14",1,1,682,5
"15",1,1,766,5
"16",1,1,1346,5
"17",1,1,1529,5
"18",1,1,1652,5
"19",1,1,1731,5
"20",1,1,1799,5
"21",1,1,84,6
"22",1,1,479,6
"23",1,1,833,6
"24",1,1,1124,6
"25",1,1,1449,6
"26",1,1,539,7
"27",1,1,1008,7
"28",1,1,1276,7
"29",1,1,223,8
"30",1,1,420,8
"31",1,1,529,8
"32",1,1,606,8
"33",1,1,1101,8
"34",1,1,1270,8
"35",1,1,1706,8
"36",1,1,1931,8
"37",1,1,237,9
"38",1,1,861,9
"39",1,1,923,9
"40",1,1,1486,9
"41",1,1,1660,9
"42",1,1,227,10
"43",1,1,276,10
"44",1,1,287,10
"45",1,1,499,10
"46",1,1,833,10
"47",1,1,1433,10
"48",1,1,1449,10
"49",1,1,650,11
"50",1,1,1631,11
"51",1,1,1705,11
"52",1,1,221,12
"53",1,1,596,12
"54",1,1,1258,12
"55",1,1,1460,12
"56",1,1,1468,12
"57",1,1,1662,12
"58",1,1,1671,12
"59",1,1,281,13
"60",1,1,282,13
"61",1,1,384,13
"62",1,1,871,13
"63",1,1,1133,13
"64",1,1,1417,13
"65",1,1,1562,13
"66",1,1,1898,13
"67",1,1,73,14
"68",1,1,81,14
"69",1,1,248,14
"70",1,1,570,14
"71",1,1,865,14
"72",1,1,1145,14
"73",1,1,1729,14
"74",1,1,1847,14
"75",1,1,54,15
"76",1,1,78,15
"77",1,1,333,15
"78",1,1,368,15
"79",1,1,506,15
"80",1,1,745,15
"81",1,1,760,15
"82",1,1,997,15
"83",1,1,1036,15
"84",1,1,1299,15
"85",1,1,497,16
"86",1,1,637,16
"87",1,1,1090,16
"88",1,1,1222,16
"89",1,1,1503,16
"90",1,1,1556,16
"91",1,1,1767,16
"92",1,1,203,17
"93",1,1,1176,17
"94",1,1,1714,17
"95",1,1,1935,17
"96",1,1,1358,18
"97",1,1,1755,18
"98",1,1,76,19
"99",1,1,1018,19
"100",1,1,22,20
"101",1,1,632,20
"102",1,1,887,20
"103",1,1,891,20
"104",1,1,1664,20
"105",1,1,177,21
"106",1,1,322,21
"107",1,1,720,21
"108",1,1,907,21
"109",1,1,1446,21
"110",1,1,1681,21
"111",1,1,1687,21
"112",1,1,1869,21
"113",1,1,145,22
"114",1,1,651,22
"115",1,1,844,22
"116",1,1,1100,22
