id,degree,blk,testatus
1,3,0,s
2,4,1,i
3,4,0,s
4,11,1,i
5,2,0,s
6,6,0,s
7,1,0,s
8,8,1,i
9,4,1,s
10,6,0,s
11,7,1,s
12,9,0,s
13,5,0,s
14,8,0,s
15,3,0,i
16,4,0,s
17,5,1,s
18,7,0,i
19,3,1,s
20,3,0,s
21,8,0,s
22,3,0,s
23,4,0,s
24,2,1,s
25,4,1,s
26,9,1,s
27,7,1,s
28,6,0,s
29,8,0,s
30,9,0,s
31,5,1,s
32,9,0,s
33,9,0,s
34,5,0,s
35,3,0,s
36,2,1,s
37,5,0,s
38,4,0,i
39,7,1,s
40,6,1,s
41,3,0,s
42,7,0,s
43,9,0,s
44,8,1,s
45,2,0,s
46,4,1,s
47,5,1,s
48,5,1,s
49,3,0,s
50,3,1,s
51,8,1,s
52,7,0,s
53,2,0,s
54,4,0,s
55,7,1,s
56,4,0,s
57,2,1,s
58,6,1,s
59,4,0,s
60,4,0,s
61,6,1,s
62,6,1,i
63,2,1,s
64,7,1,s
65,6,0,s
66,5,0,i
67,4,1,i
68,2,1,s
69,10,1,s
70,7,0,i
71,2,0,s
72,4,0,s
73,3,1,s
74,5,1,i
75,3,1,s
76,5,0,s
77,5,0,s
78,7,1,s
79,13,0,s
80,6,0,i
81,2,0,i
82,5,1,i
83,7,1,i
84,7,0,i
85,5,1,i
86,6,1,s
87,10,0,s
88,7,1,s
89,9,1,s
90,0,0,s
91,7,0,i
92,8,1,s
93,8,0,s
94,5,0,i
95,6,0,s
96,4,0,s
97,7,1,s
98,5,0,s
99,7,1,i
100,7,0,s
101,3,1,s
102,7,1,i
103,6,1,i
104,7,0,s
105,5,1,s
106,3,0,s
107,3,0,s
108,5,0,s
109,7,0,s
110,6,0,s
111,8,1,i
112,6,0,s
113,4,0,i
114,5,0,s
115,4,1,s
116,6,1,s
117,4,1,s
118,10,0,i
119,4,1,s
120,13,0,s
121,8,1,s
122,5,0,i
123,4,1,i
124,7,1,s
125,7,0,s
126,6,1,s
127,6,1,s
128,8,0,s
129,5,1,i
130,0,1,s
131,6,0,s
132,3,0,s
133,8,1,s
134,6,1,s
135,4,1,s
136,6,1,s
137,9,0,s
138,6,0,s
139,10,0,s
140,7,1,s
141,4,1,i
142,3,0,s
143,3,1,s
144,7,1,s
145,7,0,s
146,4,0,s
147,8,0,s
148,10,1,s
149,6,0,s
150,6,1,s
151,7,0,s
152,8,0,s
153,6,1,s
154,3,0,s
155,7,0,s
156,7,1,s
157,4,1,s
158,2,1,s
159,6,0,s
160,3,1,s
161,4,0,s
162,8,0,s
163,4,1,i
164,6,1,s
165,2,0,i
166,11,0,s
167,3,0,s
168,4,1,s
169,13,0,s
170,2,1,s
171,4,0,i
172,8,1,s
173,1,1,s
174,5,0,s
175,9,0,s
176,8,0,s
177,15,1,i
178,7,1,s
179,5,0,s
180,5,1,s
181,7,0,s
182,6,0,s
183,4,1,i
184,4,0,i
185,7,1,i
186,10,1,s
187,8,1,s
188,7,0,s
189,6,1,s
190,7,1,s
191,10,1,s
192,5,0,s
193,7,1,s
194,6,1,s
195,8,0,s
196,10,0,s
197,10,1,s
198,6,0,s
199,3,0,s
200,6,0,s
201,1,0,s
202,3,0,s
203,4,1,s
204,5,1,s
205,8,1,s
206,7,1,s
207,4,0,s
208,5,0,i
209,11,1,s
210,5,0,i
211,7,1,i
212,9,0,s
213,12,0,s
214,2,1,s
215,2,0,s
216,9,1,s
217,3,1,s
218,8,1,s
219,5,0,s
220,8,0,s
221,6,0,s
222,8,0,s
223,6,0,s
224,3,0,i
225,3,0,s
226,7,0,s
227,5,0,i
228,5,1,s
229,7,1,i
230,5,0,i
231,2,1,s
232,6,0,s
233,8,0,i
234,9,1,s
235,5,0,s
236,6,0,s
237,11,1,s
238,7,0,s
239,8,0,s
240,4,1,s
241,5,1,s
242,3,1,s
243,8,0,i
244,4,1,s
