id,degree,blk,testatus
1,6,0,s
2,4,1,s
3,7,0,s
4,4,0,s
5,2,1,i
6,3,1,s
7,12,0,s
8,6,0,s
9,3,1,s
10,3,1,s
11,6,1,s
12,2,0,s
13,4,1,s
14,2,0,s
15,1,1,s
16,9,1,s
17,4,0,s
18,1,1,i
19,5,1,s
20,6,0,s
21,1,0,s
22,4,0,s
23,2,0,s
24,4,0,s
25,7,0,s
26,3,0,s
27,2,0,s
28,6,1,i
29,9,1,s
30,5,1,s
31,2,0,s
32,5,0,s
33,4,0,s
34,5,1,s
35,1,1,s
36,7,0,s
37,3,1,s
38,4,0,s
39,6,0,s
40,3,1,s
41,3,1,s
42,4,1,s
43,1,0,s
44,4,1,s
45,6,1,s
46,8,1,s
47,3,1,s
48,6,0,s
49,6,1,s
50,5,1,i
51,4,0,s
52,7,1,s
53,3,1,s
54,1,0,s
55,5,1,s
56,6,1,s
57,4,0,s
58,3,1,s
59,6,1,s
60,6,0,s
61,3,0,s
62,9,0,s
63,4,1,s
64,8,0,s
65,13,1,s
66,5,1,i
67,5,1,s
68,3,1,s
69,4,0,s
70,3,1,s
71,6,0,s
72,3,0,i
73,4,0,s
74,7,0,s
75,5,0,s
76,7,0,s
77,5,0,s
78,7,1,s
79,7,1,i
80,3,0,s
81,6,1,s
82,7,0,s
83,6,0,s
84,1,1,s
85,1,0,s
86,7,0,s
87,8,1,s
88,2,0,s
89,6,0,s
90,6,0,s
91,4,0,s
92,0,0,s
93,4,1,i
94,4,0,s
95,3,0,s
96,5,0,s
97,6,0,s
98,4,0,s
99,5,0,s
100,2,0,s
101,2,0,s
102,2,1,s
103,8,1,s
104,3,1,s
105,4,0,s
106,4,1,i
107,4,1,s
108,4,1,s
109,5,0,s
110,3,0,s
111,2,1,s
112,4,1,s
113,3,1,s
114,5,0,s
115,6,0,s
116,5,0,s
117,3,0,s
118,9,0,s
119,5,0,s
120,4,1,s
121,3,1,i
122,3,1,s
123,4,1,s
124,5,1,s
125,5,0,s
126,4,0,s
127,3,1,s
128,4,0,s
129,5,0,s
130,5,1,s
131,4,0,s
132,6,0,s
133,6,0,s
134,2,1,s
135,4,0,s
136,1,0,s
137,10,1,s
138,4,0,s
139,5,0,s
140,5,1,s
141,6,0,s
142,4,0,s
143,4,0,s
144,2,0,s
145,3,0,s
146,4,1,s
147,4,1,s
148,5,1,s
149,3,0,s
150,7,1,s
151,6,1,s
152,8,1,s
153,6,0,s
154,4,1,i
155,1,0,s
156,3,1,s
157,4,0,s
158,6,0,s
159,2,0,s
160,5,0,s
161,5,1,s
162,3,1,s
163,6,1,i
164,4,0,s
165,7,1,s
166,7,0,i
167,3,0,i
168,4,1,s
169,3,0,i
170,4,0,s
171,4,1,s
172,3,0,s
173,3,0,s
174,6,1,s
175,2,1,s
176,5,0,s
177,8,1,s
178,4,1,i
179,5,1,s
180,11,1,s
181,8,0,i
182,6,0,s
183,6,0,i
184,5,1,s
185,5,1,s
186,1,0,s
187,7,0,s
188,6,0,s
189,7,0,s
190,9,0,s
191,4,0,s
192,1,1,s
