"","sampleNo","pop","testatus_i_rdsIest","testatus_s_rdsIest","testatus_i_rdsIIest","testatus_s_rdsIIest","testatus_i_rdsIse","testatus_s_rdsIse","testatus_i_rdsIIse","testatus_s_rdsIIse","testatus_i_true","testatus_s_true","blk_0_rdsIest","blk_1_rdsIest","blk_0_rdsIIest","blk_1_rdsIIest","blk_0_rdsIse","blk_1_rdsIse","blk_0_rdsIIse","blk_1_rdsIIse","blk_0_true","blk_1_true"
"835",34,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0697983098546189,0.930201690145381,0.0805772830519737,0.919422716948026,0.0126066328877816,0.0126066328877816,0.0255979141066796,0.0255979141066796,0.0883333333333333,0.911666666666667,0.6474006909684,0.3525993090316,0.74306571958428,0.25693428041572,0.040403060727795,0.040403060727795,0.0435479323074205,0.0435479323074205,0.504333333333333,0.495666666666667
"836",35,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.108177886992189,0.891822113007811,0.111955327274326,0.888044672725674,0.0157172923714823,0.0157172923714823,0.0196422177839519,0.0196422177839519,0.0883333333333333,0.911666666666667,0.59980576587148,0.40019423412852,0.65126919244586,0.34873080755414,0.0381415074834909,0.038141507483491,0.0487979438824856,0.0487979438824856,0.504333333333333,0.495666666666667
"837",36,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0780545717817659,0.921945428218234,0.081980813472438,0.918019186527562,0.0136710961600971,0.0136710961600971,0.0202566592607008,0.0202566592607008,0.0883333333333333,0.911666666666667,0.436418508303053,0.563581491696947,0.351224661366982,0.648775338633018,0.0415580078633395,0.0415580078633395,0.0582477736865598,0.0582477736865598,0.504333333333333,0.495666666666667
"838",37,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0911317963506255,0.908868203649374,0.0895995479599793,0.910400452040021,0.0164751353166197,0.0164751353166197,0.0198393785013376,0.0198393785013377,0.0883333333333333,0.911666666666667,0.48853323499952,0.51146676500048,0.480020863385573,0.519979136614427,0.0341951733575332,0.0341951733575332,0.0561406815557567,0.0561406815557567,0.504333333333333,0.495666666666667
"839",38,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0741688968883487,0.925831103111651,0.073830192098852,0.926169807901148,0.0143420691820832,0.0143420691820832,0.0127298907627634,0.0127298907627634,0.0883333333333333,0.911666666666667,0.59393115134393,0.40606884865607,0.586403370704995,0.413596629295005,0.0329664842045601,0.0329664842045601,0.0486229537257077,0.0486229537257077,0.504333333333333,0.495666666666667
"840",39,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0921304605332333,0.907869539466767,0.0892096913427565,0.910790308657244,0.0135987708999905,0.0135987708999905,0.0179418610310382,0.0179418610310382,0.0883333333333333,0.911666666666667,0.492697342398905,0.507302657601095,0.478597547624859,0.521402452375141,0.0346540166623082,0.0346540166623082,0.068104687678779,0.068104687678779,0.504333333333333,0.495666666666667
"841",40,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0881991757496259,0.911800824250374,0.0842765851836085,0.915723414816391,0.0162316848471418,0.0162316848471418,0.0192092098010278,0.0192092098010278,0.0883333333333333,0.911666666666667,0.43827398086767,0.56172601913233,0.548469155051064,0.451530844948936,0.0367960579908096,0.0367960579908096,0.0582881098138648,0.0582881098138648,0.504333333333333,0.495666666666667
"842",41,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.154227653572367,0.845772346427633,0.13250605319772,0.86749394680228,0.0254613401921591,0.0254613401921591,0.0242090836615626,0.0242090836615626,0.0883333333333333,0.911666666666667,0.562392839993482,0.437607160006518,0.414526970326127,0.585473029673873,0.0474701766980118,0.0474701766980118,0.0690683278665613,0.0690683278665613,0.504333333333333,0.495666666666667
"843",42,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0713336880635398,0.92866631193646,0.0822955004870136,0.917704499512986,0.0128503890796076,0.0128503890796076,0.0176136351236833,0.0176136351236833,0.0883333333333333,0.911666666666667,0.529282986013812,0.470717013986188,0.620896161078006,0.379103838921994,0.0417917938699011,0.0417917938699012,0.0583325965139008,0.0583325965139008,0.504333333333333,0.495666666666667
"844",43,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.115619401916798,0.884380598083202,0.110790453196519,0.889209546803481,0.0160611595668783,0.0160611595668783,0.0183622552794769,0.0183622552794769,0.0883333333333333,0.911666666666667,0.445495017141503,0.554504982858497,0.405053820230371,0.594946179769629,0.0347368704752589,0.0347368704752589,0.046685500534837,0.0466855005348369,0.504333333333333,0.495666666666667
"845",44,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0697465690487604,0.93025343095124,0.0675053136699855,0.932494686330015,0.014782500671248,0.014782500671248,0.0177017924797176,0.0177017924797176,0.0883333333333333,0.911666666666667,0.535407145882569,0.464592854117431,0.728563910346624,0.271436089653376,0.0636241737548277,0.0636241737548277,0.0436542458767838,0.0436542458767838,0.504333333333333,0.495666666666667
"846",45,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.085767142229806,0.914232857770194,0.0860085443189879,0.913991455681012,0.0175050589417391,0.0175050589417391,0.0238779166269523,0.0238779166269523,0.0883333333333333,0.911666666666667,0.581124365593507,0.418875634406493,0.509510221714944,0.490489778285056,0.036564083527612,0.0365640835276119,0.0520115861365116,0.0520115861365116,0.504333333333333,0.495666666666667
"847",46,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.101452754784165,0.898547245215835,0.106019604104575,0.893980395895425,0.0165270636313601,0.0165270636313601,0.0225311801557867,0.0225311801557867,0.0883333333333333,0.911666666666667,0.354960856303469,0.645039143696531,0.288279127125627,0.711720872874373,0.038735774109196,0.0387357741091961,0.0745785865880568,0.0745785865880568,0.504333333333333,0.495666666666667
"848",47,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0656498083454698,0.93435019165453,0.0694059034778925,0.930594096522107,0.0136419990705168,0.0136419990705167,0.0164026397288894,0.0164026397288894,0.0883333333333333,0.911666666666667,0.492061408718141,0.507938591281859,0.475782963894601,0.524217036105399,0.0336968119288992,0.0336968119288992,0.0514812902068341,0.0514812902068341,0.504333333333333,0.495666666666667
"849",48,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.137128828091432,0.862871171908568,0.116116083179784,0.883883916820216,0.0305077689823059,0.0305077689823059,0.025747191186102,0.025747191186102,0.0883333333333333,0.911666666666667,0.453184246604675,0.546815753395325,0.644369132227779,0.355630867772221,0.0780275988751202,0.0780275988751202,0.0926262200454996,0.0926262200454996,0.504333333333333,0.495666666666667
"850",49,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0895652276814014,0.910434772318599,0.0897693353185924,0.910230664681408,0.0154987310445848,0.0154987310445848,0.019091735986656,0.019091735986656,0.0883333333333333,0.911666666666667,0.329983591601938,0.670016408398062,0.308644692884274,0.691355307115726,0.0321487189793512,0.0321487189793512,0.0426024813976772,0.0426024813976772,0.504333333333333,0.495666666666667
"851",50,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0695157182898662,0.930484281710134,0.0680413511097013,0.931958648890299,0.0185160920132626,0.0185160920132627,0.0199047218012193,0.0199047218012194,0.0883333333333333,0.911666666666667,0.509024877780208,0.490975122219792,0.580828842795528,0.419171157204472,0.0375340174803596,0.0375340174803596,0.0690456246481085,0.0690456246481085,0.504333333333333,0.495666666666667
"852",51,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0672271187920884,0.932772881207912,0.0720815921807493,0.927918407819251,0.0137181089118844,0.0137181089118844,0.0185942201365764,0.0185942201365764,0.0883333333333333,0.911666666666667,0.349098672800284,0.650901327199716,0.567939939089171,0.432060060910829,0.0459660072865714,0.0459660072865713,0.0623809522435554,0.0623809522435554,0.504333333333333,0.495666666666667
"853",52,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0934036548711388,0.906596345128861,0.0942757606531301,0.90572423934687,0.0170967989643886,0.0170967989643885,0.0217237066084548,0.0217237066084548,0.0883333333333333,0.911666666666667,0.50698877077895,0.49301122922105,0.438037257397296,0.561962742602704,0.0359326288426779,0.0359326288426779,0.0511660419397666,0.0511660419397666,0.504333333333333,0.495666666666667
"854",53,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0720430688726871,0.927956931127313,0.0786061005093976,0.921393899490602,0.011414020386013,0.011414020386013,0.0262318878482194,0.0262318878482194,0.0883333333333333,0.911666666666667,0.46366596124403,0.53633403875597,0.573029382991825,0.426970617008175,0.0427409800967114,0.0427409800967114,0.0657139009728471,0.0657139009728471,0.504333333333333,0.495666666666667
"855",54,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0723126862566339,0.927687313743366,0.0730341954521784,0.926965804547822,0.012815811508697,0.012815811508697,0.0166715106718269,0.0166715106718268,0.0883333333333333,0.911666666666667,0.437161443554423,0.562838556445577,0.332600549332734,0.667399450667266,0.0519922128307857,0.0519922128307857,0.0617639660351289,0.0617639660351289,0.504333333333333,0.495666666666667
"856",55,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0885557035488531,0.911444296451147,0.0920635252063943,0.907936474793606,0.0123409272814224,0.0123409272814224,0.0134851952264405,0.0134851952264405,0.0883333333333333,0.911666666666667,0.501808972830022,0.498191027169978,0.511592295765522,0.488407704234478,0.034800776030247,0.034800776030247,0.0525266018302763,0.0525266018302763,0.504333333333333,0.495666666666667
"857",56,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.122704010236793,0.877295989763207,0.130230424746987,0.869769575253013,0.0205659973752014,0.0205659973752014,0.0329534908545914,0.0329534908545914,0.0883333333333333,0.911666666666667,0.523292195487253,0.476707804512747,0.349393140304383,0.650606859695617,0.050251261149895,0.0502512611498951,0.0449009411187624,0.0449009411187624,0.504333333333333,0.495666666666667
"858",57,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.106878185710427,0.893121814289573,0.103579742165167,0.896420257834833,0.0201826204466509,0.0201826204466509,0.0301063051434147,0.0301063051434147,0.0883333333333333,0.911666666666667,0.417698239636754,0.582301760363246,0.625005365852228,0.374994634147772,0.049302027972521,0.049302027972521,0.0607959762338734,0.0607959762338734,0.504333333333333,0.495666666666667
"859",58,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0725255569546075,0.927474443045393,0.0754550901272626,0.924544909872737,0.0124816376297691,0.0124816376297691,0.0168655307960049,0.0168655307960049,0.0883333333333333,0.911666666666667,0.546513925023256,0.453486074976744,0.613274813842896,0.386725186157104,0.0404574029177352,0.0404574029177352,0.0559993415298626,0.0559993415298626,0.504333333333333,0.495666666666667
"860",59,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0849413740275954,0.915058625972405,0.089344175912795,0.910655824087205,0.0161479055857235,0.0161479055857235,0.0248665106624988,0.0248665106624988,0.0883333333333333,0.911666666666667,0.452060410917279,0.547939589082721,0.41087919741391,0.58912080258609,0.0354767435364443,0.0354767435364443,0.0476562846567244,0.0476562846567243,0.504333333333333,0.495666666666667
"861",60,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0714690488831822,0.928530951116818,0.0693185666088355,0.930681433391164,0.0144663588709432,0.0144663588709432,0.0163159773634966,0.0163159773634966,0.0883333333333333,0.911666666666667,0.463417601399114,0.536582398600886,0.369261307808179,0.630738692191821,0.0369103637314661,0.0369103637314661,0.0492166161709231,0.0492166161709231,0.504333333333333,0.495666666666667
"862",61,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0945666292561642,0.905433370743836,0.0942079058302179,0.905792094169782,0.017827530314404,0.017827530314404,0.0204554546809213,0.0204554546809213,0.0883333333333333,0.911666666666667,0.439349659271803,0.560650340728197,0.495561931235295,0.504438068764705,0.0342945275347898,0.0342945275347898,0.0641522484613653,0.0641522484613653,0.504333333333333,0.495666666666667
"863",62,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.104655356646479,0.895344643353521,0.107271501011665,0.892728498988335,0.0177345205513555,0.0177345205513555,0.0298252218710407,0.0298252218710407,0.0883333333333333,0.911666666666667,0.699986018447605,0.300013981552395,0.818271037505169,0.181728962494831,0.0548726402951943,0.0548726402951943,0.0373261023842121,0.037326102384212,0.504333333333333,0.495666666666667
"864",63,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0733960084566945,0.926603991543306,0.0747276025881687,0.925272397411831,0.0121992872817547,0.0121992872817547,0.0150382782517157,0.0150382782517157,0.0883333333333333,0.911666666666667,0.49548031992903,0.50451968007097,0.379874052245771,0.620125947754229,0.0447892674209542,0.0447892674209543,0.0517364845594165,0.0517364845594165,0.504333333333333,0.495666666666667
"865",64,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.126668651869181,0.873331348130819,0.127109161453833,0.872890838546168,0.0220499342636836,0.0220499342636837,0.0714046589509354,0.0714046589509354,0.0883333333333333,0.911666666666667,0.394309914252218,0.605690085747782,0.335417903287905,0.664582096712095,0.0393115350419825,0.0393115350419825,0.0701905363025357,0.0701905363025357,0.504333333333333,0.495666666666667
"866",65,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0758899864836958,0.924110013516304,0.0756013745704467,0.924398625429553,0.0136769005719503,0.0136769005719503,0.0165591193644308,0.0165591193644308,0.0883333333333333,0.911666666666667,0.543115899326105,0.456884100673895,0.58957021610277,0.41042978389723,0.0350800743119439,0.0350800743119439,0.0576506454829739,0.0576506454829739,0.504333333333333,0.495666666666667
"867",66,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0901512291952795,0.90984877080472,0.106364396236148,0.893635603763852,0.0147981497333752,0.0147981497333752,0.0249271397111183,0.0249271397111183,0.0883333333333333,0.911666666666667,0.559757581811911,0.440242418188089,0.536289830924604,0.463710169075396,0.0331998373657365,0.0331998373657365,0.0431060198821987,0.0431060198821987,0.504333333333333,0.495666666666667
"868",67,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.100972297572792,0.899027702427208,0.105927327461407,0.894072672538593,0.0146233850585897,0.0146233850585897,0.0217646387545816,0.0217646387545816,0.0883333333333333,0.911666666666667,0.454854782514183,0.545145217485817,0.496127236805027,0.503872763194973,0.0350261350282059,0.0350261350282059,0.0574964128516668,0.0574964128516668,0.504333333333333,0.495666666666667
"869",68,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0792749551027294,0.920725044897271,0.0846342458475448,0.915365754152455,0.0133650305490326,0.0133650305490326,0.0200268558667293,0.0200268558667293,0.0883333333333333,0.911666666666667,0.731505464425476,0.268494535574524,0.769797831464219,0.230202168535781,0.0318102598123867,0.0318102598123867,0.0482127717681027,0.0482127717681027,0.504333333333333,0.495666666666667
"870",69,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0928813530706828,0.907118646929317,0.0829137097382109,0.917086290261789,0.0207025320601742,0.0207025320601742,0.0201636447888621,0.0201636447888621,0.0883333333333333,0.911666666666667,0.417425056265758,0.582574943734242,0.317980099288183,0.682019900711817,0.0453959412218356,0.0453959412218357,0.0463923725118497,0.0463923725118497,0.504333333333333,0.495666666666667
"871",70,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0970172205706415,0.902982779429359,0.0937331513064269,0.906266848693573,0.0180848613863357,0.0180848613863357,0.0235802040395242,0.0235802040395242,0.0883333333333333,0.911666666666667,0.535920659719101,0.464079340280899,0.70606401538398,0.29393598461602,0.0545663578420061,0.0545663578420061,0.0575234389502988,0.0575234389502988,0.504333333333333,0.495666666666667
"872",71,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0540307830476672,0.945969216952333,0.0554386225339287,0.944561377466071,0.011681563230713,0.011681563230713,0.0242882849446086,0.0242882849446086,0.0883333333333333,0.911666666666667,0.47396792184769,0.52603207815231,0.357778489222899,0.642221510777101,0.0443169946864191,0.0443169946864191,0.0683503794072205,0.0683503794072205,0.504333333333333,0.495666666666667
"873",72,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.119987176671372,0.880012823328628,0.128388583783635,0.871611416216365,0.0184194912754968,0.0184194912754968,0.0257855115965969,0.0257855115965969,0.0883333333333333,0.911666666666667,0.573069520772728,0.426930479227272,0.543238996865132,0.456761003134868,0.0332672975885721,0.0332672975885722,0.0521064221043766,0.0521064221043767,0.504333333333333,0.495666666666667
"874",73,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0660000861869969,0.933999913813003,0.0658307643062103,0.93416923569379,0.0138258407649258,0.0138258407649258,0.0190491796456083,0.0190491796456083,0.0883333333333333,0.911666666666667,0.624330354506781,0.375669645493219,0.416007579423903,0.583992420576097,0.0489195117182551,0.0489195117182551,0.066403198670739,0.066403198670739,0.504333333333333,0.495666666666667
"875",74,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0894384925533761,0.910561507446624,0.0930304818247505,0.90696951817525,0.0143717263697816,0.0143717263697817,0.0196043399224126,0.0196043399224126,0.0883333333333333,0.911666666666667,0.373552754035392,0.626447245964608,0.58339721313222,0.41660278686778,0.0450227438825859,0.0450227438825859,0.0664632536226854,0.0664632536226854,0.504333333333333,0.495666666666667
"876",75,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0799694594608236,0.920030540539176,0.0842734582847577,0.915726541715242,0.0132397942571154,0.0132397942571154,0.0176153731181133,0.0176153731181133,0.0883333333333333,0.911666666666667,0.496055604785888,0.503944395214111,0.763536902519953,0.236463097480047,0.0746007632660401,0.0746007632660402,0.0414087248030145,0.0414087248030145,0.504333333333333,0.495666666666667
"877",76,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0595453386166107,0.940454661383389,0.0598770369533067,0.940122963046693,0.013616843046205,0.013616843046205,0.0238874701358578,0.0238874701358578,0.0883333333333333,0.911666666666667,0.404918452395596,0.595081547604404,0.582701142999686,0.417298857000314,0.0462918161377689,0.0462918161377689,0.0589367239572963,0.0589367239572963,0.504333333333333,0.495666666666667
"878",77,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0884254300652462,0.911574569934754,0.0881398340722551,0.911860165927745,0.01863300278453,0.01863300278453,0.0223151805038861,0.0223151805038861,0.0883333333333333,0.911666666666667,0.535347029500527,0.464652970499473,0.536647271123541,0.463352728876458,0.0338240866705379,0.0338240866705379,0.0530156092292872,0.0530156092292872,0.504333333333333,0.495666666666667
"879",78,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0823625311518238,0.917637468848176,0.0737831197908486,0.926216880209151,0.0186937292941695,0.0186937292941695,0.0220670649304256,0.0220670649304255,0.0883333333333333,0.911666666666667,0.498723716821657,0.501276283178343,0.487472861378081,0.512527138621919,0.0340091797718841,0.0340091797718841,0.0514518652636629,0.0514518652636629,0.504333333333333,0.495666666666667
"880",79,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0783030200883766,0.921696979911623,0.0881537063280452,0.911846293671955,0.0139244866751784,0.0139244866751784,0.0239660040966691,0.0239660040966691,0.0883333333333333,0.911666666666667,0.462352932993929,0.53764706700607,0.597314532837692,0.402685467162308,0.0447012034185036,0.0447012034185036,0.0581537000187759,0.0581537000187759,0.504333333333333,0.495666666666667
"881",80,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0965708592123777,0.903429140787622,0.0994776302681939,0.900522369731806,0.0153019663623072,0.0153019663623071,0.0205650998474303,0.0205650998474303,0.0883333333333333,0.911666666666667,0.539870783243903,0.460129216756097,0.67868714937346,0.32131285062654,0.0560641923244332,0.0560641923244332,0.079472861672956,0.0794728616729559,0.504333333333333,0.495666666666667
"882",81,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0985402519340647,0.901459748065935,0.0979389901102638,0.902061009889736,0.01858116046563,0.01858116046563,0.0223513667068372,0.0223513667068372,0.0883333333333333,0.911666666666667,0.513275885541856,0.486724114458144,0.397464743791734,0.602535256208266,0.0430104781705896,0.0430104781705896,0.0500681863089726,0.0500681863089726,0.504333333333333,0.495666666666667
"883",82,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.13848012501227,0.86151987498773,0.147287108733182,0.852712891266818,0.0188994137866989,0.0188994137866989,0.0245311495781153,0.0245311495781153,0.0883333333333333,0.911666666666667,0.458340806407996,0.541659193592004,0.39002816334276,0.60997183665724,0.0352387395030744,0.0352387395030744,0.0421331529348456,0.0421331529348456,0.504333333333333,0.495666666666667
"884",83,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.109903614779867,0.890096385220133,0.109392979783808,0.890607020216192,0.019074589187231,0.019074589187231,0.0758128435363488,0.0758128435363488,0.0883333333333333,0.911666666666667,0.583697182102761,0.416302817897239,0.460395237904357,0.539604762095643,0.0367899783401342,0.0367899783401342,0.0579935471265583,0.0579935471265584,0.504333333333333,0.495666666666667
"885",84,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.101455260251606,0.898544739748394,0.103577681903694,0.896422318096306,0.0195910753825272,0.0195910753825271,0.0216441556712889,0.0216441556712889,0.0883333333333333,0.911666666666667,0.434254831132399,0.565745168867601,0.406730230315038,0.593269769684962,0.0345215151306114,0.0345215151306114,0.0554896268192863,0.0554896268192863,0.504333333333333,0.495666666666667
"886",85,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.102068129464408,0.897931870535592,0.101005287278394,0.898994712721606,0.0232324050605992,0.0232324050605992,0.0225757969698599,0.0225757969698599,0.0883333333333333,0.911666666666667,0.36742347750637,0.63257652249363,0.366885832647293,0.633114167352707,0.0315574371154108,0.0315574371154107,0.0426127811211965,0.0426127811211965,0.504333333333333,0.495666666666667
"887",86,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.102291874374369,0.897708125625631,0.0940173508626804,0.90598264913732,0.0208486658966602,0.0208486658966602,0.0217782526440178,0.0217782526440178,0.0883333333333333,0.911666666666667,0.48716036558494,0.51283963441506,0.449232499155842,0.550767500844158,0.0347060402288923,0.0347060402288923,0.0656337649336854,0.0656337649336854,0.504333333333333,0.495666666666667
"888",87,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.049914108412681,0.950085891587319,0.0491440539316854,0.950855946068315,0.0120646280809662,0.0120646280809662,0.0164738803238271,0.0164738803238271,0.0883333333333333,0.911666666666667,0.534135385965167,0.465864614034833,0.614327339997945,0.385672660002056,0.0409799049130798,0.0409799049130798,0.0514217319220851,0.0514217319220851,0.504333333333333,0.495666666666667
"889",88,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0797799866448727,0.920220013355127,0.0799447868079194,0.920055213192081,0.0131546686327665,0.0131546686327665,0.0162081445746548,0.0162081445746548,0.0883333333333333,0.911666666666667,0.441422434600114,0.558577565399886,0.467630420468994,0.532369579531006,0.0340763725258611,0.0340763725258611,0.0581823904075964,0.0581823904075964,0.504333333333333,0.495666666666667
"890",89,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.156864650806113,0.843135349193887,0.153652667448499,0.846347332551501,0.0263396494308616,0.0263396494308616,0.0345102499189999,0.0345102499189999,0.0883333333333333,0.911666666666667,0.498368983288513,0.501631016711487,0.553773814528799,0.446226185471201,0.0350816712441742,0.0350816712441742,0.0471551980043645,0.0471551980043646,0.504333333333333,0.495666666666667
"891",90,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0760482661429971,0.923951733857003,0.083429207810675,0.916570792189325,0.0137745401332191,0.0137745401332191,0.0192241275194945,0.0192241275194945,0.0883333333333333,0.911666666666667,0.522503578320091,0.477496421679909,0.482157191427988,0.517842808572012,0.0341194732039302,0.0341194732039302,0.064349246403522,0.064349246403522,0.504333333333333,0.495666666666667
"892",91,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.145983565662165,0.854016434337835,0.141686832977052,0.858313167022948,0.0251926611793645,0.0251926611793644,0.0271906444923068,0.0271906444923068,0.0883333333333333,0.911666666666667,0.526093125567807,0.473906874432193,0.475668471594475,0.524331528405525,0.0337931986139231,0.0337931986139231,0.0538664335210773,0.0538664335210773,0.504333333333333,0.495666666666667
"893",92,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.102478028750833,0.897521971249167,0.126235110611462,0.873764889388538,0.0170319999221782,0.0170319999221782,0.0713419047529597,0.0713419047529597,0.0883333333333333,0.911666666666667,0.368706843394029,0.631293156605971,0.370028196020528,0.629971803979472,0.0327434932575946,0.0327434932575946,0.0669174077042131,0.0669174077042131,0.504333333333333,0.495666666666667
"894",93,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0721857780500863,0.927814221949914,0.0587980642439676,0.941201935756032,0.016863345387808,0.016863345387808,0.0138746835531955,0.0138746835531955,0.0883333333333333,0.911666666666667,0.420467046618376,0.579532953381624,0.568727024231229,0.431272975768771,0.0475192861082069,0.0475192861082069,0.0547838392460265,0.0547838392460265,0.504333333333333,0.495666666666667
"895",94,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0939118050111345,0.906088194988866,0.103451737188663,0.896548262811337,0.0162738528119114,0.0162738528119114,0.020285537882405,0.020285537882405,0.0883333333333333,0.911666666666667,0.488417335571345,0.511582664428655,0.368982753617577,0.631017246382423,0.0408078309246263,0.0408078309246263,0.0441663974882787,0.0441663974882787,0.504333333333333,0.495666666666667
"896",95,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0463120642339191,0.953687935766081,0.0420810250330834,0.957918974966916,0.0129014429683086,0.0129014429683087,0.0118177604888609,0.0118177604888609,0.0883333333333333,0.911666666666667,0.50012399999794,0.49987600000206,0.462903953692131,0.537096046307869,0.0345776412444304,0.0345776412444305,0.0703756880221546,0.0703756880221546,0.504333333333333,0.495666666666667
"897",96,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.0712982956841786,0.928701704315821,0.0700704736409231,0.929929526359077,0.0146104355265081,0.0146104355265081,0.014346291700465,0.014346291700465,0.0883333333333333,0.911666666666667,0.63987458392909,0.36012541607091,0.604265454236065,0.395734545763935,0.0326092317330935,0.0326092317330935,0.0627457280293744,0.0627457280293744,0.504333333333333,0.495666666666667
"898",97,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.101158615908241,0.898841384091759,0.0990873641970573,0.900912635802943,0.0212928271767365,0.0212928271767365,0.0233811793002273,0.0233811793002273,0.0883333333333333,0.911666666666667,0.636604910482361,0.363395089517639,0.564945245187481,0.435054754812519,0.0334198819161398,0.0334198819161398,0.0535944325782776,0.0535944325782776,0.504333333333333,0.495666666666667
"899",98,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.113213941860052,0.886786058139948,0.103695751218819,0.896304248781181,0.021620665044265,0.021620665044265,0.0222635068525446,0.0222635068525445,0.0883333333333333,0.911666666666667,0.528106976735825,0.471893023264175,0.530050082801852,0.469949917198148,0.0341507767831293,0.0341507767831293,0.0707156326484447,0.0707156326484447,0.504333333333333,0.495666666666667
"900",99,"simulationRuns/sim_1//data/epi_3000-0.75-0.5_1",0.108593547047534,0.891406452952466,0.118398805108119,0.881601194891881,0.0170713341611862,0.0170713341611862,0.0270902144412804,0.0270902144412803,0.0883333333333333,0.911666666666667,0.523476481251727,0.476523518748273,0.546668007090252,0.453331992909748,0.0353422295590147,0.0353422295590147,0.0559650439905326,0.0559650439905326,0.504333333333333,0.495666666666667
