id,degree,blk,testatus
1,1,0,s
2,5,1,i
3,3,0,s
4,11,0,s
5,6,1,s
6,5,0,i
7,3,1,s
8,3,0,s
9,7,1,s
10,5,0,s
11,3,0,s
12,3,1,s
13,3,0,s
14,2,1,i
15,2,1,s
16,7,0,s
17,5,1,s
18,4,1,i
19,2,1,s
20,6,0,s
21,3,1,s
22,4,0,s
23,1,0,s
24,3,0,s
25,2,1,s
26,7,0,s
27,3,1,i
28,2,1,i
29,3,0,s
30,4,1,s
31,3,0,s
32,2,0,s
33,2,0,s
34,6,1,s
35,5,1,i
36,5,1,s
37,7,0,s
38,5,0,s
39,4,0,i
40,0,0,s
41,5,0,s
42,6,1,i
43,6,0,s
44,7,1,s
45,1,0,s
46,7,0,s
47,8,0,s
48,8,1,s
49,5,0,s
50,2,1,i
51,4,0,s
52,4,0,i
53,3,1,s
54,4,1,s
55,3,0,i
56,7,0,s
57,3,0,s
58,3,1,s
59,3,1,s
60,7,0,s
61,6,1,i
62,4,1,s
63,2,0,s
64,8,1,i
65,4,0,s
66,1,1,s
67,4,0,s
68,3,0,i
69,4,0,s
70,4,1,s
71,5,0,s
72,7,1,s
73,3,1,s
74,6,1,s
75,6,0,i
76,5,0,s
77,4,1,s
78,3,1,s
79,5,0,s
80,4,1,i
81,7,0,s
82,5,1,s
83,3,1,s
84,1,1,s
85,3,0,s
86,3,1,s
87,5,0,s
88,6,1,i
89,3,0,s
90,6,0,s
91,2,0,s
92,4,0,s
93,1,1,s
94,5,0,s
95,1,0,i
96,5,1,s
97,7,1,s
98,6,0,i
99,8,0,i
100,3,0,s
101,5,0,i
102,2,0,s
103,7,1,s
104,9,1,s
105,8,1,s
106,5,1,s
107,6,0,s
108,3,1,s
109,3,1,i
110,1,0,i
111,4,1,s
112,2,0,s
113,4,0,s
114,2,0,s
115,4,1,s
116,6,0,i
117,2,0,s
118,6,1,s
119,8,0,i
120,5,1,s
121,3,1,s
122,5,1,s
123,4,1,s
124,3,1,s
125,5,0,s
126,3,0,i
127,3,1,s
128,2,0,s
129,7,0,s
130,2,1,s
131,4,1,s
132,3,1,s
133,6,1,s
134,2,1,s
135,2,1,s
136,2,0,s
137,3,1,i
138,4,0,s
139,5,1,s
140,3,0,s
141,3,1,i
142,10,1,s
143,2,1,s
144,6,0,s
145,9,1,s
146,7,0,s
147,2,0,s
148,0,1,i
149,4,0,s
150,2,0,s
151,8,0,s
152,5,1,s
153,5,1,s
154,6,1,s
155,3,1,s
156,5,1,i
157,1,1,s
158,7,1,s
159,2,1,s
160,2,0,s
161,1,1,s
162,7,1,i
163,0,1,s
164,4,1,s
165,2,1,s
166,1,0,s
167,4,0,i
168,7,0,s
169,5,1,s
170,6,1,s
171,6,1,i
172,5,0,s
173,5,0,i
174,5,0,s
175,9,1,i
176,1,1,s
177,5,0,s
178,2,0,s
179,3,1,s
180,4,1,i
181,9,0,i
182,2,1,s
183,5,0,s
184,7,0,s
185,3,1,s
186,3,1,s
187,4,0,i
188,3,1,s
189,11,1,s
190,7,1,s
191,6,0,s
192,5,0,s
193,1,1,s
194,2,0,s
195,6,0,s
196,5,1,s
197,5,1,s
198,4,0,i
199,7,0,s
200,3,0,s
201,3,0,s
202,5,0,s
203,7,1,s
204,1,0,s
205,4,1,s
206,3,1,i
207,4,1,s
208,2,1,s
209,4,0,s
210,7,0,s
211,2,0,i
212,7,0,i
213,8,1,i
214,0,0,s
215,3,0,s
216,7,0,s
217,7,1,s
218,3,0,s
219,4,1,s
220,6,0,i
221,5,1,i
222,7,1,i
223,3,0,s
224,4,0,s
225,8,0,s
226,4,1,i
227,4,1,i
228,4,1,s
229,6,1,s
230,4,1,i
231,6,0,i
232,8,1,i
233,5,1,s
234,5,1,s
235,4,1,s
236,5,1,s
237,0,0,s
238,3,1,s
239,5,0,i
240,3,1,s
241,3,1,s
242,1,0,s
243,3,1,s
244,3,0,s
245,3,0,s
246,7,1,s
247,3,0,s
248,5,0,s
249,6,1,s
250,2,1,i
251,1,0,s
252,6,1,s
253,2,0,s
254,4,0,s
255,4,1,s
256,2,0,i
257,6,1,s
258,3,1,s
259,14,1,i
260,1,1,s
261,4,1,s
262,1,0,s
263,2,0,i
264,5,0,s
265,4,0,i
266,5,1,s
267,2,0,s
268,4,0,s
269,0,0,s
270,6,0,s
271,6,1,s
272,5,1,s
273,9,0,i
274,4,0,s
275,1,1,s
276,6,1,s
277,4,0,s
278,3,0,s
279,5,0,s
280,1,1,s
281,3,1,s
282,4,0,i
283,2,0,s
284,5,0,i
285,6,1,s
286,2,0,s
287,2,1,s
288,3,1,s
289,2,1,s
290,6,0,i
291,5,0,s
292,8,1,s
293,5,0,s
294,3,1,s
295,4,0,s
296,5,1,s
297,5,1,s
298,7,0,i
299,8,0,i
300,5,0,s
301,3,0,s
302,3,1,i
303,3,1,s
304,4,0,s
305,4,1,s
306,1,0,s
307,3,0,s
308,2,0,s
309,9,0,i
310,3,1,s
311,7,0,i
312,3,0,s
313,10,0,s
314,2,0,s
315,5,1,s
316,3,0,s
317,2,0,i
318,4,0,s
319,3,0,s
320,4,1,s
321,9,1,i
322,4,0,i
323,2,0,s
324,4,1,s
325,8,0,s
326,7,1,s
327,4,0,s
328,6,1,s
329,7,0,s
330,4,1,s
331,4,1,s
332,3,1,s
333,4,1,s
334,7,0,s
335,7,1,s
336,5,1,s
337,4,0,s
338,10,0,i
339,4,0,s
340,2,0,i
341,2,1,s
342,4,1,s
343,4,1,s
344,6,0,s
345,2,1,s
346,3,0,s
347,8,1,s
348,3,0,s
349,4,1,s
350,8,1,s
351,5,1,s
352,7,0,i
353,2,1,s
354,7,1,s
355,5,1,s
356,6,0,i
357,2,1,i
358,4,0,s
359,12,1,s
360,6,0,s
361,2,1,s
362,4,1,s
363,5,0,s
364,8,1,s
365,5,1,i
366,2,1,s
367,4,1,s
368,7,0,s
369,2,1,s
370,2,0,s
371,4,1,i
372,4,0,s
373,4,1,s
374,3,0,s
375,1,0,s
376,0,0,s
377,5,0,i
378,4,1,s
379,5,0,s
380,6,0,s
381,5,1,s
382,10,0,s
383,3,1,s
384,5,1,s
385,5,0,i
386,4,0,s
387,6,1,s
388,6,1,s
389,5,1,i
390,6,1,s
391,2,0,i
392,6,1,s
393,5,1,s
394,3,1,s
395,2,1,s
396,1,1,s
397,3,1,s
398,2,0,s
399,7,1,s
400,6,0,i
401,6,1,s
402,1,1,i
403,4,1,s
404,6,0,i
405,5,1,s
406,5,0,s
407,5,0,s
408,7,0,s
409,4,0,i
410,6,1,s
411,8,1,s
412,3,0,s
413,15,0,s
414,9,1,s
415,8,1,i
416,2,1,s
417,1,0,s
418,3,0,s
419,3,0,s
420,6,0,s
421,3,1,s
422,3,1,s
423,5,1,s
424,6,1,s
425,7,0,s
426,5,1,s
427,7,1,s
428,4,0,s
429,6,1,s
430,6,0,s
431,10,0,s
432,6,0,s
433,5,0,s
434,10,0,s
435,2,1,i
436,6,1,s
437,5,0,s
438,8,1,s
439,7,0,s
440,3,0,s
441,3,1,s
442,3,1,s
443,5,0,s
444,3,1,s
445,5,1,s
446,4,0,s
447,1,0,s
448,5,0,s
449,7,0,s
450,1,0,s
451,7,0,s
452,4,1,i
453,8,1,s
454,4,0,s
455,4,1,s
456,7,1,s
457,1,0,s
458,6,0,s
459,5,0,s
460,6,1,s
461,4,0,s
462,3,0,s
463,6,1,s
464,5,1,i
465,3,1,s
466,4,0,s
467,3,0,s
468,4,1,s
469,2,0,i
470,1,0,s
471,6,0,s
472,5,1,s
473,3,0,s
474,3,0,s
475,4,1,s
476,4,0,s
477,7,0,s
478,2,0,s
479,2,1,i
480,6,0,s
481,1,0,s
482,5,0,i
483,4,0,s
484,2,0,s
485,3,0,s
486,2,0,i
487,7,1,s
488,7,0,s
489,5,0,s
490,5,0,s
491,2,1,s
492,7,0,s
493,2,1,s
494,5,0,i
495,5,1,s
496,3,1,i
497,5,0,s
498,3,0,i
499,4,1,i
500,11,1,i
501,4,0,s
502,3,1,s
503,5,0,s
504,8,1,s
505,7,1,i
506,6,0,s
507,3,0,s
508,8,0,i
509,2,1,s
510,6,0,i
511,4,1,s
512,2,1,s
513,3,0,s
514,4,1,s
515,3,1,i
516,6,0,s
517,3,1,i
518,3,1,i
519,3,1,i
520,4,0,s
521,8,0,s
522,5,1,s
523,5,1,s
524,1,0,s
525,6,0,s
526,3,1,s
527,6,0,s
528,6,1,i
529,4,0,s
530,1,0,s
531,3,1,i
532,2,1,s
533,5,0,s
534,9,0,i
535,4,0,s
536,11,0,i
537,3,1,s
538,7,1,i
539,6,0,s
540,4,0,s
541,4,1,i
542,4,0,i
543,3,1,s
544,4,0,i
545,4,1,s
546,5,0,s
547,3,0,s
548,2,0,i
549,5,0,s
550,1,0,s
551,3,0,s
552,4,1,s
553,4,0,s
554,7,0,i
555,3,1,s
556,2,0,s
557,10,1,s
558,3,0,s
559,9,1,i
560,2,1,s
561,4,0,i
562,4,1,i
563,2,0,s
564,4,0,i
565,5,0,i
566,6,1,s
567,5,1,s
568,4,0,s
569,2,1,s
570,4,1,i
571,2,0,s
572,5,0,s
573,5,1,s
574,6,1,s
575,4,0,s
576,5,0,s
577,4,0,s
578,7,0,i
579,7,1,s
580,5,1,s
581,4,0,s
582,3,1,i
583,2,0,s
584,4,1,i
585,1,1,s
586,1,0,s
587,5,0,s
588,4,1,i
589,6,1,s
590,2,0,s
591,0,0,s
592,4,1,s
593,7,0,s
594,3,1,s
595,2,0,s
596,3,0,s
597,5,1,s
598,8,0,s
599,4,0,i
600,3,0,s
601,6,0,s
602,2,0,s
603,9,1,i
604,5,0,s
605,1,1,s
606,3,0,i
607,2,0,s
608,3,1,s
609,4,0,s
610,5,0,s
611,5,1,s
612,5,0,s
613,1,1,s
614,6,1,s
615,8,1,s
616,5,0,s
617,5,0,s
618,6,0,s
619,4,1,s
620,5,0,s
621,5,0,i
622,5,1,i
623,3,1,s
624,5,1,s
625,6,1,s
626,7,0,s
627,2,1,i
628,4,0,s
629,7,1,s
630,4,0,s
631,1,0,s
632,3,1,s
633,4,1,s
634,7,1,s
635,4,1,s
636,4,0,s
637,7,1,s
638,4,1,s
639,5,1,i
640,2,1,s
641,4,1,i
642,6,1,i
643,5,0,i
644,5,0,i
645,3,1,s
646,0,1,s
647,1,0,s
648,5,1,s
649,4,1,s
650,2,0,i
651,6,0,s
652,5,0,s
653,3,1,s
654,1,1,s
655,5,1,s
656,7,1,s
657,2,1,s
658,4,0,s
659,2,1,s
660,7,0,s
661,3,0,i
662,4,0,s
663,6,0,s
664,2,0,s
665,3,0,s
666,4,0,s
667,5,0,s
668,5,0,i
669,5,1,i
670,4,0,i
671,5,1,s
672,4,1,s
673,4,0,s
674,5,1,s
675,8,1,s
676,8,1,s
677,3,0,s
678,7,1,s
679,3,1,s
680,5,0,s
681,2,0,s
682,3,1,i
683,7,1,s
684,4,0,s
685,3,0,s
686,5,1,s
687,3,1,s
688,2,1,s
689,7,1,s
690,6,1,s
691,8,1,i
692,5,0,i
693,4,1,s
694,6,1,s
695,2,1,s
696,2,1,s
697,5,1,s
698,4,1,s
699,5,0,i
700,3,1,s
701,2,1,s
702,4,0,i
703,5,1,s
704,4,0,s
705,5,1,s
706,6,0,s
707,3,1,s
708,4,1,s
709,6,0,i
710,3,0,s
711,7,1,s
712,6,1,s
713,3,1,s
714,2,0,s
715,2,0,s
716,4,1,s
717,7,1,s
718,7,1,s
719,4,0,s
720,4,0,s
721,5,0,s
722,9,0,i
723,5,0,s
724,4,1,s
725,3,1,s
726,3,0,s
727,1,1,s
728,3,1,s
729,6,0,s
730,5,1,i
731,4,1,s
732,7,0,i
733,6,0,s
734,3,1,s
735,2,0,s
736,4,1,s
737,5,1,i
738,1,0,s
739,2,0,i
740,5,0,s
741,4,0,s
742,5,1,s
743,2,1,s
744,6,0,s
745,4,1,s
746,6,0,s
747,3,0,i
748,5,0,s
749,4,1,s
750,5,1,i
751,3,1,s
752,1,1,s
753,9,0,s
754,4,0,s
755,7,1,s
756,6,1,s
757,4,1,s
758,4,0,i
759,6,1,s
760,4,1,s
761,3,0,s
762,7,1,s
763,6,1,s
764,3,1,s
765,7,0,i
766,3,1,i
767,5,1,i
768,7,1,s
769,2,1,s
770,4,0,s
771,4,0,i
772,3,0,s
773,2,0,s
774,11,1,i
775,7,0,s
776,9,1,s
777,6,1,i
778,7,1,s
779,1,1,s
780,5,1,s
781,4,1,i
782,4,0,i
783,4,1,s
784,4,1,s
785,3,1,s
786,7,0,i
787,9,1,s
788,0,1,s
789,7,1,s
790,5,0,s
791,5,0,s
792,5,1,i
793,2,0,i
794,4,0,s
795,5,1,s
796,13,0,s
797,1,0,i
798,3,0,s
799,5,1,s
800,6,1,s
801,2,0,s
802,1,0,s
803,4,0,s
804,5,1,s
805,3,1,s
806,5,1,s
807,5,0,s
808,9,0,s
809,6,0,i
810,5,0,s
811,3,1,i
812,6,1,i
813,4,1,s
814,2,0,s
815,4,0,s
816,1,0,s
817,5,0,i
818,4,0,s
819,4,1,s
820,3,0,s
821,0,1,s
822,2,1,s
823,2,0,i
824,5,1,s
825,3,1,s
826,6,1,s
827,3,1,s
828,6,1,i
829,6,1,s
830,4,1,s
831,7,1,s
832,3,0,s
833,0,0,s
834,7,0,s
835,6,1,s
836,2,1,s
837,3,0,s
838,3,0,s
839,5,0,s
840,4,0,s
841,1,1,s
842,3,0,s
843,2,0,s
844,5,0,i
845,4,0,s
846,2,1,i
847,1,1,s
848,2,1,s
849,2,1,s
850,4,1,s
851,7,0,s
852,7,1,s
853,3,0,s
854,4,0,s
855,4,1,s
856,6,1,s
857,6,1,s
858,8,1,s
859,3,0,s
860,6,1,s
861,5,0,s
862,8,0,s
863,2,1,s
864,3,1,i
865,4,0,s
866,3,0,s
867,3,1,s
868,4,1,s
869,7,0,s
870,6,1,i
871,3,1,s
872,3,0,s
873,5,0,s
874,5,0,s
875,4,1,s
876,7,0,s
877,7,1,s
878,7,0,s
879,4,0,i
880,3,1,s
881,4,1,s
882,3,1,s
883,4,0,s
884,5,1,s
885,6,1,i
886,2,1,i
887,7,1,s
888,7,1,s
889,6,1,s
890,3,0,i
891,5,0,s
892,5,1,s
893,9,0,s
894,4,1,s
895,5,0,s
896,5,0,s
897,5,0,s
898,1,0,s
899,5,1,s
900,6,0,s
901,5,1,i
902,5,1,i
903,4,1,s
904,9,0,i
905,8,1,s
906,7,1,i
907,4,1,s
908,1,1,s
909,7,0,i
910,1,0,s
911,6,1,s
912,5,0,s
913,3,1,i
914,4,1,s
915,3,1,s
916,3,0,s
917,2,1,s
918,6,1,s
919,4,0,s
920,6,1,s
921,3,0,s
922,2,1,s
923,4,0,s
924,6,1,i
925,4,0,s
926,4,0,s
927,2,0,i
928,3,1,s
929,4,0,s
930,1,1,s
931,4,0,s
932,6,0,s
933,5,1,i
