id,degree,blk,testatus
1,20,1,s
2,22,1,s
3,21,1,s
4,19,0,s
5,23,1,s
6,22,0,s
7,21,0,s
8,15,1,s
9,21,0,s
10,14,0,s
11,19,0,s
12,16,0,s
13,16,0,s
14,20,0,s
15,24,1,i
16,21,0,s
17,22,0,s
18,15,0,s
19,23,1,s
20,27,1,s
21,26,1,s
22,12,1,s
23,19,0,s
24,19,1,s
25,23,1,s
26,22,0,s
27,16,1,s
28,24,1,s
29,24,0,s
30,24,0,s
31,21,0,s
32,24,0,s
33,17,0,s
34,18,1,s
35,32,1,s
36,15,0,s
37,28,1,s
38,18,1,s
39,26,1,s
40,23,1,s
41,20,1,s
42,17,1,s
43,16,1,s
44,22,1,s
45,19,0,i
46,21,1,s
47,22,0,s
48,19,0,s
49,16,1,s
50,25,0,s
51,22,1,s
52,17,1,s
53,19,1,s
54,16,0,s
55,18,1,s
56,20,0,s
57,14,1,i
58,13,0,s
59,20,1,s
60,18,1,s
61,18,1,s
62,25,1,s
63,25,0,s
64,20,1,s
65,21,0,i
66,22,0,s
67,21,1,s
68,19,1,s
69,24,0,s
70,16,0,s
71,14,1,s
72,22,1,s
73,15,1,s
74,21,0,s
75,8,1,s
76,22,1,s
77,19,0,s
78,18,1,s
79,23,1,s
80,15,0,s
81,26,1,i
82,22,0,s
83,19,1,s
84,13,1,s
85,19,0,s
86,22,1,s
87,18,0,s
88,19,0,s
89,19,1,s
90,14,1,s
91,24,0,s
92,16,0,s
93,21,1,s
94,15,1,s
95,22,1,s
96,24,0,s
97,19,1,s
98,13,0,s
99,17,1,i
100,23,0,s
101,28,0,s
102,29,1,s
103,27,1,s
104,17,0,s
105,14,1,s
106,25,1,s
107,16,0,s
108,13,0,s
109,20,1,s
110,23,0,s
111,17,1,s
112,23,0,s
113,14,0,s
114,23,0,s
115,29,1,s
116,21,0,s
117,26,0,s
118,34,1,s
119,16,0,s
120,28,0,s
121,23,0,s
122,16,1,s
123,19,0,s
124,16,1,s
125,21,0,s
126,22,1,i
127,25,1,s
128,22,1,s
129,20,0,s
130,24,1,s
131,13,1,s
132,21,1,s
133,11,0,s
134,19,0,s
135,20,1,s
136,21,1,i
137,24,0,s
138,19,0,s
139,19,1,s
140,12,0,s
141,14,1,s
142,24,1,s
143,17,1,s
144,21,0,s
145,18,1,s
146,18,0,i
147,16,0,s
148,22,1,s
149,22,1,s
150,22,0,s
151,15,0,s
152,22,0,s
153,16,1,s
154,24,1,s
155,19,0,i
156,25,0,s
157,24,0,s
158,27,0,s
159,24,1,s
160,25,1,s
161,25,1,s
162,18,0,s
163,28,0,s
164,19,1,s
165,22,1,s
166,14,0,s
167,18,0,s
168,17,0,s
169,17,1,s
170,14,1,s
171,29,0,s
172,25,0,s
173,22,0,s
174,24,1,s
175,18,1,s
176,22,1,s
177,20,0,s
178,18,1,s
179,20,1,i
180,20,0,s
181,27,0,s
182,21,1,s
183,28,0,s
184,29,0,s
185,28,1,i
186,17,1,s
187,23,1,i
188,19,1,s
189,17,1,s
190,26,0,s
191,23,0,s
192,23,0,i
193,26,1,s
194,22,1,s
195,16,0,s
196,26,1,s
197,25,1,s
198,24,1,s
199,15,0,s
200,24,1,s
201,16,0,s
202,27,0,s
203,27,1,s
204,14,0,s
205,19,0,s
206,22,0,s
207,14,1,s
208,17,0,s
209,16,1,s
210,20,0,s
211,16,1,s
212,18,1,i
213,21,1,s
214,18,0,s
215,20,1,s
216,18,0,s
217,15,1,s
218,19,0,s
219,19,0,s
220,23,1,s
221,19,0,s
222,24,1,s
223,22,1,s
224,16,0,s
225,21,0,i
226,29,0,i
227,25,1,s
228,16,1,i
229,15,1,s
230,16,1,s
231,14,0,s
232,23,1,s
233,21,0,i
234,18,1,s
235,15,1,s
236,18,0,s
237,20,0,s
238,28,1,s
239,22,1,s
240,16,0,s
241,24,1,s
242,26,0,s
243,19,1,s
244,23,0,s
245,15,1,s
246,28,0,s
247,21,0,s
248,23,1,s
249,22,1,s
250,22,1,s
251,27,1,i
252,16,1,s
253,27,1,s
254,21,1,s
255,21,0,i
256,20,0,s
257,13,1,s
258,21,0,i
259,13,0,s
260,21,1,i
261,17,0,s
262,22,0,s
263,17,0,s
264,13,0,s
265,23,1,s
266,18,0,s
267,25,0,i
268,19,0,s
269,20,1,s
270,21,0,s
271,18,1,i
272,25,1,s
273,19,1,s
274,16,1,s
275,21,0,i
276,14,1,s
277,17,0,s
278,14,1,s
279,23,0,s
280,22,1,s
281,26,0,s
282,16,0,s
283,22,1,s
284,20,0,s
285,25,0,s
286,22,0,s
287,18,0,s
288,19,0,s
289,27,1,s
290,19,1,s
291,13,1,i
292,23,1,s
293,16,0,s
294,24,1,s
295,20,1,s
296,17,1,s
297,20,1,s
298,14,1,s
299,21,1,s
300,20,1,i
301,20,1,s
302,16,0,s
303,18,1,s
304,20,1,s
305,23,1,s
306,25,0,s
307,24,0,s
308,22,1,s
309,20,1,s
310,19,0,s
311,19,0,s
312,13,1,i
313,19,0,s
314,22,1,s
315,17,0,s
316,15,1,s
317,16,1,s
318,18,0,s
319,13,0,s
320,21,0,s
321,23,1,s
322,24,0,s
323,17,1,s
324,21,0,i
325,16,1,s
326,15,0,s
327,16,1,s
328,19,1,s
329,29,1,i
330,35,1,s
331,18,1,s
332,23,1,s
333,14,1,s
334,13,0,s
335,19,1,s
336,26,0,s
337,17,0,s
338,14,1,s
339,26,1,s
340,17,0,s
341,30,1,s
342,23,0,s
343,18,1,s
344,21,0,s
345,28,1,i
346,16,1,s
347,21,0,s
348,21,0,s
349,10,0,s
350,21,1,s
351,21,1,s
352,19,0,i
353,16,1,s
354,18,0,s
355,24,1,s
356,20,1,s
357,19,1,i
358,18,0,s
359,15,0,s
360,21,1,s
361,21,0,s
362,19,0,s
363,18,0,s
364,25,1,s
365,20,1,s
366,23,1,s
367,16,1,i
368,24,1,s
369,15,0,s
370,18,1,s
371,18,0,s
372,17,1,s
373,18,1,s
374,20,0,s
375,25,1,i
376,19,0,s
377,22,0,s
378,23,1,s
379,20,1,s
380,18,1,s
381,24,0,s
382,17,1,s
383,20,1,s
384,24,0,s
385,17,0,s
386,25,0,s
387,16,1,i
388,14,0,i
389,17,1,s
390,20,1,s
391,16,1,s
392,18,1,s
393,11,0,s
394,19,0,s
395,12,0,s
396,17,1,s
397,15,1,s
398,14,1,s
399,24,1,s
400,18,0,s
401,22,1,s
402,22,1,s
403,23,0,s
404,22,1,s
405,19,0,s
406,19,1,s
407,19,1,s
408,17,0,s
409,18,0,s
410,18,0,i
411,20,1,s
412,15,0,s
413,24,0,s
414,19,1,s
415,23,1,s
416,25,1,s
417,16,0,s
418,15,1,s
419,17,0,i
420,26,1,i
421,25,0,s
422,25,0,s
423,21,1,s
424,23,1,s
425,24,1,s
426,20,0,s
427,25,0,s
428,28,1,s
429,15,1,s
430,22,0,s
431,19,0,s
432,20,1,s
