id,degree,blk,testatus
1,3,1,s
2,4,0,s
3,1,0,s
4,4,0,s
5,4,1,s
6,7,0,s
7,2,1,s
8,3,0,s
9,9,1,s
10,7,0,s
11,4,0,i
12,5,0,s
13,4,1,s
14,5,0,s
15,2,0,s
16,4,1,s
17,4,0,s
18,3,0,s
19,2,1,s
20,2,1,s
21,5,0,i
22,5,1,i
23,2,1,s
24,2,1,s
25,5,0,s
26,3,1,s
27,3,1,s
28,5,0,s
29,5,1,s
30,6,1,s
31,2,1,s
32,1,0,s
33,5,1,s
34,1,0,i
35,2,1,s
36,10,0,s
37,1,0,s
38,6,1,i
39,4,0,s
40,6,0,s
41,1,1,s
42,6,1,s
43,6,0,s
44,5,0,i
45,1,1,s
46,4,1,s
47,5,0,s
48,1,1,s
49,7,0,s
50,0,0,s
51,2,1,s
52,6,1,s
53,2,1,s
54,1,1,s
55,3,0,s
56,7,1,s
57,7,0,s
58,5,1,s
59,4,1,s
60,9,0,i
61,2,0,s
62,6,0,i
63,11,1,s
64,7,1,s
65,4,1,s
66,11,1,i
67,1,0,s
68,4,0,s
69,3,1,s
70,4,1,s
71,5,1,s
72,3,0,s
73,2,1,s
74,8,0,s
75,1,1,s
76,6,1,s
77,1,0,s
78,7,1,s
79,4,1,s
80,5,1,s
81,7,1,s
82,3,0,s
83,3,0,s
84,7,1,s
85,6,0,s
86,4,1,s
87,4,0,s
88,5,1,s
89,2,0,s
90,5,1,s
91,5,1,s
92,0,0,s
93,6,0,s
94,2,0,s
95,7,0,s
96,5,0,s
97,9,0,s
98,12,0,s
99,4,1,s
100,4,1,s
101,3,1,s
102,2,0,s
103,5,0,i
104,2,0,i
105,8,0,i
106,3,0,s
107,5,1,s
108,4,0,s
109,7,1,s
110,1,0,s
111,9,1,s
112,10,1,i
113,3,1,s
114,2,0,s
115,6,0,s
116,7,1,s
117,3,1,s
118,3,0,s
119,6,0,s
120,5,1,s
121,4,1,s
122,10,1,i
123,4,1,s
124,3,1,s
125,7,1,s
126,0,1,s
127,4,0,s
128,4,1,s
129,5,0,s
130,5,1,s
131,1,0,s
132,7,1,i
133,5,1,s
134,6,0,s
135,4,1,s
136,4,1,s
137,6,0,s
138,2,1,s
139,9,0,s
140,5,0,s
141,4,0,s
142,7,0,s
143,5,0,s
144,4,1,s
145,5,0,s
146,5,0,s
147,6,0,s
148,8,0,s
149,6,0,s
150,3,0,s
151,3,0,s
152,5,0,s
153,6,1,s
154,6,1,s
155,5,1,s
156,4,1,s
157,8,0,s
158,4,1,s
159,6,1,i
160,3,1,s
161,3,0,s
162,4,1,s
163,6,1,s
164,1,1,s
165,2,1,s
166,2,0,s
167,6,1,s
168,7,0,i
169,2,0,s
170,2,0,s
171,7,0,s
