id,degree,blk,testatus
1,9,1,s
2,7,1,s
3,6,0,i
4,8,0,s
5,7,0,s
6,6,1,s
7,5,1,s
8,4,0,s
9,6,0,s
10,6,1,s
11,2,1,s
12,11,0,s
13,2,1,s
14,5,1,s
15,5,1,s
16,6,1,i
17,2,1,s
18,3,0,s
19,5,1,i
20,6,1,s
21,4,1,s
22,8,1,i
23,6,0,s
24,2,1,s
25,9,0,s
26,8,1,i
27,5,0,s
28,5,1,s
29,9,0,s
30,3,0,s
31,5,0,s
32,4,1,s
33,6,0,s
34,2,0,s
35,9,0,s
36,2,1,s
37,7,1,s
38,6,0,s
39,5,1,s
40,6,0,s
41,10,1,i
42,5,0,s
43,4,0,s
44,4,1,s
45,7,1,s
46,2,0,s
47,7,1,i
48,3,0,s
49,4,0,s
50,11,0,i
51,7,0,i
52,8,0,s
53,3,0,s
54,6,0,s
55,6,1,s
56,4,1,s
57,4,1,s
58,3,0,s
59,4,0,s
60,6,1,s
61,8,1,i
62,4,0,s
63,5,0,s
64,6,0,s
65,7,1,s
66,5,0,i
67,8,0,s
68,5,1,s
69,3,1,s
70,3,1,i
71,7,1,s
72,8,0,s
73,4,0,s
74,8,0,s
75,5,0,s
76,3,1,s
77,7,0,s
78,2,1,s
79,4,0,s
80,2,0,s
81,4,0,s
82,9,1,s
83,8,1,i
84,10,0,s
85,12,0,s
86,7,1,i
87,4,0,s
88,6,0,s
89,4,0,s
90,5,1,s
91,5,0,s
92,5,1,s
93,7,0,s
94,3,1,s
95,7,1,s
96,2,1,i
97,4,1,i
98,6,1,s
99,7,1,s
100,6,0,s
101,7,0,s
102,3,0,s
103,7,1,s
104,4,0,s
105,9,0,s
106,6,0,i
107,4,1,s
108,3,0,s
109,3,0,s
110,4,0,s
111,6,1,s
112,5,0,s
113,4,1,s
114,4,0,s
115,10,0,s
116,7,1,i
117,4,1,s
118,6,0,s
119,3,1,i
120,5,1,s
121,3,1,i
122,6,1,s
123,6,1,s
124,6,1,s
125,7,0,s
126,5,1,s
127,7,0,s
128,1,1,s
129,5,0,s
130,5,1,i
131,9,1,i
132,7,1,i
133,2,0,i
134,5,0,s
135,5,1,s
136,9,1,s
137,7,0,s
138,2,1,s
139,1,1,s
140,8,1,s
141,6,0,s
142,7,0,s
143,4,1,s
144,5,0,s
145,5,1,s
146,5,0,s
147,4,0,s
148,2,0,s
149,6,0,s
150,6,0,s
151,6,1,s
152,5,0,s
153,5,1,s
154,6,0,s
155,8,0,s
156,6,1,s
157,4,1,s
158,5,1,s
159,4,1,s
160,6,0,s
161,3,0,s
162,4,1,s
163,5,0,s
164,5,1,s
165,4,1,i
166,4,1,s
167,7,0,s
168,5,1,s
169,1,0,s
170,3,0,s
171,4,0,s
172,6,0,s
173,6,1,s
174,1,1,s
175,7,1,s
176,8,0,s
177,5,1,i
178,4,0,s
179,6,0,s
180,1,1,s
181,3,0,s
182,4,1,s
183,10,0,s
184,8,0,i
185,5,1,s
186,2,1,s
187,6,1,s
188,6,1,i
189,2,0,s
190,5,1,i
191,11,0,s
192,5,0,i
193,10,1,s
194,4,1,i
195,8,0,s
196,11,0,s
197,9,1,i
198,6,1,s
199,2,0,s
200,8,0,s
201,9,0,s
202,3,0,s
203,4,1,i
204,3,0,s
205,8,1,s
206,7,0,s
207,6,0,s
208,4,0,s
209,6,1,i
210,5,0,s
211,4,1,s
212,3,1,s
213,10,0,s
214,5,0,i
215,6,0,s
216,6,1,i
217,6,0,s
218,3,1,s
219,4,0,s
220,5,0,s
221,6,1,s
222,4,1,s
223,4,1,s
224,4,0,s
225,7,1,s
226,5,0,s
227,6,1,s
228,8,1,i
229,5,0,s
230,7,0,s
231,5,0,s
232,5,1,s
233,6,0,s
234,8,0,s
235,7,1,s
236,7,1,s
237,9,0,s
238,2,0,s
239,3,0,s
240,3,0,s
241,6,0,s
