"","sampleNo","pop","testatus_i_rdsIest","testatus_s_rdsIest","testatus_i_rdsIIest","testatus_s_rdsIIest","testatus_i_rdsIse","testatus_s_rdsIse","testatus_i_rdsIIse","testatus_s_rdsIIse","testatus_i_rdsI95low","testatus_s_rdsI95low","testatus_i_rdsII95low","testatus_s_rdsII95low","testatus_i_rdsI95high","testatus_s_rdsI95high","testatus_i_rdsII95high","testatus_s_rdsII95high","testatus_i_true","testatus_s_true","blk_0_rdsIest","blk_1_rdsIest","blk_0_rdsIIest","blk_1_rdsIIest","blk_0_rdsIse","blk_1_rdsIse","blk_0_rdsIIse","blk_1_rdsIIse","blk_0_rdsI95low","blk_1_rdsI95low","blk_0_rdsII95low","blk_1_rdsII95low","blk_0_rdsI95high","blk_1_rdsI95high","blk_0_rdsII95high","blk_1_rdsII95high","blk_0_true","blk_1_true"
"21",20,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.298336624954669,0.701663375045331,0.294415514970554,0.705584485029446,0.0589272895123856,0.0589272895123856,0.0700092724530749,0.0700092724530749,0.182839137510393,0.586165887601055,0.157197340962527,0.568366311021419,0.413834112398945,0.817160862489607,0.431633688978581,0.842802659037473,0.2055,0.7945,0.45459932730038,0.54540067269962,0.457810419634879,0.542189580365122,0.0603978484787086,0.0603978484787086,0.0741406765048205,0.0741406765048205,0.336219544282111,0.427020889681351,0.31249469368543,0.396873854415673,0.572979110318649,0.663780455717889,0.603126145584327,0.68750530631457,0.484,0.516
"22",21,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.205053398688962,0.794946601311038,0.229546935421583,0.770453064578417,0.0406836566032713,0.0406836566032713,0.0596718327636601,0.0596718327636601,0.12531343174655,0.715206634368626,0.112590143204809,0.653496272361644,0.284793365631374,0.87468656825345,0.346503727638356,0.887409856795191,0.2055,0.7945,0.572712766883081,0.427287233116919,0.578917551467598,0.421082448532401,0.0576859774429609,0.0576859774429609,0.071251528296314,0.071251528296314,0.459648251094878,0.314222717328715,0.439264556006823,0.281429453071626,0.685777282671285,0.540351748905122,0.718570546928374,0.560735443993177,0.484,0.516
"23",22,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.230631704985288,0.769368295014712,0.240273167030257,0.759726832969743,0.0420580991882244,0.0420580991882244,0.0576524770556193,0.0576524770556193,0.148197830576368,0.686934420605793,0.127274312001243,0.646727977940729,0.313065579394207,0.851802169423632,0.353272022059271,0.872725687998757,0.2055,0.7945,0.537290620977649,0.462709379022351,0.529185241392393,0.470814758607607,0.058886095007951,0.058886095007951,0.0754973065831689,0.0754973065831688,0.421873874762065,0.347292632806767,0.381210520489382,0.322840037704596,0.652707367193233,0.578126125237935,0.677159962295404,0.618789479510618,0.484,0.516
"24",23,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.166639368947171,0.833360631052829,0.140558848433531,0.859441151566469,0.0378555781499147,0.0378555781499147,0.0360159332538624,0.0360159332538624,0.0924424357733381,0.759163697878996,0.0699676192559607,0.788849922388899,0.240836302121004,0.907557564226662,0.211150077611101,0.930032380744039,0.2055,0.7945,0.524546257514887,0.475453742485113,0.519616144510302,0.480383855489698,0.0591868565420333,0.0591868565420333,0.0788170875082163,0.0788170875082163,0.408540018692502,0.359447503662727,0.365134652994198,0.325902363973594,0.640552496337273,0.591459981307498,0.674097636026406,0.634865347005802,0.484,0.516
"25",24,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.200448135548836,0.799551864451164,0.21832314929018,0.78167685070982,0.0415439355755735,0.0415439355755735,0.0677893054272413,0.0677893054272413,0.119022021820712,0.71812575072304,0.0854561106527869,0.648809812072427,0.28187424927696,0.880977978179288,0.351190187927573,0.914543889347213,0.2055,0.7945,0.41225247083019,0.58774752916981,0.404648730028025,0.595351269971975,0.0575666414034746,0.0575666414034746,0.0824968973694162,0.0824968973694162,0.29942185367938,0.474916912019,0.24295481118397,0.433657351127919,0.525083087981,0.70057814632062,0.566342648872081,0.75704518881603,0.484,0.516
"26",25,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.194024332877273,0.805975667122727,0.206619032123526,0.793380967876474,0.0442628748414146,0.0442628748414146,0.0892251569045763,0.0892251569045763,0.1072690981881,0.719220432433554,0.0317377245905563,0.618499660343504,0.280779567566446,0.8927309018119,0.381500339656496,0.968262275409444,0.2055,0.7945,0.596445888621732,0.403554111378268,0.579302042418882,0.420697957581118,0.0595282933197999,0.0595282933197999,0.102092095439023,0.102092095439023,0.479770433714925,0.28687865647146,0.379201535358396,0.220597450520633,0.71312134352854,0.520229566285075,0.779402549479367,0.620798464641604,0.484,0.516
"27",26,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.276595969290035,0.723404030709965,0.273715865142928,0.726284134857072,0.0501134694899545,0.0501134694899545,0.0640441177062748,0.0640441177062748,0.178373569089725,0.625181630509654,0.148189394438629,0.600757664152774,0.374818369490346,0.821626430910275,0.399242335847226,0.851810605561371,0.2055,0.7945,0.555939615616272,0.444060384383728,0.508625023366055,0.491374976633945,0.0620314225535415,0.0620314225535414,0.077342909631538,0.077342909631538,0.434358027411331,0.322478796178787,0.35703292048824,0.339782873756131,0.677521203821213,0.565641972588669,0.660217126243869,0.64296707951176,0.484,0.516
"28",27,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.110047479241054,0.889952520758946,0.105336230081146,0.894663769918854,0.0246712398493958,0.0246712398493958,0.0291533323178763,0.0291533323178763,0.0616918491362377,0.841596890654131,0.0481956987381082,0.837523238575817,0.158403109345869,0.938308150863762,0.162476761424183,0.951804301261892,0.2055,0.7945,0.424436094739479,0.575563905260521,0.473297462612883,0.526702537387117,0.0637423927104837,0.0637423927104837,0.0739394220257081,0.0739394220257081,0.299501005026931,0.450628815547973,0.328376195442495,0.381781270216729,0.549371184452027,0.700498994973069,0.618218729783271,0.671623804557505,0.484,0.516
"29",28,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.144184513731944,0.855815486268056,0.13781440919742,0.86218559080258,0.0359642576087429,0.0359642576087428,0.0433724812456895,0.0433724812456895,0.0736945688188078,0.78532554135492,0.0528043459558689,0.777175527561028,0.21467445864508,0.926305431181192,0.222824472438972,0.947195654044131,0.2055,0.7945,0.500615220611065,0.499384779388935,0.477707299461266,0.522292700538734,0.0649665189111476,0.0649665189111476,0.0849566851320275,0.0849566851320274,0.373280843545216,0.372050402323086,0.311192196602492,0.355777597679961,0.627949597676914,0.626719156454784,0.644222402320039,0.688807803397508,0.484,0.516
"30",29,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.12728135185748,0.87271864814252,0.139283676908615,0.860716323091385,0.0283459791461939,0.0283459791461939,0.0447953845901669,0.0447953845901669,0.0717232327309403,0.81716052901598,0.0514847231118883,0.772917369294657,0.18283947098402,0.92827676726906,0.227082630705342,0.948515276888112,0.2055,0.7945,0.556161308183022,0.443838691816978,0.560611391297051,0.439388608702949,0.0622156666963149,0.0622156666963148,0.0795777290909921,0.0795777290909921,0.434218601458245,0.321895985092201,0.404639042278707,0.283416259684605,0.678104014907799,0.565781398541755,0.716583740315395,0.595360957721294,0.484,0.516
"31",30,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.177675727706028,0.822324272293972,0.189406747099055,0.810593252900945,0.0357266476470438,0.0357266476470438,0.0453665915503086,0.0453665915503086,0.107651498317822,0.752300042905766,0.10048822766045,0.72167473346234,0.247699957094234,0.892348501682178,0.27832526653766,0.89951177233955,0.2055,0.7945,0.540409583279218,0.459590416720782,0.526646430492584,0.473353569507416,0.05843972393203,0.05843972393203,0.0812801003534172,0.0812801003534172,0.42586772437244,0.345048557814003,0.367337433799887,0.314044572814718,0.654951442185997,0.57413227562756,0.685955427185282,0.632662566200113,0.484,0.516
"32",31,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.299319721672894,0.700680278327106,0.312328303164867,0.687671696835133,0.0538033282248789,0.0538033282248789,0.0627140765421565,0.0627140765421566,0.193865198352132,0.595225755006343,0.18940871314224,0.564752106812507,0.404774244993657,0.806134801647868,0.435247893187493,0.81059128685776,0.2055,0.7945,0.520682564051019,0.479317435948981,0.535957550897528,0.464042449102472,0.0602216820084521,0.0602216820084521,0.0776367449849681,0.0776367449849681,0.402648067314452,0.361282939212415,0.38378953072699,0.311874428931935,0.638717060787585,0.597351932685548,0.688125571068065,0.61621046927301,0.484,0.516
"33",32,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.211561076601471,0.788438923398529,0.24198940919946,0.75801059080054,0.0435637410919088,0.0435637410919088,0.0582866905617575,0.0582866905617575,0.126176144061329,0.703053990858388,0.127747495698415,0.643768677299495,0.296946009141612,0.873823855938671,0.356231322700505,0.872252504301585,0.2055,0.7945,0.551736641314441,0.448263358685559,0.567334648530786,0.432665351469214,0.0596403014502268,0.0596403014502268,0.0820185378520646,0.0820185378520646,0.434841650471996,0.331368367843114,0.406578314340739,0.271909017279167,0.668631632156886,0.565158349528003,0.728090982720833,0.593421685659261,0.484,0.516
"34",33,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.199838812547846,0.800161187452154,0.223089831726624,0.776910168273376,0.0390495491320929,0.0390495491320929,0.0667977042839522,0.0667977042839522,0.123301696248944,0.723624071153252,0.0921663313300781,0.645986667876829,0.276375928846748,0.876698303751056,0.354013332123171,0.907833668669922,0.2055,0.7945,0.552367504554478,0.447632495445522,0.529782014534641,0.470217985465359,0.0599519891767639,0.0599519891767639,0.109976489041148,0.109976489041148,0.434861605768021,0.330126596659064,0.31422809601399,0.254664066944709,0.669873403340936,0.565138394231979,0.745335933055291,0.68577190398601,0.484,0.516
"35",34,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.230871623124502,0.769128376875498,0.227374026800961,0.772625973199039,0.0572035717723603,0.0572035717723603,0.0922372054481327,0.0922372054481328,0.118752622450676,0.657009376201672,0.0465891041226207,0.591841050520699,0.342990623798328,0.881247377549324,0.408158949479301,0.953410895877379,0.2055,0.7945,0.586621610227892,0.413378389772108,0.513617550866835,0.486382449133165,0.0818671186321408,0.0818671186321407,0.106678629782153,0.106678629782153,0.426162057708896,0.252918837253112,0.304527436493814,0.277292334760145,0.747081162746888,0.573837942291104,0.722707665239855,0.695472563506186,0.484,0.516
"36",35,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.212838152864262,0.787161847135738,0.208755558795655,0.791244441204345,0.04886015059216,0.04886015059216,0.0591460311735149,0.059146031173515,0.117072257703629,0.691395951975104,0.0928293376955658,0.675318220104256,0.308604048024896,0.882927742296371,0.324681779895744,0.907170662304434,0.2055,0.7945,0.255245861085277,0.744754138914723,0.266439454691259,0.733560545308741,0.0502856071175418,0.0502856071175418,0.0648027961237739,0.064802796123774,0.156686071134895,0.646194348964341,0.139425974288662,0.606547064906144,0.353805651035659,0.843313928865105,0.393452935093856,0.860574025711338,0.484,0.516
"37",36,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.193254204089014,0.806745795910986,0.223684070296597,0.776315929703403,0.0468316170706525,0.0468316170706525,0.0723026932810193,0.0723026932810194,0.101464234630536,0.714955826452507,0.0819707914657992,0.634602650872605,0.285044173547493,0.898535765369465,0.365397349127395,0.918029208534201,0.2055,0.7945,0.303679040467381,0.696320959532619,0.313686308362908,0.686313691637092,0.0601515909600302,0.0601515909600301,0.086567081198234,0.0865670811982339,0.185781922185722,0.57842384125096,0.144014829214369,0.516642212488554,0.42157615874904,0.814218077814278,0.483357787511446,0.855985170785631,0.484,0.516
"38",37,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.171172595221625,0.828827404778375,0.163607438772306,0.836392561227694,0.0373340858602743,0.0373340858602743,0.0462891227682346,0.0462891227682347,0.0979977869354872,0.755652596492238,0.0728807581465659,0.745665880601954,0.244347403507762,0.902002213064513,0.254334119398046,0.927119241853434,0.2055,0.7945,0.511795678145384,0.488204321854616,0.492663374502638,0.507336625497362,0.0614589521793859,0.0614589521793859,0.0829864061737352,0.0829864061737352,0.391336131873788,0.367744775583019,0.330010018402117,0.344683269396841,0.632255224416981,0.608663868126212,0.655316730603159,0.669989981597883,0.484,0.516
"39",38,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.16501728825757,0.83498271174243,0.158583297135725,0.841416702864275,0.0407555851171275,0.0407555851171275,0.047865437431017,0.047865437431017,0.0851363414280005,0.75510176491286,0.0647670397709313,0.747600445499482,0.24489823508714,0.914863658572,0.252399554500518,0.935232960229069,0.2055,0.7945,0.466126393630572,0.533873606369428,0.477053005317185,0.522946994682814,0.0589744109330572,0.0589744109330572,0.0742988910977349,0.0742988910977349,0.35053654820178,0.418283760940636,0.331427178765625,0.377321168131254,0.581716239059364,0.64946345179822,0.622678831868746,0.668572821234375,0.484,0.516
"40",39,"simulationRuns/sim_6//data/epi_2000-0.25-0.5_1",0.19935883231541,0.80064116768459,0.19035384714067,0.80964615285933,0.0415789328853792,0.0415789328853793,0.0573282175475122,0.0573282175475122,0.117864123860067,0.719146459229246,0.0779905407475463,0.697282846466206,0.280853540770754,0.882135876139933,0.302717153533794,0.922009459252454,0.2055,0.7945,0.445947952225241,0.554052047774759,0.484278757556373,0.515721242443627,0.0607401974921453,0.0607401974921453,0.145450224816558,0.145450224816558,0.326897165140636,0.435001260690155,0.199196316915919,0.230638801803173,0.564998739309845,0.673102834859364,0.769361198196826,0.800803683084081,0.484,0.516
