"","pop","popName","percent","true"
"1","simulationRuns/sim_6//data/epi_2000-0.25-0.5_1","epi_2000-0.25-0.5_1",0.85,0.2055
"2","simulationRuns/sim_6//data/epi_2000-0.25-0.75_1","epi_2000-0.25-0.75_1",0.778894472361809,0.1245
"3","simulationRuns/sim_6//data/epi_2000-0.5-0.5_1","epi_2000-0.5-0.5_1",0.83,0.1325
"4","simulationRuns/sim_6//data/epi_2000-0.5-0.75_1","epi_2000-0.5-0.75_1",0.796954314720812,0.08
"5","simulationRuns/sim_6//data/epi_2000-0.75-0.5_1","epi_2000-0.75-0.5_1",0.838383838383838,0.113
"6","simulationRuns/sim_6//data/epi_2000-0.75-0.75_1","epi_2000-0.75-0.75_1",0.813131313131313,0.0835
"7","simulationRuns/sim_6//data/epi_2000-0.9-0.5_1","epi_2000-0.9-0.5_1",0.795,0.144
"8","simulationRuns/sim_6//data/epi_2000-0.9-0.75_1","epi_2000-0.9-0.75_1",0.747474747474748,0.0985
"9","simulationRuns/sim_6//data/epi_4000-0.25-0.5_1","epi_4000-0.25-0.5_1",0.82,0.04975
