"","sim_i","t","out","in"
"1",1,1,765,1
"2",1,1,1645,1
"3",1,1,1727,1
"4",1,1,1935,1
"5",1,1,2639,1
"6",1,1,2818,1
"7",1,1,2838,1
"8",1,1,581,2
"9",1,1,1507,2
"10",1,1,2175,2
"11",1,1,1761,3
"12",1,1,2383,3
"13",1,1,2399,3
"14",1,1,2991,3
"15",1,1,55,4
"16",1,1,149,4
"17",1,1,379,4
"18",1,1,624,4
"19",1,1,1098,4
"20",1,1,1349,4
"21",1,1,1450,4
"22",1,1,1793,4
"23",1,1,854,5
"24",1,1,869,5
"25",1,1,2113,5
"26",1,1,2426,5
"27",1,1,2443,5
"28",1,1,119,6
"29",1,1,122,6
"30",1,1,187,6
"31",1,1,294,6
"32",1,1,713,6
"33",1,1,1813,6
"34",1,1,2574,6
"35",1,1,146,7
"36",1,1,506,7
"37",1,1,621,7
"38",1,1,1749,7
"39",1,1,2375,7
"40",1,1,2434,7
"41",1,1,2633,7
"42",1,1,390,8
"43",1,1,1038,8
"44",1,1,1395,8
"45",1,1,2865,8
"46",1,1,329,9
"47",1,1,1209,9
"48",1,1,2399,9
"49",1,1,2976,9
"50",1,1,381,10
"51",1,1,1228,10
"52",1,1,1327,10
"53",1,1,1609,10
"54",1,1,1741,10
"55",1,1,2827,10
"56",1,1,120,11
"57",1,1,886,11
"58",1,1,1347,11
"59",1,1,1528,11
"60",1,1,1767,11
"61",1,1,1932,11
"62",1,1,2255,11
"63",1,1,2442,11
"64",1,1,2682,11
"65",1,1,843,12
"66",1,1,1090,12
"67",1,1,1408,12
"68",1,1,1607,12
"69",1,1,1616,12
"70",1,1,1891,12
"71",1,1,2324,12
"72",1,1,288,13
"73",1,1,475,13
"74",1,1,691,13
"75",1,1,877,13
"76",1,1,907,13
"77",1,1,1030,13
"78",1,1,2479,13
"79",1,1,387,14
"80",1,1,1158,14
"81",1,1,1790,14
"82",1,1,1895,14
"83",1,1,1034,15
"84",1,1,1332,15
"85",1,1,1604,15
"86",1,1,1999,15
"87",1,1,2251,15
"88",1,1,314,16
"89",1,1,732,16
"90",1,1,1299,16
"91",1,1,1637,16
"92",1,1,1810,16
"93",1,1,2320,16
"94",1,1,2440,16
"95",1,1,161,17
"96",1,1,422,17
"97",1,1,585,17
"98",1,1,2253,17
"99",1,1,2551,17
"100",1,1,385,18
"101",1,1,2318,18
