,sim_i,t,source,target
29843,1,19,326,1141
29844,1,19,341,1700
29845,1,19,348,2412
29846,1,19,349,842
29847,1,19,352,1366
29848,1,19,359,1721
29849,1,19,368,766
29850,1,19,370,2027
29851,1,19,386,770
29852,1,19,393,1012
29853,1,19,402,1350
29854,1,19,415,690
29855,1,19,416,1065
29856,1,19,434,1603
29857,1,19,442,1710
29858,1,19,455,2306
29859,1,19,462,691
29860,1,19,463,1716
29861,1,19,463,2597
29862,1,19,466,2477
29863,1,19,482,2200
29864,1,19,485,2578
29865,1,19,489,1060
29866,1,19,501,1598
29867,1,19,520,2995
29868,1,19,525,1622
29869,1,19,533,1673
29870,1,19,556,2161
29871,1,19,558,1768
29872,1,19,562,1018
29873,1,19,588,2102
29874,1,19,598,612
29875,1,19,599,2859
29876,1,19,603,2495
29877,1,19,613,2962
29878,1,19,631,1787
29879,1,19,632,1220
29880,1,19,643,981
29881,1,19,649,2530
29882,1,19,651,1079
29883,1,19,669,914
29884,1,19,676,1906
29885,1,19,697,1477
29886,1,19,701,1407
29887,1,19,707,2194
29888,1,19,724,2241
29889,1,19,763,1111
29890,1,19,765,1854
29891,1,19,767,2099
29892,1,19,770,1201
29893,1,19,776,1258
29894,1,19,800,1176
29895,1,19,805,1344
29896,1,19,811,1083
29897,1,19,814,2583
29898,1,19,821,2532
29899,1,19,837,1436
29900,1,19,842,2955
29901,1,19,850,1193
29902,1,19,867,1195
29903,1,19,867,1264
29904,1,19,900,1191
29905,1,19,974,1363
29906,1,19,978,1450
29907,1,19,991,2820
29908,1,19,1004,1321
29909,1,19,1027,1158
29910,1,19,1054,1517
29911,1,19,1112,2665
29912,1,19,1132,1341
29913,1,19,1148,1749
29914,1,19,1206,2503
29915,1,19,1208,2709
29916,1,19,1212,2565
29917,1,19,1247,2467
29918,1,19,1255,2491
29919,1,19,1279,2957
29920,1,19,1280,2211
29921,1,19,1316,1975
29922,1,19,1324,1518
29923,1,19,1335,1978
29924,1,19,1354,2026
29925,1,19,1360,1642
29926,1,19,1380,2208
29927,1,19,1384,1848
29928,1,19,1410,1547
29929,1,19,1441,2980
29930,1,19,1442,2649
29931,1,19,1493,1735
29932,1,19,1495,1611
29933,1,19,1504,2946
29934,1,19,1524,1525
29935,1,19,1536,2775
29936,1,19,1541,2724
29937,1,19,1551,2150
29938,1,19,1569,1613
29939,1,19,1593,1650
29940,1,19,1596,2522
29941,1,19,1600,2164
29942,1,19,1610,2201
29943,1,19,1644,2351
29944,1,19,1656,2834
29945,1,19,1666,1776
29946,1,19,1670,2792
29947,1,19,1672,1885
29948,1,19,1676,2477
29949,1,19,1730,1936
29950,1,19,1752,2309
29951,1,19,1781,2534
29952,1,19,1831,2839
29953,1,19,1887,2897
29954,1,19,1893,2092
29955,1,19,1937,2474
29956,1,19,1943,2662
29957,1,19,1967,2001
29958,1,19,2015,2478
29959,1,19,2036,2718
29960,1,19,2060,2799
29961,1,19,2068,2682
29962,1,19,2101,2152
29963,1,19,2125,2278
29964,1,19,2157,2468
29965,1,19,2168,2528
29966,1,19,2195,2537
29967,1,19,2263,2983
29968,1,19,2267,2805
29969,1,19,2268,2328
29970,1,19,2296,2959
29971,1,19,2313,2902
29972,1,19,2322,2811
29973,1,19,2352,2718
29974,1,19,2353,2802
29975,1,19,2372,2923
29976,1,19,2380,2998
29977,1,19,2397,2650
29978,1,19,2405,2508
29979,1,19,2457,2634
29980,1,19,2518,2850
29981,1,19,2548,2848
29982,1,19,2557,2779
29983,1,19,2589,2735
29984,1,19,2650,2983
29985,1,19,2715,2992
29986,1,19,2761,2853
29987,1,19,2765,2921
29988,1,19,4,27
29989,1,19,5,2870
29990,1,19,13,2011
29991,1,19,19,462
29992,1,19,23,1437
29993,1,19,30,105
29994,1,19,36,969
29995,1,19,36,2233
29996,1,19,44,1679
29997,1,19,45,2364
29998,1,19,46,147
29999,1,19,53,1117
30000,1,19,57,1559
30001,1,19,57,2986
30002,1,19,60,318
30003,1,19,88,1343
30004,1,19,100,2788
30005,1,19,104,2861
30006,1,19,110,868
30007,1,19,111,1220
30008,1,19,111,2196
30009,1,19,114,231
30010,1,19,116,1038
30011,1,19,133,1082
30012,1,19,137,906
30013,1,19,138,2909
30014,1,19,168,1261
30015,1,19,171,1304
30016,1,19,172,940
30017,1,19,180,1249
30018,1,19,180,2862
30019,1,19,185,2620
30020,1,19,199,2410
30021,1,19,200,2037
30022,1,19,201,1837
30023,1,19,214,2075
30024,1,19,221,1252
30025,1,19,223,1928
30026,1,19,226,2430
30027,1,19,228,959
30028,1,19,231,522
30029,1,19,236,1597
30030,1,19,239,1376
30031,1,19,247,805
30032,1,19,255,1044
30033,1,19,262,1603
30034,1,19,264,2712
30035,1,19,283,1020
30036,1,19,292,302
30037,1,19,292,1007
30038,1,19,314,2186
30039,1,19,322,1969
30040,1,19,340,2235
30041,1,19,356,2824
30042,1,19,359,2745
30043,1,19,365,2981
30044,1,19,373,2527
30045,1,19,381,1511
30046,1,19,384,1220
30047,1,19,397,2865
30048,1,19,401,2876
30049,1,19,410,1489
30050,1,19,410,1655
30051,1,19,427,1886
30052,1,19,440,1121
30053,1,19,452,2297
30054,1,19,456,1275
30055,1,19,464,1952
30056,1,19,472,1607
30057,1,19,473,1254
30058,1,19,503,1499
30059,1,19,520,1583
30060,1,19,526,1516
30061,1,19,532,1619
30062,1,19,533,636
30063,1,19,555,2809
30064,1,19,580,1029
30065,1,19,582,1328
30066,1,19,599,2616
30067,1,19,612,1930
30068,1,19,622,2568
30069,1,19,625,1093
30070,1,19,627,2586
30071,1,19,645,1505
30072,1,19,655,1964
30073,1,19,660,673
30074,1,19,660,1042
30075,1,19,681,1802
30076,1,19,689,2497
30077,1,19,691,1211
30078,1,19,703,758
30079,1,19,738,1364
30080,1,19,740,2017
30081,1,19,762,826
30082,1,19,775,2874
30083,1,19,777,1262
30084,1,19,782,2978
30085,1,19,800,2836
30086,1,19,803,2324
30087,1,19,826,2892
30088,1,19,838,2987
30089,1,19,848,1309
30090,1,19,851,2322
30091,1,19,861,1815
30092,1,19,863,2650
30093,1,19,888,1552
30094,1,19,889,1909
30095,1,19,898,2650
30096,1,19,920,1970
30097,1,19,940,1460
30098,1,19,942,2985
30099,1,19,965,2039
30100,1,19,968,2843
30101,1,19,976,2319
30102,1,19,981,1068
30103,1,19,982,1410
30104,1,19,1007,2316
30105,1,19,1010,2018
30106,1,19,1019,2603
30107,1,19,1027,2807
30108,1,19,1028,1434
30109,1,19,1032,1675
30110,1,19,1032,2100
30111,1,19,1041,2263
30112,1,19,1063,1894
30113,1,19,1068,1435
30114,1,19,1068,2133
30115,1,19,1088,1773
30116,1,19,1098,2516
30117,1,19,1105,1108
30118,1,19,1109,1409
30119,1,19,1123,2183
30120,1,19,1160,2917
30121,1,19,1175,2978
30122,1,19,1179,1577
30123,1,19,1185,2785
30124,1,19,1193,1853
30125,1,19,1245,2133
30126,1,19,1250,2263
30127,1,19,1252,2609
30128,1,19,1252,2754
30129,1,19,1265,1586
30130,1,19,1267,2955
30131,1,19,1276,2291
30132,1,19,1289,1725
30133,1,19,1315,1936
30134,1,19,1323,2126
30135,1,19,1336,2675
30136,1,19,1348,1538
30137,1,19,1359,2441
30138,1,19,1370,1789
30139,1,19,1372,1801
30140,1,19,1380,2643
30141,1,19,1384,2324
30142,1,19,1399,2651
30143,1,19,1419,2274
30144,1,19,1426,1967
30145,1,19,1471,2367
30146,1,19,1473,2339
30147,1,19,1488,2363
30148,1,19,1506,2791
30149,1,19,1506,2946
30150,1,19,1523,1547
30151,1,19,1580,1811
30152,1,19,1598,2802
30153,1,19,1600,2438
30154,1,19,1612,2458
30155,1,19,1616,1661
30156,1,19,1632,2132
30157,1,19,1666,1866
30158,1,19,1720,1859
30159,1,19,1731,1921
30160,1,19,1744,1911
30161,1,19,1744,2246
30162,1,19,1746,2582
30163,1,19,1771,2760
30164,1,19,1775,2799
30165,1,19,1782,2094
30166,1,19,1785,2899
30167,1,19,1804,1852
30168,1,19,1834,1853
30169,1,19,1849,2440
30170,1,19,1869,1895
30171,1,19,1883,1899
30172,1,19,1900,2884
30173,1,19,1913,2756
30174,1,19,1981,2887
30175,1,19,1983,2707
30176,1,19,2014,2463
30177,1,19,2018,2069
30178,1,19,2108,2680
30179,1,19,2135,2639
30180,1,19,2139,2951
30181,1,19,2143,2735
30182,1,19,2149,2271
30183,1,19,2154,2460
30184,1,19,2159,2446
30185,1,19,2170,2933
30186,1,19,2218,2516
30187,1,19,2231,2972
30188,1,19,2249,2994
30189,1,19,2312,2913
30190,1,19,2319,2558
30191,1,19,2341,2472
30192,1,19,2347,2388
30193,1,19,2496,2616
30194,1,19,2570,2580
30195,1,19,2628,2858
30196,1,19,2659,2746
30197,1,19,2709,2986
30198,1,19,2714,2749
30199,1,19,2717,2894
30200,1,19,2733,2790
30201,1,19,2754,2928
30202,1,19,2756,2799
30203,1,19,14,719
30204,1,19,14,1228
30205,1,19,18,232
30206,1,19,31,137
30207,1,19,37,802
30208,1,19,40,2420
30209,1,19,40,2701
30210,1,19,47,879
30211,1,19,54,928
30212,1,19,61,2448
30213,1,19,62,1407
30214,1,19,63,1076
30215,1,19,63,2694
30216,1,19,67,2565
30217,1,19,77,1912
30218,1,19,77,2644
30219,1,19,78,1657
30220,1,19,87,1908
30221,1,19,92,284
30222,1,19,93,1307
30223,1,19,93,1837
30224,1,19,94,726
30225,1,19,96,2297
30226,1,19,111,1287
30227,1,19,111,1833
30228,1,19,116,1290
30229,1,19,131,514
30230,1,19,140,1468
30231,1,19,143,2671
30232,1,19,146,2465
30233,1,19,152,674
30234,1,19,157,1336
30235,1,19,163,2688
30236,1,19,164,1166
30237,1,19,176,2458
30238,1,19,179,681
30239,1,19,180,2024
30240,1,19,188,1901
30241,1,19,191,1422
30242,1,19,213,2305
30243,1,19,217,821
30244,1,19,229,1740
30245,1,19,230,460
30246,1,19,233,2678
30247,1,19,239,2125
30248,1,19,249,2878
30249,1,19,253,765
30250,1,19,255,1084
30251,1,19,266,286
30252,1,19,272,886
30253,1,19,291,1033
30254,1,19,296,469
30255,1,19,308,1109
30256,1,19,319,1355
30257,1,19,338,2175
30258,1,19,339,2573
30259,1,19,341,1304
30260,1,19,344,2654
30261,1,19,345,1384
30262,1,19,348,1086
30263,1,19,373,2141
30264,1,19,380,1914
30265,1,19,393,1722
30266,1,19,394,1257
30267,1,19,398,2429
30268,1,19,400,2585
30269,1,19,411,722
30270,1,19,422,1523
30271,1,19,431,1975
30272,1,19,435,2148
30273,1,19,437,1398
30274,1,19,456,931
30275,1,19,456,1318
30276,1,19,463,2807
30277,1,19,476,673
30278,1,19,481,1286
30279,1,19,490,1120
30280,1,19,491,2663
30281,1,19,513,1210
30282,1,19,514,2651
30283,1,19,520,2042
30284,1,19,532,1736
30285,1,19,540,1581
30286,1,19,549,1361
30287,1,19,550,2393
30288,1,19,550,2747
30289,1,19,571,1767
30290,1,19,575,1819
30291,1,19,584,689
30292,1,19,595,941
30293,1,19,601,926
30294,1,19,617,2040
30295,1,19,622,1988
30296,1,19,646,1192
30297,1,19,655,1664
30298,1,19,667,2251
30299,1,19,667,2823
30300,1,19,677,1155
30301,1,19,683,1490
30302,1,19,694,2404
30303,1,19,705,2986
30304,1,19,711,1067
30305,1,19,712,850
30306,1,19,720,2830
30307,1,19,737,1202
30308,1,19,741,2114
30309,1,19,746,1664
30310,1,19,757,1882
30311,1,19,765,2389
30312,1,19,769,2514
30313,1,19,787,1685
30314,1,19,805,1457
30315,1,19,810,1464
30316,1,19,822,2775
30317,1,19,832,1574
30318,1,19,832,2660
30319,1,19,839,2700
30320,1,19,843,1343
30321,1,19,869,1852
30322,1,19,870,2973
30323,1,19,872,2224
30324,1,19,878,1556
30325,1,19,901,987
30326,1,19,901,1357
30327,1,19,911,926
30328,1,19,911,2603
30329,1,19,919,2121
30330,1,19,938,1829
30331,1,19,942,1535
30332,1,19,946,2920
30333,1,19,947,1147
30334,1,19,952,1879
30335,1,19,980,1904
30336,1,19,981,1586
30337,1,19,982,1183
30338,1,19,991,2424
30339,1,19,994,2535
30340,1,19,1009,2727
30341,1,19,1012,1357
30342,1,19,1013,2825
30343,1,19,1014,2241
30344,1,19,1068,1133
30345,1,19,1073,2480
30346,1,19,1096,2360
30347,1,19,1121,2449
30348,1,19,1127,2238
30349,1,19,1127,2720
30350,1,19,1127,2896
30351,1,19,1128,2993
30352,1,19,1133,2428
30353,1,19,1133,2890
30354,1,19,1143,2910
30355,1,19,1146,1216
30356,1,19,1152,1580
30357,1,19,1152,1655
30358,1,19,1166,1964
30359,1,19,1167,1419
30360,1,19,1169,2991
30361,1,19,1189,2218
30362,1,19,1200,2162
30363,1,19,1206,1958
30364,1,19,1214,1456
30365,1,19,1238,2793
30366,1,19,1242,2073
30367,1,19,1265,2806
30368,1,19,1290,2202
30369,1,19,1296,1672
30370,1,19,1302,2342
30371,1,19,1325,2918
30372,1,19,1327,2971
30373,1,19,1329,2660
30374,1,19,1333,1625
30375,1,19,1345,1614
30376,1,19,1356,2742
30377,1,19,1358,2641
30378,1,19,1359,1880
30379,1,19,1366,2699
30380,1,19,1367,1567
30381,1,19,1380,1985
30382,1,19,1383,2784
30383,1,19,1398,2671
30384,1,19,1415,2182
30385,1,19,1444,1686
30386,1,19,1445,2832
30387,1,19,1454,2473
30388,1,19,1455,2390
30389,1,19,1458,2105
30390,1,19,1467,2627
30391,1,19,1491,2540
30392,1,19,1533,1550
30393,1,19,1559,2015
30394,1,19,1562,2475
30395,1,19,1572,2742
30396,1,19,1609,2559
30397,1,19,1611,1870
30398,1,19,1618,2424
30399,1,19,1618,2605
30400,1,19,1621,1757
30401,1,19,1622,2693
30402,1,19,1625,1922
30403,1,19,1687,2938
30404,1,19,1706,2946
30405,1,19,1709,1967
30406,1,19,1724,1890
30407,1,19,1726,2811
30408,1,19,1729,2537
30409,1,19,1795,2637
30410,1,19,1805,2203
30411,1,19,1805,2969
30412,1,19,1806,1956
30413,1,19,1814,2553
30414,1,19,1825,2298
30415,1,19,1836,2726
30416,1,19,1864,2664
30417,1,19,1887,2832
30418,1,19,1893,2547
30419,1,19,1956,2216
30420,1,19,1960,2646
30421,1,19,1998,2165
30422,1,19,2008,2581
30423,1,19,2038,2281
30424,1,19,2050,2374
30425,1,19,2076,2571
30426,1,19,2178,2674
30427,1,19,2257,2942
30428,1,19,2314,2792
30429,1,19,2388,2934
30430,1,19,2395,2551
30431,1,19,2416,2906
30432,1,19,2466,2580
30433,1,19,2479,2601
30434,1,19,2530,2957
30435,1,19,2578,2674
30436,1,19,2650,2919
30437,1,19,2754,2762
30438,1,19,2767,2798
30439,1,19,2987,2996
30440,1,19,8,1709
30441,1,19,10,313
30442,1,19,23,1330
30443,1,19,28,690
30444,1,19,33,1345
30445,1,19,36,2310
30446,1,19,38,2631
30447,1,19,39,2121
30448,1,19,42,1785
30449,1,19,51,623
30450,1,19,59,2570
30451,1,19,65,1378
30452,1,19,66,291
30453,1,19,66,802
30454,1,19,67,123
30455,1,19,67,1467
30456,1,19,69,1763
30457,1,19,71,2145
30458,1,19,78,2950
30459,1,19,85,2979
30460,1,19,93,2939
30461,1,19,101,2905
30462,1,19,119,480
30463,1,19,119,1182
30464,1,19,122,1889
30465,1,19,131,1120
30466,1,19,132,667
30467,1,19,139,1146
30468,1,19,163,2028
30469,1,19,164,1461
30470,1,19,173,2106
30471,1,19,186,2185
30472,1,19,194,2983
30473,1,19,199,2290
30474,1,19,202,2270
30475,1,19,214,601
30476,1,19,218,1032
30477,1,19,228,1745
30478,1,19,229,423
30479,1,19,235,942
30480,1,19,248,278
30481,1,19,249,2271
30482,1,19,271,2888
30483,1,19,283,641
30484,1,19,307,1564
30485,1,19,309,1587
30486,1,19,310,1457
30487,1,19,316,2779
30488,1,19,326,1003
30489,1,19,340,1888
30490,1,19,344,2845
30491,1,19,345,1241
30492,1,19,347,2829
30493,1,19,349,1412
30494,1,19,350,1256
30495,1,19,361,1125
30496,1,19,367,2920
30497,1,19,368,743
30498,1,19,368,2201
30499,1,19,371,2412
30500,1,19,388,1173
30501,1,19,389,2091
30502,1,19,404,2985
30503,1,19,406,1926
30504,1,19,407,1108
30505,1,19,411,1078
30506,1,19,426,1158
30507,1,19,437,2394
30508,1,19,438,1079
30509,1,19,444,1006
30510,1,19,444,1894
30511,1,19,450,839
30512,1,19,450,1309
30513,1,19,457,1841
30514,1,19,459,507
30515,1,19,460,748
30516,1,19,464,2692
30517,1,19,470,1098
30518,1,19,481,1331
30519,1,19,485,2746
30520,1,19,510,705
30521,1,19,536,2644
30522,1,19,538,1761
30523,1,19,544,2925
30524,1,19,553,713
30525,1,19,555,1230
30526,1,19,555,2761
30527,1,19,556,913
30528,1,19,559,1882
30529,1,19,562,1960
30530,1,19,572,782
30531,1,19,575,1368
30532,1,19,580,632
30533,1,19,593,1800
30534,1,19,593,2340
30535,1,19,598,1188
30536,1,19,613,1763
30537,1,19,617,2718
30538,1,19,619,1750
30539,1,19,622,2371
30540,1,19,625,2187
30541,1,19,628,2806
30542,1,19,633,1846
30543,1,19,636,1386
30544,1,19,646,935
30545,1,19,646,2816
30546,1,19,649,2937
30547,1,19,651,2969
30548,1,19,654,815
30549,1,19,659,1511
30550,1,19,664,665
30551,1,19,669,2322
30552,1,19,678,2607
30553,1,19,688,2011
30554,1,19,692,1752
30555,1,19,705,974
30556,1,19,715,2007
30557,1,19,716,2899
30558,1,19,719,2916
30559,1,19,728,1466
30560,1,19,729,2527
30561,1,19,732,1142
30562,1,19,739,1090
30563,1,19,747,2666
30564,1,19,763,1662
30565,1,19,778,1834
30566,1,19,782,2498
30567,1,19,786,2867
30568,1,19,788,1117
30569,1,19,794,1961
30570,1,19,805,2310
30571,1,19,808,1418
30572,1,19,814,1426
30573,1,19,819,1127
30574,1,19,827,2401
30575,1,19,832,2945
30576,1,19,840,2676
30577,1,19,844,2578
30578,1,19,852,1363
30579,1,19,868,2123
30580,1,19,871,1522
30581,1,19,892,1884
30582,1,19,895,2627
30583,1,19,909,1153
30584,1,19,920,1006
30585,1,19,921,1493
30586,1,19,925,2826
30587,1,19,946,2011
30588,1,19,952,1193
30589,1,19,972,1779
30590,1,19,982,1929
30591,1,19,983,2060
30592,1,19,983,2400
30593,1,19,1012,1079
30594,1,19,1015,1493
30595,1,19,1027,2567
30596,1,19,1036,1923
30597,1,19,1043,2963
30598,1,19,1055,1944
30599,1,19,1072,1457
30600,1,19,1094,2571
30601,1,19,1096,1920
30602,1,19,1106,1974
30603,1,19,1106,2698
30604,1,19,1120,2236
30605,1,19,1138,2200
30606,1,19,1143,2859
30607,1,19,1148,1947
30608,1,19,1150,1981
30609,1,19,1150,2495
30610,1,19,1159,2370
30611,1,19,1164,2734
30612,1,19,1167,1532
30613,1,19,1172,1586
30614,1,19,1208,1478
30615,1,19,1235,2448
30616,1,19,1243,1887
30617,1,19,1260,2358
30618,1,19,1262,1748
30619,1,19,1262,2049
30620,1,19,1302,2236
30621,1,19,1308,1501
30622,1,19,1308,2921
30623,1,19,1313,1885
30624,1,19,1329,2551
30625,1,19,1336,2679
30626,1,19,1342,2097
30627,1,19,1363,1736
30628,1,19,1374,2225
30629,1,19,1375,2389
30630,1,19,1379,1619
30631,1,19,1405,2557
30632,1,19,1405,2665
30633,1,19,1420,1664
30634,1,19,1425,1475
30635,1,19,1426,1496
30636,1,19,1433,2573
30637,1,19,1444,1975
30638,1,19,1464,1712
30639,1,19,1524,1874
30640,1,19,1528,1645
30641,1,19,1528,1965
30642,1,19,1532,2091
30643,1,19,1550,1585
30644,1,19,1581,1810
30645,1,19,1713,2979
30646,1,19,1720,1734
30647,1,19,1734,1828
30648,1,19,1740,2763
30649,1,19,1780,2187
30650,1,19,1787,1879
30651,1,19,1796,2035
30652,1,19,1796,2135
30653,1,19,1806,2027
30654,1,19,1806,2116
30655,1,19,1807,1936
30656,1,19,1813,1980
30657,1,19,1833,2481
30658,1,19,1834,2316
30659,1,19,1841,1846
30660,1,19,1841,2458
30661,1,19,1844,1972
30662,1,19,1856,2455
30663,1,19,1860,2151
30664,1,19,1891,2237
30665,1,19,1904,2551
30666,1,19,1904,2557
30667,1,19,1918,2831
30668,1,19,1919,2601
30669,1,19,1954,2471
30670,1,19,1960,2779
30671,1,19,1973,2871
30672,1,19,1978,2064
30673,1,19,1986,2094
30674,1,19,2031,2066
30675,1,19,2056,2516
30676,1,19,2124,2284
30677,1,19,2134,2146
30678,1,19,2166,2547
30679,1,19,2176,2455
30680,1,19,2229,2967
30681,1,19,2256,2367
30682,1,19,2274,2548
30683,1,19,2297,2355
30684,1,19,2297,2829
30685,1,19,2312,2522
30686,1,19,2318,2756
30687,1,19,2334,2684
30688,1,19,2362,2897
30689,1,19,2393,2761
30690,1,19,2409,2518
30691,1,19,2419,2644
30692,1,19,2449,2918
30693,1,19,2461,2759
30694,1,19,2486,2864
30695,1,19,2505,2617
30696,1,19,2603,2810
30697,1,19,2655,2895
30698,1,19,8,2373
30699,1,19,17,2257
30700,1,19,20,1202
30701,1,19,24,653
30702,1,19,31,2300
30703,1,19,36,146
30704,1,19,36,2159
30705,1,19,37,635
30706,1,19,42,2960
30707,1,19,48,328
30708,1,19,57,2096
30709,1,19,61,1270
30710,1,19,66,1638
30711,1,19,68,616
30712,1,19,79,1904
30713,1,19,84,2033
30714,1,19,87,1480
30715,1,19,105,2762
30716,1,19,111,1135
30717,1,19,112,2295
30718,1,19,116,2976
30719,1,19,135,961
30720,1,19,135,2201
30721,1,19,135,2527
30722,1,19,138,1820
30723,1,19,140,1649
30724,1,19,143,344
30725,1,19,144,2022
30726,1,19,147,1131
30727,1,19,148,1234
30728,1,19,156,1099
30729,1,19,161,1690
30730,1,19,162,2183
30731,1,19,165,1406
30732,1,19,166,769
30733,1,19,172,2476
30734,1,19,173,2519
30735,1,19,185,346
30736,1,19,189,1619
30737,1,19,189,2483
30738,1,19,194,2481
30739,1,19,195,814
30740,1,19,198,200
30741,1,19,199,1860
30742,1,19,201,838
30743,1,19,201,2919
30744,1,19,204,999
30745,1,19,205,2631
30746,1,19,211,2129
30747,1,19,215,234
30748,1,19,225,2211
30749,1,19,227,2937
30750,1,19,232,2782
30751,1,19,236,1002
30752,1,19,240,2924
30753,1,19,243,1733
30754,1,19,247,1977
30755,1,19,249,2310
30756,1,19,257,513
30757,1,19,260,2832
30758,1,19,267,1664
30759,1,19,279,299
30760,1,19,279,407
30761,1,19,280,1469
30762,1,19,303,2181
30763,1,19,315,582
30764,1,19,323,2703
30765,1,19,359,1124
30766,1,19,366,503
30767,1,19,379,2370
30768,1,19,380,680
30769,1,19,387,2699
30770,1,19,410,1766
30771,1,19,411,2866
30772,1,19,419,1159
30773,1,19,425,2056
30774,1,19,439,1552
30775,1,19,447,2333
30776,1,19,448,1401
30777,1,19,466,2646
30778,1,19,467,1952
30779,1,19,468,2998
30780,1,19,469,1419
30781,1,19,476,560
30782,1,19,477,2761
30783,1,19,479,980
30784,1,19,490,1964
30785,1,19,490,1987
30786,1,19,490,2952
30787,1,19,491,2339
30788,1,19,491,2685
30789,1,19,510,1255
30790,1,19,525,2897
30791,1,19,527,1792
30792,1,19,527,2289
30793,1,19,536,2832
30794,1,19,553,2669
30795,1,19,555,1770
30796,1,19,558,2047
30797,1,19,583,930
30798,1,19,596,1713
30799,1,19,608,1932
30800,1,19,613,2236
30801,1,19,616,2637
30802,1,19,625,1718
30803,1,19,626,2260
30804,1,19,635,1956
30805,1,19,637,2100
30806,1,19,644,2763
30807,1,19,646,1673
30808,1,19,647,2402
30809,1,19,647,2771
30810,1,19,650,940
30811,1,19,667,2856
30812,1,19,674,2896
30813,1,19,678,1332
30814,1,19,700,1076
30815,1,19,705,1769
30816,1,19,708,1240
30817,1,19,713,2641
30818,1,19,714,773
30819,1,19,719,2633
30820,1,19,732,1104
30821,1,19,739,1263
30822,1,19,747,1330
30823,1,19,753,827
30824,1,19,756,1717
30825,1,19,763,777
30826,1,19,764,1251
30827,1,19,786,2833
30828,1,19,791,1106
30829,1,19,811,957
30830,1,19,816,1339
30831,1,19,825,2884
30832,1,19,835,890
30833,1,19,843,2066
30834,1,19,845,1902
30835,1,19,859,2668
30836,1,19,861,2230
30837,1,19,862,1129
30838,1,19,862,1982
30839,1,19,864,1229
30840,1,19,874,2684
30841,1,19,880,1195
30842,1,19,882,2096
30843,1,19,884,915
30844,1,19,894,2461
30845,1,19,895,956
30846,1,19,898,2409
30847,1,19,907,2372
30848,1,19,908,2856
30849,1,19,923,1514
30850,1,19,929,979
30851,1,19,944,2060
30852,1,19,945,1783
30853,1,19,956,1743
30854,1,19,959,2714
30855,1,19,960,2751
30856,1,19,962,1502
30857,1,19,967,2557
30858,1,19,992,2185
30859,1,19,1001,1147
30860,1,19,1004,2955
30861,1,19,1009,1914
30862,1,19,1009,2770
30863,1,19,1011,2408
30864,1,19,1028,2450
30865,1,19,1038,1190
30866,1,19,1040,1198
30867,1,19,1041,1253
30868,1,19,1043,2867
30869,1,19,1051,1626
30870,1,19,1051,1994
30871,1,19,1052,2164
30872,1,19,1062,2765
30873,1,19,1094,1725
30874,1,19,1099,1693
30875,1,19,1103,2030
30876,1,19,1108,2308
30877,1,19,1111,1170
30878,1,19,1111,2446
30879,1,19,1119,2474
30880,1,19,1150,2625
30881,1,19,1158,2560
30882,1,19,1165,1863
30883,1,19,1174,1435
30884,1,19,1179,1762
30885,1,19,1181,1575
30886,1,19,1185,2109
30887,1,19,1213,2204
30888,1,19,1215,1910
30889,1,19,1219,2081
30890,1,19,1224,1805
30891,1,19,1225,1872
30892,1,19,1225,2631
30893,1,19,1263,1373
30894,1,19,1264,2500
30895,1,19,1284,1433
30896,1,19,1305,2751
30897,1,19,1307,2150
30898,1,19,1325,2200
30899,1,19,1325,2885
30900,1,19,1326,1832
30901,1,19,1355,2633
30902,1,19,1355,2750
30903,1,19,1361,1601
30904,1,19,1370,1908
30905,1,19,1373,2591
30906,1,19,1378,2147
30907,1,19,1384,1802
30908,1,19,1390,2916
30909,1,19,1390,2966
30910,1,19,1413,2527
30911,1,19,1420,2007
30912,1,19,1436,2260
30913,1,19,1445,1661
30914,1,19,1452,2664
30915,1,19,1457,2906
30916,1,19,1459,2780
30917,1,19,1474,2376
30918,1,19,1477,2023
30919,1,19,1481,1669
30920,1,19,1481,2614
30921,1,19,1499,2159
30922,1,19,1519,2888
30923,1,19,1530,1755
30924,1,19,1536,2522
30925,1,19,1539,1732
30926,1,19,1550,2682
30927,1,19,1551,2246
30928,1,19,1561,2425
30929,1,19,1562,1748
30930,1,19,1563,2062
30931,1,19,1582,2462
30932,1,19,1585,2394
30933,1,19,1601,2539
30934,1,19,1604,2443
30935,1,19,1608,2149
30936,1,19,1615,2192
30937,1,19,1617,2521
30938,1,19,1624,2120
30939,1,19,1624,2289
30940,1,19,1646,2978
30941,1,19,1694,2302
30942,1,19,1720,1948
30943,1,19,1723,2451
30944,1,19,1727,2515
30945,1,19,1729,2247
30946,1,19,1734,2627
30947,1,19,1754,1862
30948,1,19,1779,2812
30949,1,19,1787,2213
30950,1,19,1790,2812
30951,1,19,1791,2291
30952,1,19,1798,1870
30953,1,19,1798,2598
30954,1,19,1800,2076
30955,1,19,1800,2865
30956,1,19,1807,2245
30957,1,19,1808,2091
30958,1,19,1813,2877
30959,1,19,1850,2467
30960,1,19,1856,2591
30961,1,19,1857,1894
30962,1,19,1873,2194
30963,1,19,1881,2215
30964,1,19,1893,2328
30965,1,19,1912,2320
30966,1,19,1948,2594
30967,1,19,1951,2606
30968,1,19,1957,2533
30969,1,19,1978,2389
30970,1,19,1993,2175
30971,1,19,2010,2449
30972,1,19,2010,2723
30973,1,19,2016,2884
30974,1,19,2017,2387
30975,1,19,2062,2796
