,sim_i,t,source,target
32247,1,19,936,2622
32248,1,19,937,1000
32249,1,19,943,2284
32250,1,19,944,2283
32251,1,19,946,2089
32252,1,19,946,2429
32253,1,19,952,1036
32254,1,19,956,1236
32255,1,19,957,2766
32256,1,19,959,2593
32257,1,19,980,2998
32258,1,19,985,1570
32259,1,19,985,1638
32260,1,19,999,1247
32261,1,19,1005,1097
32262,1,19,1007,2674
32263,1,19,1010,1128
32264,1,19,1011,1921
32265,1,19,1022,2353
32266,1,19,1029,2338
32267,1,19,1030,1540
32268,1,19,1031,2268
32269,1,19,1043,1221
32270,1,19,1043,2121
32271,1,19,1073,2710
32272,1,19,1081,1254
32273,1,19,1082,1918
32274,1,19,1090,2268
32275,1,19,1091,2845
32276,1,19,1096,2506
32277,1,19,1108,1209
32278,1,19,1112,2248
32279,1,19,1113,2466
32280,1,19,1116,2946
32281,1,19,1129,2495
32282,1,19,1136,2896
32283,1,19,1139,2397
32284,1,19,1142,1831
32285,1,19,1148,1937
32286,1,19,1153,2190
32287,1,19,1154,1218
32288,1,19,1162,2189
32289,1,19,1163,1333
32290,1,19,1192,1403
32291,1,19,1195,1419
32292,1,19,1208,2111
32293,1,19,1219,1928
32294,1,19,1227,1414
32295,1,19,1243,1687
32296,1,19,1243,2590
32297,1,19,1254,1571
32298,1,19,1259,2759
32299,1,19,1279,2087
32300,1,19,1284,1989
32301,1,19,1321,2167
32302,1,19,1327,1906
32303,1,19,1336,2746
32304,1,19,1340,2256
32305,1,19,1342,1833
32306,1,19,1344,2416
32307,1,19,1358,2345
32308,1,19,1359,2256
32309,1,19,1370,2763
32310,1,19,1377,1588
32311,1,19,1380,2352
32312,1,19,1382,2963
32313,1,19,1384,2149
32314,1,19,1392,2861
32315,1,19,1399,1822
32316,1,19,1402,2314
32317,1,19,1404,1993
32318,1,19,1406,2984
32319,1,19,1408,2803
32320,1,19,1431,2088
32321,1,19,1449,2842
32322,1,19,1461,1808
32323,1,19,1477,2694
32324,1,19,1483,1508
32325,1,19,1490,1979
32326,1,19,1492,2563
32327,1,19,1499,2894
32328,1,19,1501,2477
32329,1,19,1502,1530
32330,1,19,1510,1705
32331,1,19,1516,2378
32332,1,19,1518,1729
32333,1,19,1528,1785
32334,1,19,1537,2842
32335,1,19,1558,2695
32336,1,19,1563,2534
32337,1,19,1573,2795
32338,1,19,1574,2011
32339,1,19,1587,2568
32340,1,19,1602,2826
32341,1,19,1615,2702
32342,1,19,1624,1780
32343,1,19,1625,1703
32344,1,19,1626,2065
32345,1,19,1654,2499
32346,1,19,1654,2701
32347,1,19,1656,2403
32348,1,19,1664,1867
32349,1,19,1668,1845
32350,1,19,1674,1931
32351,1,19,1678,2587
32352,1,19,1681,2627
32353,1,19,1706,2865
32354,1,19,1710,2354
32355,1,19,1719,2353
32356,1,19,1723,2919
32357,1,19,1729,2094
32358,1,19,1745,2093
32359,1,19,1754,2452
32360,1,19,1794,2201
32361,1,19,1812,2923
32362,1,19,1814,2024
32363,1,19,1816,2965
32364,1,19,1817,2577
32365,1,19,1828,2391
32366,1,19,1850,1981
32367,1,19,1850,2064
32368,1,19,1852,2005
32369,1,19,1879,2281
32370,1,19,1887,2780
32371,1,19,1899,2357
32372,1,19,1904,2879
32373,1,19,1937,2340
32374,1,19,1943,2514
32375,1,19,1952,2289
32376,1,19,1960,2125
32377,1,19,1967,2467
32378,1,19,1972,2510
32379,1,19,1975,2455
32380,1,19,2019,2907
32381,1,19,2041,2615
32382,1,19,2045,2667
32383,1,19,2046,2788
32384,1,19,2047,2272
32385,1,19,2051,2425
32386,1,19,2074,2429
32387,1,19,2107,2247
32388,1,19,2127,2218
32389,1,19,2132,2818
32390,1,19,2139,2894
32391,1,19,2168,2431
32392,1,19,2185,2944
32393,1,19,2201,2614
32394,1,19,2209,2759
32395,1,19,2228,2251
32396,1,19,2250,2931
32397,1,19,2250,2971
32398,1,19,2257,2287
32399,1,19,2258,2817
32400,1,19,2262,2416
32401,1,19,2272,2646
32402,1,19,2278,2517
32403,1,19,2289,2522
32404,1,19,2292,2386
32405,1,19,2320,2963
32406,1,19,2343,2769
32407,1,19,2386,2490
32408,1,19,2412,2592
32409,1,19,2429,2694
32410,1,19,2440,2813
32411,1,19,2478,2755
32412,1,19,2481,2882
32413,1,19,2498,2572
32414,1,19,2498,2883
32415,1,19,2551,2940
32416,1,19,2560,2827
32417,1,19,2571,2877
32418,1,19,2606,2610
32419,1,19,2616,2957
32420,1,19,2740,2858
32421,1,19,2802,2943
32422,1,19,2832,2925
32423,1,19,5,1412
32424,1,19,5,2149
32425,1,19,6,1976
32426,1,19,8,841
32427,1,19,9,1979
32428,1,19,15,1525
32429,1,19,16,704
32430,1,19,18,1626
32431,1,19,21,2276
32432,1,19,23,1516
32433,1,19,33,911
32434,1,19,35,860
32435,1,19,43,1310
32436,1,19,43,1677
32437,1,19,45,1475
32438,1,19,46,2384
32439,1,19,47,2474
32440,1,19,50,1949
32441,1,19,52,2736
32442,1,19,53,644
32443,1,19,54,391
32444,1,19,57,2789
32445,1,19,58,2017
32446,1,19,72,881
32447,1,19,81,1293
32448,1,19,82,2620
32449,1,19,86,2963
32450,1,19,96,817
32451,1,19,98,1604
32452,1,19,98,2028
32453,1,19,112,1173
32454,1,19,112,2196
32455,1,19,113,2007
32456,1,19,118,636
32457,1,19,119,898
32458,1,19,120,2606
32459,1,19,125,952
32460,1,19,128,1075
32461,1,19,137,928
32462,1,19,142,1714
32463,1,19,145,973
32464,1,19,147,2723
32465,1,19,148,1794
32466,1,19,153,542
32467,1,19,159,2908
32468,1,19,161,1337
32469,1,19,161,2506
32470,1,19,164,1925
32471,1,19,165,1916
32472,1,19,170,355
32473,1,19,170,2445
32474,1,19,172,1154
32475,1,19,175,921
32476,1,19,190,1712
32477,1,19,191,1634
32478,1,19,202,1256
32479,1,19,202,1281
32480,1,19,207,1464
32481,1,19,207,2477
32482,1,19,218,1968
32483,1,19,238,2834
32484,1,19,239,410
32485,1,19,245,1637
32486,1,19,250,356
32487,1,19,256,1102
32488,1,19,259,946
32489,1,19,259,1363
32490,1,19,259,2868
32491,1,19,260,2141
32492,1,19,277,1024
32493,1,19,278,949
32494,1,19,280,959
32495,1,19,284,1525
32496,1,19,288,2740
32497,1,19,296,1047
32498,1,19,312,1336
32499,1,19,314,319
32500,1,19,314,2207
32501,1,19,319,752
32502,1,19,319,2717
32503,1,19,320,831
32504,1,19,327,2761
32505,1,19,329,2924
32506,1,19,336,621
32507,1,19,337,617
32508,1,19,344,473
32509,1,19,344,2592
32510,1,19,355,2325
32511,1,19,357,2770
32512,1,19,361,1410
32513,1,19,362,678
32514,1,19,367,2139
32515,1,19,367,2748
32516,1,19,371,1202
32517,1,19,372,2121
32518,1,19,373,1710
32519,1,19,381,1454
32520,1,19,383,793
32521,1,19,384,2604
32522,1,19,389,2796
32523,1,19,390,747
32524,1,19,395,1243
32525,1,19,398,804
32526,1,19,399,1538
32527,1,19,401,813
32528,1,19,410,1004
32529,1,19,413,2120
32530,1,19,421,1430
32531,1,19,430,2353
32532,1,19,431,1015
32533,1,19,435,2788
32534,1,19,436,795
32535,1,19,436,1678
32536,1,19,438,849
32537,1,19,450,1211
32538,1,19,471,1719
32539,1,19,479,1481
32540,1,19,490,922
32541,1,19,496,1033
32542,1,19,500,839
32543,1,19,503,1399
32544,1,19,503,1998
32545,1,19,504,1923
32546,1,19,510,635
32547,1,19,512,540
32548,1,19,516,2931
32549,1,19,525,2006
32550,1,19,526,1738
32551,1,19,531,2519
32552,1,19,544,1232
32553,1,19,546,2118
32554,1,19,547,1445
32555,1,19,547,2194
32556,1,19,550,1940
32557,1,19,555,1095
32558,1,19,555,1603
32559,1,19,558,2626
32560,1,19,561,2515
32561,1,19,575,2561
32562,1,19,587,2149
32563,1,19,590,2617
32564,1,19,591,2581
32565,1,19,595,1590
32566,1,19,597,2161
32567,1,19,604,703
32568,1,19,610,882
32569,1,19,612,2936
32570,1,19,618,2473
32571,1,19,621,1983
32572,1,19,621,2827
32573,1,19,626,2709
32574,1,19,630,1260
32575,1,19,638,1477
32576,1,19,641,1786
32577,1,19,643,777
32578,1,19,645,1427
32579,1,19,653,1060
32580,1,19,654,1216
32581,1,19,656,2745
32582,1,19,658,1952
32583,1,19,659,846
32584,1,19,668,2319
32585,1,19,669,1596
32586,1,19,671,2880
32587,1,19,682,1711
32588,1,19,683,2986
32589,1,19,685,950
32590,1,19,709,2159
32591,1,19,720,2769
32592,1,19,721,1147
32593,1,19,731,2038
32594,1,19,741,2409
32595,1,19,743,2349
32596,1,19,748,2327
32597,1,19,755,1017
32598,1,19,762,1634
32599,1,19,766,1352
32600,1,19,778,1575
32601,1,19,782,1934
32602,1,19,800,976
32603,1,19,801,2567
32604,1,19,828,2126
32605,1,19,837,2921
32606,1,19,841,1358
32607,1,19,851,1733
32608,1,19,853,2838
32609,1,19,856,2720
32610,1,19,858,2346
32611,1,19,861,1605
32612,1,19,876,1464
32613,1,19,882,1497
32614,1,19,901,2533
32615,1,19,906,973
32616,1,19,909,1516
32617,1,19,910,2313
32618,1,19,916,1848
32619,1,19,919,952
32620,1,19,933,2350
32621,1,19,941,1172
32622,1,19,943,969
32623,1,19,946,2120
32624,1,19,948,1476
32625,1,19,954,2481
32626,1,19,955,1231
32627,1,19,957,1854
32628,1,19,960,2262
32629,1,19,968,1438
32630,1,19,972,1041
32631,1,19,981,1665
32632,1,19,1001,1930
32633,1,19,1004,2910
32634,1,19,1012,2962
32635,1,19,1053,1403
32636,1,19,1056,2568
32637,1,19,1060,2012
32638,1,19,1065,1605
32639,1,19,1074,2944
32640,1,19,1075,1240
32641,1,19,1090,2732
32642,1,19,1098,1592
32643,1,19,1098,1857
32644,1,19,1112,2221
32645,1,19,1114,1337
32646,1,19,1125,1788
32647,1,19,1133,1784
32648,1,19,1142,1868
32649,1,19,1144,2683
32650,1,19,1151,2647
32651,1,19,1152,2234
32652,1,19,1153,2389
32653,1,19,1160,2978
32654,1,19,1166,2174
32655,1,19,1167,1193
32656,1,19,1182,2703
32657,1,19,1196,2898
32658,1,19,1207,1260
32659,1,19,1220,2620
32660,1,19,1224,2053
32661,1,19,1234,2392
32662,1,19,1244,1791
32663,1,19,1246,1456
32664,1,19,1249,1560
32665,1,19,1254,1265
32666,1,19,1255,2735
32667,1,19,1258,1306
32668,1,19,1269,1895
32669,1,19,1277,1792
32670,1,19,1288,1434
32671,1,19,1294,1555
32672,1,19,1294,1689
32673,1,19,1295,2847
32674,1,19,1296,2983
32675,1,19,1299,1568
32676,1,19,1301,1642
32677,1,19,1301,2077
32678,1,19,1321,1826
32679,1,19,1328,1810
32680,1,19,1329,1994
32681,1,19,1330,1331
32682,1,19,1335,2788
32683,1,19,1336,2229
32684,1,19,1338,1528
32685,1,19,1347,2143
32686,1,19,1357,1541
32687,1,19,1358,2628
32688,1,19,1360,1490
32689,1,19,1365,2142
32690,1,19,1369,1471
32691,1,19,1376,2871
32692,1,19,1394,2736
32693,1,19,1397,1933
32694,1,19,1410,1961
32695,1,19,1411,2565
32696,1,19,1425,2860
32697,1,19,1437,2547
32698,1,19,1442,2246
32699,1,19,1448,1727
32700,1,19,1459,2566
32701,1,19,1462,2420
32702,1,19,1493,2654
32703,1,19,1500,2835
32704,1,19,1509,2373
32705,1,19,1528,2291
32706,1,19,1528,2854
32707,1,19,1529,2017
32708,1,19,1535,1818
32709,1,19,1538,1556
32710,1,19,1541,1696
32711,1,19,1555,1684
32712,1,19,1557,2182
32713,1,19,1560,2805
32714,1,19,1574,1872
32715,1,19,1583,1645
32716,1,19,1585,2725
32717,1,19,1586,2678
32718,1,19,1631,2361
32719,1,19,1639,2612
32720,1,19,1653,2584
32721,1,19,1656,1926
32722,1,19,1661,2218
32723,1,19,1695,2682
32724,1,19,1704,2107
32725,1,19,1704,2897
32726,1,19,1706,2197
32727,1,19,1709,2748
32728,1,19,1736,2927
32729,1,19,1745,2257
32730,1,19,1745,2834
32731,1,19,1750,2012
32732,1,19,1756,2846
32733,1,19,1769,2968
32734,1,19,1774,2956
32735,1,19,1775,2928
32736,1,19,1785,2918
32737,1,19,1786,1922
32738,1,19,1789,2393
32739,1,19,1798,1845
32740,1,19,1798,1967
32741,1,19,1807,2105
32742,1,19,1835,2935
32743,1,19,1836,2799
32744,1,19,1843,2533
32745,1,19,1843,2930
32746,1,19,1851,2375
32747,1,19,1855,2013
32748,1,19,1862,2436
32749,1,19,1865,2856
32750,1,19,1870,2547
32751,1,19,1882,2844
32752,1,19,1888,2777
32753,1,19,1899,2258
32754,1,19,1906,2462
32755,1,19,1911,2730
32756,1,19,1913,2594
32757,1,19,1914,2472
32758,1,19,1918,2579
32759,1,19,1920,2689
32760,1,19,1947,2710
32761,1,19,1954,2983
32762,1,19,1987,2913
32763,1,19,2022,2441
32764,1,19,2023,2334
32765,1,19,2039,2492
32766,1,19,2051,2461
32767,1,19,2057,2416
32768,1,19,2062,2450
32769,1,19,2071,2412
32770,1,19,2075,2582
32771,1,19,2085,2232
32772,1,19,2089,2689
32773,1,19,2097,2104
32774,1,19,2101,2875
32775,1,19,2103,2520
32776,1,19,2104,2381
32777,1,19,2107,2526
32778,1,19,2113,2500
32779,1,19,2141,2698
32780,1,19,2261,2705
32781,1,19,2267,2347
32782,1,19,2267,2391
32783,1,19,2267,2719
32784,1,19,2272,2399
32785,1,19,2272,2549
32786,1,19,2275,2991
32787,1,19,2282,2944
32788,1,19,2322,2616
32789,1,19,2333,2801
32790,1,19,2343,2507
32791,1,19,2365,2833
32792,1,19,2365,2842
32793,1,19,2430,2871
32794,1,19,2443,2678
32795,1,19,2464,2974
32796,1,19,2469,2822
32797,1,19,2478,2589
32798,1,19,2504,2536
32799,1,19,2513,2818
32800,1,19,2514,2821
32801,1,19,2519,2710
32802,1,19,2519,2908
32803,1,19,2543,2800
32804,1,19,2561,2790
32805,1,19,2564,2896
32806,1,19,2586,2812
32807,1,19,2636,2730
32808,1,19,2642,2659
32809,1,19,2683,2813
32810,1,19,2744,2902
32811,1,19,2761,2783
32812,1,19,2773,2857
32813,1,19,2899,2945
32814,1,19,5,83
32815,1,19,5,2582
32816,1,19,6,1954
32817,1,19,7,681
32818,1,19,11,1789
32819,1,19,13,1672
32820,1,19,14,2523
32821,1,19,24,1217
32822,1,19,31,2261
32823,1,19,35,1490
32824,1,19,36,1056
32825,1,19,36,1134
32826,1,19,37,1640
32827,1,19,39,955
32828,1,19,47,565
32829,1,19,47,816
32830,1,19,50,2456
32831,1,19,54,1709
32832,1,19,55,93
32833,1,19,60,2473
32834,1,19,70,871
32835,1,19,77,1553
32836,1,19,77,2031
32837,1,19,78,2986
32838,1,19,86,2795
32839,1,19,91,1236
32840,1,19,92,475
32841,1,19,97,2074
32842,1,19,104,556
32843,1,19,106,2748
32844,1,19,110,1764
32845,1,19,111,1899
32846,1,19,115,1619
32847,1,19,119,2765
32848,1,19,120,2210
32849,1,19,128,1699
32850,1,19,129,195
32851,1,19,129,1356
32852,1,19,130,1272
32853,1,19,134,2581
32854,1,19,136,2390
32855,1,19,151,1406
32856,1,19,154,1064
32857,1,19,156,649
32858,1,19,156,2955
32859,1,19,158,2694
32860,1,19,161,2210
32861,1,19,162,573
32862,1,19,166,2178
32863,1,19,167,748
32864,1,19,178,2475
32865,1,19,180,1841
32866,1,19,185,1510
32867,1,19,190,1711
32868,1,19,192,2976
32869,1,19,197,1245
32870,1,19,197,1861
32871,1,19,203,2823
32872,1,19,208,300
32873,1,19,218,2386
32874,1,19,219,326
32875,1,19,220,2165
32876,1,19,231,2940
32877,1,19,233,852
32878,1,19,238,696
32879,1,19,238,2586
32880,1,19,248,2015
32881,1,19,251,422
32882,1,19,255,1056
32883,1,19,258,792
32884,1,19,259,711
32885,1,19,263,299
32886,1,19,266,2339
32887,1,19,273,1166
32888,1,19,281,1074
32889,1,19,283,313
32890,1,19,289,2269
32891,1,19,293,2440
32892,1,19,298,2404
32893,1,19,300,2016
32894,1,19,304,1946
32895,1,19,306,334
32896,1,19,309,1566
32897,1,19,315,2550
32898,1,19,329,1154
32899,1,19,332,1473
32900,1,19,334,1775
32901,1,19,335,2361
32902,1,19,336,909
32903,1,19,340,2120
32904,1,19,341,2189
32905,1,19,342,2360
32906,1,19,345,388
32907,1,19,346,1068
32908,1,19,346,2540
32909,1,19,347,1670
32910,1,19,348,430
32911,1,19,356,2230
32912,1,19,364,636
32913,1,19,367,1662
32914,1,19,369,1770
32915,1,19,370,2956
32916,1,19,371,1261
32917,1,19,375,866
32918,1,19,375,2213
32919,1,19,375,2510
32920,1,19,378,1937
32921,1,19,383,788
32922,1,19,383,2420
32923,1,19,386,1432
32924,1,19,390,495
32925,1,19,390,1990
32926,1,19,394,1472
32927,1,19,402,2195
32928,1,19,405,2728
32929,1,19,408,1316
32930,1,19,410,2476
32931,1,19,413,860
32932,1,19,413,2191
32933,1,19,413,2296
32934,1,19,415,1702
32935,1,19,417,1873
32936,1,19,419,2506
32937,1,19,423,483
32938,1,19,423,1431
32939,1,19,430,2502
32940,1,19,438,1738
32941,1,19,439,593
32942,1,19,449,1857
32943,1,19,452,917
32944,1,19,453,1540
32945,1,19,461,732
32946,1,19,462,1470
32947,1,19,466,915
32948,1,19,467,2157
32949,1,19,469,1381
32950,1,19,471,2369
32951,1,19,474,878
32952,1,19,476,1150
32953,1,19,477,901
32954,1,19,488,2344
32955,1,19,488,2836
32956,1,19,490,1434
32957,1,19,493,917
32958,1,19,495,575
32959,1,19,499,1694
32960,1,19,501,2196
32961,1,19,506,748
32962,1,19,511,519
32963,1,19,512,1539
32964,1,19,527,2627
32965,1,19,535,2483
32966,1,19,538,934
32967,1,19,539,856
32968,1,19,540,2337
32969,1,19,542,2965
32970,1,19,545,2151
32971,1,19,548,843
32972,1,19,550,2819
32973,1,19,555,1620
32974,1,19,557,2991
32975,1,19,559,2325
32976,1,19,559,2473
32977,1,19,566,1157
32978,1,19,567,2056
32979,1,19,570,1224
32980,1,19,582,1502
32981,1,19,584,2839
32982,1,19,585,1771
32983,1,19,588,1032
32984,1,19,600,2186
32985,1,19,620,1533
32986,1,19,624,1857
32987,1,19,631,2861
32988,1,19,632,2488
32989,1,19,635,1927
32990,1,19,640,1303
32991,1,19,641,2817
32992,1,19,642,1544
32993,1,19,651,900
32994,1,19,657,1743
32995,1,19,668,2214
32996,1,19,670,1970
32997,1,19,673,1136
32998,1,19,673,1691
32999,1,19,674,2032
33000,1,19,676,1543
33001,1,19,680,1576
33002,1,19,684,2091
33003,1,19,699,2066
33004,1,19,703,1314
33005,1,19,704,2142
33006,1,19,709,2007
33007,1,19,717,1114
33008,1,19,719,1968
33009,1,19,729,1473
33010,1,19,737,1214
33011,1,19,737,1263
33012,1,19,738,2868
33013,1,19,749,2089
33014,1,19,756,1937
33015,1,19,758,1307
33016,1,19,767,2541
33017,1,19,773,2033
33018,1,19,775,2234
33019,1,19,777,1979
33020,1,19,780,2742
33021,1,19,782,2729
33022,1,19,796,2137
33023,1,19,803,2368
33024,1,19,816,2307
33025,1,19,838,2577
33026,1,19,843,946
33027,1,19,843,960
33028,1,19,844,1829
33029,1,19,856,1755
33030,1,19,865,1515
33031,1,19,869,1870
33032,1,19,873,1248
33033,1,19,874,891
33034,1,19,878,2657
33035,1,19,891,2991
33036,1,19,896,2920
33037,1,19,897,1449
33038,1,19,897,1729
33039,1,19,900,2946
33040,1,19,908,1809
33041,1,19,908,2934
33042,1,19,913,1074
33043,1,19,918,2783
33044,1,19,919,1052
33045,1,19,920,2559
33046,1,19,928,2544
33047,1,19,931,1981
33048,1,19,931,2538
33049,1,19,936,1050
33050,1,19,939,2299
33051,1,19,948,1973
33052,1,19,953,2106
33053,1,19,955,1546
33054,1,19,958,1504
33055,1,19,961,982
33056,1,19,961,2631
33057,1,19,966,1389
33058,1,19,967,2159
33059,1,19,969,2947
33060,1,19,970,1645
33061,1,19,971,2718
33062,1,19,973,1275
33063,1,19,976,2454
33064,1,19,977,2004
33065,1,19,977,2052
33066,1,19,1004,1705
33067,1,19,1007,1012
33068,1,19,1008,1286
33069,1,19,1009,2951
33070,1,19,1022,1381
33071,1,19,1037,2926
33072,1,19,1042,1476
33073,1,19,1046,1331
33074,1,19,1049,2355
33075,1,19,1058,1113
33076,1,19,1058,1585
33077,1,19,1072,2115
33078,1,19,1082,1818
33079,1,19,1083,2860
33080,1,19,1084,2354
33081,1,19,1095,1100
33082,1,19,1095,2127
33083,1,19,1104,1382
33084,1,19,1104,1437
33085,1,19,1104,2110
33086,1,19,1114,1385
33087,1,19,1115,2281
33088,1,19,1119,1604
33089,1,19,1119,1729
33090,1,19,1121,2113
33091,1,19,1132,1546
33092,1,19,1135,2275
33093,1,19,1136,2327
33094,1,19,1144,2772
33095,1,19,1146,2710
33096,1,19,1150,2834
33097,1,19,1159,2224
33098,1,19,1162,1734
33099,1,19,1162,1769
33100,1,19,1179,2131
33101,1,19,1180,2393
33102,1,19,1181,1925
33103,1,19,1184,1862
33104,1,19,1189,1441
33105,1,19,1202,2246
33106,1,19,1208,2594
33107,1,19,1215,1710
33108,1,19,1218,2859
33109,1,19,1220,2611
33110,1,19,1228,2625
33111,1,19,1232,1683
33112,1,19,1236,3000
33113,1,19,1239,1682
33114,1,19,1243,1624
33115,1,19,1257,1461
33116,1,19,1259,2050
33117,1,19,1294,1452
33118,1,19,1300,2250
33119,1,19,1302,2616
33120,1,19,1305,2715
33121,1,19,1309,2052
33122,1,19,1310,1366
33123,1,19,1311,2291
33124,1,19,1311,2730
33125,1,19,1313,2452
33126,1,19,1317,1642
33127,1,19,1321,2187
33128,1,19,1324,2813
33129,1,19,1328,1831
33130,1,19,1330,1557
33131,1,19,1334,2130
33132,1,19,1335,2015
33133,1,19,1336,1368
33134,1,19,1351,1644
33135,1,19,1360,2149
33136,1,19,1360,2361
33137,1,19,1362,2448
33138,1,19,1363,1429
33139,1,19,1365,2972
33140,1,19,1377,2657
33141,1,19,1385,1644
33142,1,19,1391,2517
33143,1,19,1397,2206
33144,1,19,1402,1920
33145,1,19,1409,1878
33146,1,19,1411,2936
33147,1,19,1412,1619
33148,1,19,1414,2383
33149,1,19,1416,1474
33150,1,19,1436,2678
33151,1,19,1443,2604
33152,1,19,1445,1507
33153,1,19,1446,2519
33154,1,19,1447,1711
33155,1,19,1447,2255
33156,1,19,1452,2709
33157,1,19,1457,2143
33158,1,19,1462,1532
33159,1,19,1470,2015
33160,1,19,1484,2925
33161,1,19,1487,2870
33162,1,19,1503,1570
33163,1,19,1515,2339
33164,1,19,1515,2552
33165,1,19,1515,2887
33166,1,19,1517,2947
33167,1,19,1527,2001
33168,1,19,1549,1809
33169,1,19,1556,2683
33170,1,19,1559,2951
33171,1,19,1562,2514
33172,1,19,1565,2996
33173,1,19,1568,2106
33174,1,19,1580,1595
33175,1,19,1587,2289
33176,1,19,1593,1735
33177,1,19,1595,2614
33178,1,19,1605,1944
33179,1,19,1622,1663
33180,1,19,1626,1808
33181,1,19,1626,2200
33182,1,19,1633,2001
33183,1,19,1652,2461
33184,1,19,1664,1764
33185,1,19,1673,2878
33186,1,19,1676,2259
33187,1,19,1680,1895
33188,1,19,1682,2989
33189,1,19,1696,1902
33190,1,19,1697,2265
33191,1,19,1706,2521
33192,1,19,1708,2284
33193,1,19,1710,1894
33194,1,19,1710,2748
33195,1,19,1712,1765
33196,1,19,1713,2720
33197,1,19,1726,1835
33198,1,19,1742,2078
33199,1,19,1744,2184
33200,1,19,1745,2079
33201,1,19,1751,2985
33202,1,19,1753,2735
33203,1,19,1760,2378
33204,1,19,1760,2728
33205,1,19,1770,1923
33206,1,19,1772,1953
33207,1,19,1778,2331
33208,1,19,1779,2197
33209,1,19,1787,1937
33210,1,19,1788,2270
33211,1,19,1791,2187
33212,1,19,1791,2324
33213,1,19,1807,2250
33214,1,19,1810,2248
33215,1,19,1810,2544
33216,1,19,1813,1981
33217,1,19,1821,1862
33218,1,19,1861,2130
33219,1,19,1870,2039
33220,1,19,1877,2543
33221,1,19,1886,2124
33222,1,19,1894,2723
33223,1,19,1916,2058
33224,1,19,1930,2558
33225,1,19,1940,2744
33226,1,19,1953,2598
33227,1,19,2004,2112
33228,1,19,2016,2777
33229,1,19,2017,2812
33230,1,19,2019,2420
33231,1,19,2020,2775
33232,1,19,2024,2907
33233,1,19,2039,2968
33234,1,19,2044,2797
33235,1,19,2050,2826
33236,1,19,2052,2123
33237,1,19,2052,2711
33238,1,19,2053,2622
33239,1,19,2062,2652
33240,1,19,2070,2349
33241,1,19,2078,2680
33242,1,19,2080,2770
33243,1,19,2081,2497
33244,1,19,2081,2920
33245,1,19,2097,2611
33246,1,19,2131,2985
33247,1,19,2141,2807
33248,1,19,2170,2775
33249,1,19,2177,2658
33250,1,19,2189,2634
33251,1,19,2195,2344
33252,1,19,2207,2467
33253,1,19,2224,2477
33254,1,19,2232,2304
33255,1,19,2255,2994
33256,1,19,2265,2393
33257,1,19,2282,2998
33258,1,19,2286,2952
33259,1,19,2323,2868
33260,1,19,2331,2618
33261,1,19,2336,2670
33262,1,19,2342,2698
33263,1,19,2359,2893
33264,1,19,2359,2951
33265,1,19,2375,2476
33266,1,19,2397,2791
33267,1,19,2410,2476
33268,1,19,2413,2691
33269,1,19,2445,2593
33270,1,19,2460,2793
33271,1,19,2494,2749
33272,1,19,2499,2933
33273,1,19,2512,2908
33274,1,19,2524,2716
33275,1,19,2589,2977
33276,1,19,2593,2760
33277,1,19,2639,2672
33278,1,19,2642,2831
33279,1,19,2644,2645
33280,1,19,2671,2704
33281,1,19,2679,2933
33282,1,19,2681,2850
33283,1,19,2704,2993
33284,1,19,2708,2732
33285,1,19,2709,2935
33286,1,19,2723,2863
33287,1,19,2730,2754
33288,1,19,2754,2970
33289,1,19,2805,2983
33290,1,19,2854,2893
33291,1,19,2885,2916
33292,1,19,2909,3000
33293,1,19,6,1646
33294,1,19,8,342
33295,1,19,8,2177
33296,1,19,10,1171
33297,1,19,11,664
33298,1,19,12,940
33299,1,19,15,1031
33300,1,19,16,1067
33301,1,19,17,2313
33302,1,19,20,1368
33303,1,19,22,2163
33304,1,19,23,1887
33305,1,19,36,1490
33306,1,19,37,2242
33307,1,19,40,2582
33308,1,19,42,1873
33309,1,19,47,997
33310,1,19,51,1152
33311,1,19,53,2808
33312,1,19,55,265
33313,1,19,60,1618
33314,1,19,63,1105
33315,1,19,66,101
33316,1,19,69,1813
33317,1,19,72,950
33318,1,19,92,1333
33319,1,19,94,922
33320,1,19,94,2543
33321,1,19,95,1356
33322,1,19,95,1571
33323,1,19,96,499
33324,1,19,108,1935
33325,1,19,109,752
33326,1,19,113,2086
33327,1,19,116,2545
33328,1,19,117,598
33329,1,19,117,1661
33330,1,19,130,2809
33331,1,19,134,2088
33332,1,19,134,2357
33333,1,19,136,856
33334,1,19,145,2191
33335,1,19,147,341
33336,1,19,155,2320
33337,1,19,157,1137
33338,1,19,158,2546
33339,1,19,173,1726
33340,1,19,175,2605
33341,1,19,179,2593
33342,1,19,181,2537
33343,1,19,183,2571
33344,1,19,187,843
33345,1,19,192,940
33346,1,19,193,2880
33347,1,19,195,825
33348,1,19,195,2584
33349,1,19,200,260
33350,1,19,204,875
33351,1,19,210,360
33352,1,19,212,1379
33353,1,19,215,1739
33354,1,19,217,2101
33355,1,19,219,2941
33356,1,19,221,1442
33357,1,19,222,787
33358,1,19,223,1081
33359,1,19,225,1693
33360,1,19,229,520
33361,1,19,235,1297
33362,1,19,241,1158
33363,1,19,246,2025
33364,1,19,248,2804
33365,1,19,251,882
33366,1,19,253,1059
33367,1,19,260,633
33368,1,19,262,279
33369,1,19,262,2319
33370,1,19,264,749
33371,1,19,266,1043
33372,1,19,280,2633
33373,1,19,281,2512
33374,1,19,282,1934
