"","sim_i","t","out","in"
"1",1,1,661,1
"2",1,1,1181,1
"3",1,1,2237,1
"4",1,1,2523,1
"5",1,1,2097,2
"6",1,1,2198,2
"7",1,1,2533,2
"8",1,1,203,3
"9",1,1,279,3
"10",1,1,789,3
"11",1,1,814,3
"12",1,1,1811,3
"13",1,1,1856,3
"14",1,1,2767,3
"15",1,1,2931,3
"16",1,1,984,4
"17",1,1,1834,4
"18",1,1,1849,4
"19",1,1,2494,4
"20",1,1,2705,4
"21",1,1,617,5
"22",1,1,2479,5
"23",1,1,954,6
"24",1,1,1061,6
"25",1,1,1209,6
"26",1,1,1409,6
"27",1,1,1964,6
"28",1,1,2119,6
"29",1,1,499,7
"30",1,1,1460,7
"31",1,1,1749,7
"32",1,1,1811,7
"33",1,1,2076,7
"34",1,1,2313,7
"35",1,1,338,8
"36",1,1,763,8
"37",1,1,1032,8
"38",1,1,1104,8
"39",1,1,1309,8
"40",1,1,1374,8
"41",1,1,1962,8
"42",1,1,2536,8
"43",1,1,2840,8
"44",1,1,150,9
"45",1,1,595,9
"46",1,1,939,9
"47",1,1,1021,9
"48",1,1,2508,9
"49",1,1,2647,9
"50",1,1,2976,9
"51",1,1,561,10
"52",1,1,731,10
"53",1,1,2994,10
"54",1,1,536,11
"55",1,1,781,11
"56",1,1,2608,11
"57",1,1,2659,11
"58",1,1,2732,11
"59",1,1,243,12
"60",1,1,267,12
"61",1,1,383,12
"62",1,1,657,12
"63",1,1,689,12
"64",1,1,759,12
"65",1,1,1713,12
"66",1,1,2338,12
"67",1,1,2717,12
"68",1,1,507,13
"69",1,1,710,13
"70",1,1,1118,13
"71",1,1,1370,13
"72",1,1,1654,13
"73",1,1,1980,13
"74",1,1,2122,13
"75",1,1,2336,13
"76",1,1,381,14
"77",1,1,760,14
"78",1,1,815,14
"79",1,1,1124,14
"80",1,1,1405,14
"81",1,1,1573,14
"82",1,1,1757,14
"83",1,1,2142,14
"84",1,1,2186,14
"85",1,1,2431,14
"86",1,1,2534,14
"87",1,1,353,15
"88",1,1,1569,15
"89",1,1,2063,15
"90",1,1,2621,15
"91",1,1,2662,15
"92",1,1,2680,15
"93",1,1,193,16
