id,degree,blk,testatus
1,5,1,i
2,7,0,s
3,3,1,i
4,4,1,s
5,8,1,i
6,6,0,s
7,6,0,s
8,8,0,s
9,9,0,s
10,9,0,i
11,6,1,i
12,8,0,s
13,7,1,s
14,5,0,s
15,8,0,s
16,11,0,s
17,6,0,s
18,3,1,s
19,12,0,s
20,1,0,s
21,4,0,s
22,7,0,s
23,10,0,s
24,6,0,s
25,6,1,i
26,4,1,s
27,3,0,s
28,3,1,i
29,9,0,i
30,7,1,s
31,5,0,s
32,6,0,s
33,4,1,i
34,5,0,s
35,6,1,s
36,5,1,s
37,1,0,s
38,5,1,i
39,3,0,s
40,7,1,s
41,5,0,i
42,4,0,s
43,8,1,s
44,6,1,i
45,6,1,s
46,5,1,s
47,5,1,s
48,8,1,s
49,10,1,s
50,11,0,s
51,8,0,s
52,8,1,s
53,11,0,i
54,3,0,i
55,16,1,i
56,8,0,s
57,7,1,i
58,8,0,s
59,1,0,i
60,4,0,i
61,10,0,i
62,4,0,s
63,9,0,s
64,2,1,s
65,10,1,s
66,9,1,s
67,3,0,s
68,9,0,i
69,10,1,s
70,9,0,s
71,9,1,s
72,3,1,i
73,10,1,s
74,7,1,s
75,4,1,s
76,6,0,s
77,2,0,s
78,3,0,s
79,6,0,s
80,6,1,s
81,7,0,s
82,4,1,s
83,8,1,i
84,7,1,s
85,11,0,s
86,6,1,s
87,9,1,s
88,9,0,i
89,1,1,s
90,6,1,i
91,6,1,s
92,5,1,s
93,6,0,s
94,1,0,s
95,2,0,s
96,4,1,s
97,10,1,s
98,5,1,s
99,5,1,s
100,5,0,i
101,7,1,s
102,6,0,s
103,10,1,i
104,6,1,s
105,5,1,s
106,9,0,s
107,3,1,s
108,5,1,i
109,6,1,s
110,7,1,s
111,4,0,s
112,4,0,s
113,6,0,s
114,3,0,s
115,7,1,s
116,7,0,s
117,3,1,s
118,6,0,s
119,7,0,s
120,5,0,s
121,9,0,i
122,5,0,s
123,7,1,s
124,2,0,s
125,10,1,s
126,6,0,s
127,7,1,s
128,6,1,s
129,7,1,s
130,9,1,i
131,9,1,s
132,5,1,s
133,11,0,s
134,7,0,s
135,6,1,s
136,4,1,s
137,9,0,s
138,2,0,s
139,5,1,s
140,9,0,i
141,6,0,s
142,8,0,s
143,6,1,s
144,11,0,i
145,5,1,i
146,2,0,s
147,7,1,s
148,2,1,s
149,7,0,i
150,6,1,i
151,6,1,i
152,7,0,i
153,9,0,i
154,10,0,i
155,8,1,s
156,9,0,s
157,8,0,s
158,7,0,i
159,8,0,i
160,8,1,s
161,5,0,s
162,7,1,s
163,6,1,s
164,4,1,s
165,5,0,s
166,11,1,s
167,3,0,s
168,7,0,i
169,5,1,s
170,7,1,s
171,13,1,s
172,6,0,s
173,8,0,i
174,9,1,i
175,4,0,s
176,5,1,s
177,7,0,s
178,6,1,s
179,8,1,s
180,6,1,s
181,6,0,s
182,6,0,s
183,5,0,s
184,8,0,i
185,8,0,s
186,5,0,s
187,3,0,s
188,2,1,s
189,8,1,s
190,6,0,s
191,6,0,s
192,3,0,s
193,9,1,s
194,9,0,i
195,5,0,i
196,15,1,s
197,5,1,s
198,5,1,s
199,7,0,s
