"","sim_i","t","out","in"
"1",1,1,21,1
"2",1,1,684,1
"3",1,1,922,1
"4",1,1,1023,1
"5",1,1,1273,1
"6",1,1,1362,1
"7",1,1,2255,1
"8",1,1,2590,1
"9",1,1,228,2
"10",1,1,383,2
"11",1,1,896,2
"12",1,1,1061,2
"13",1,1,1076,2
"14",1,1,1620,2
"15",1,1,2051,2
"16",1,1,2281,2
"17",1,1,2321,2
"18",1,1,2635,2
"19",1,1,157,3
"20",1,1,373,3
"21",1,1,460,3
"22",1,1,697,3
"23",1,1,855,3
"24",1,1,998,3
"25",1,1,1253,3
"26",1,1,1317,3
"27",1,1,1555,3
"28",1,1,1571,3
"29",1,1,2377,3
"30",1,1,2849,3
"31",1,1,2954,3
"32",1,1,206,4
"33",1,1,1194,4
"34",1,1,1519,4
"35",1,1,1654,4
"36",1,1,2008,4
"37",1,1,2069,4
"38",1,1,2149,4
"39",1,1,2407,4
"40",1,1,2409,4
"41",1,1,2487,4
"42",1,1,629,5
"43",1,1,1425,5
"44",1,1,1440,5
"45",1,1,1711,5
"46",1,1,1737,5
"47",1,1,2158,5
"48",1,1,2177,5
"49",1,1,2884,5
"50",1,1,672,6
"51",1,1,959,6
"52",1,1,1370,6
"53",1,1,2383,6
"54",1,1,144,7
"55",1,1,365,7
"56",1,1,560,7
"57",1,1,772,7
"58",1,1,894,7
"59",1,1,937,7
"60",1,1,1866,7
"61",1,1,2479,7
"62",1,1,2489,7
"63",1,1,409,8
"64",1,1,462,8
"65",1,1,466,8
"66",1,1,763,8
"67",1,1,1651,8
"68",1,1,2552,8
"69",1,1,2920,8
"70",1,1,2998,8
"71",1,1,441,9
"72",1,1,1716,9
"73",1,1,2006,9
"74",1,1,2167,9
"75",1,1,2611,9
"76",1,1,95,10
"77",1,1,281,10
"78",1,1,409,10
"79",1,1,455,10
"80",1,1,738,10
"81",1,1,1495,10
"82",1,1,1518,10
"83",1,1,1985,10
"84",1,1,2249,10
"85",1,1,2313,10
"86",1,1,2506,10
"87",1,1,2747,10
"88",1,1,671,11
"89",1,1,1066,11
"90",1,1,1548,11
"91",1,1,2101,11
"92",1,1,2791,11
"93",1,1,70,12
"94",1,1,181,12
"95",1,1,375,12
"96",1,1,543,12
"97",1,1,977,12
"98",1,1,1502,12
"99",1,1,1530,12
"100",1,1,2446,12
"101",1,1,683,13
"102",1,1,821,13
"103",1,1,894,13
"104",1,1,1037,13
"105",1,1,1758,13
"106",1,1,1978,13
"107",1,1,425,14
"108",1,1,2368,14
"109",1,1,2398,14
"110",1,1,2986,14
"111",1,1,119,15
"112",1,1,160,15
"113",1,1,503,15
"114",1,1,1484,15
"115",1,1,1978,15
"116",1,1,29,16
"117",1,1,92,16
"118",1,1,469,16
"119",1,1,996,16
"120",1,1,1655,16
"121",1,1,1859,16
"122",1,1,1922,16
"123",1,1,2239,16
"124",1,1,2514,16
"125",1,1,163,17
"126",1,1,425,17
"127",1,1,842,17
"128",1,1,1173,17
"129",1,1,1531,17
"130",1,1,1953,17
"131",1,1,2238,17
"132",1,1,2314,17
"133",1,1,2326,17
"134",1,1,2428,17
"135",1,1,2633,17
"136",1,1,2661,17
"137",1,1,2969,17
"138",1,1,652,18
"139",1,1,1018,18
"140",1,1,1640,18
"141",1,1,1761,18
"142",1,1,2996,18
"143",1,1,535,19
"144",1,1,543,19
"145",1,1,565,19
"146",1,1,637,19
"147",1,1,766,19
"148",1,1,2597,19
"149",1,1,160,20
"150",1,1,439,20
"151",1,1,516,20
"152",1,1,150,21
"153",1,1,803,21
"154",1,1,1327,21
"155",1,1,1385,21
"156",1,1,2177,21
"157",1,1,819,22
"158",1,1,1430,22
"159",1,1,1581,22
"160",1,1,1633,22
"161",1,1,2848,22
"162",1,1,2973,22
"163",1,1,2989,22
"164",1,1,130,23
"165",1,1,258,23
"166",1,1,1472,23
"167",1,1,2001,23
"168",1,1,1379,24
"169",1,1,1739,24
"170",1,1,1819,24
